3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
мы имеем и	1	3
не только в	2	4
есть противоречие но	1	1
у народов не	1	1
ниже когда мы	1	1
чтобы ответить на	1	1
в египте в	1	2
в греческой мифологии	1	1
о том что	2	4
и деревья и	1	1
на то что	3	1
выше когда речь	1	1
и то что	5	1
мы видим в	1	1
вместе с тем	1	3
что иное как	3	1
в этом случае	3	6
с представлением о	2	2
и пр есть	1	1
власть над животными	3	1
в том числе	1	1
как и в	1	2
и вместе с	1	1
здесь мы имеем	1	4
имеем и в	1	3
в сказке сказать	1	1
таким образом и	1	2
в точности соответствует	2	1
происходит потому что	1	1
уже видели как	1	1
на небо к	1	1
интересен тем что	1	1
на коня и	1	1
в сказке в	1	1
тридесятое царство в	1	2
что и в	1	2
более древнее и	1	1
же как у	1	2
мы видели что	3	3
тех случаях когда	2	3
мы имеем в	2	4
но он же	1	1
он земное существо	1	1
в зависимости от	1	1
в тридесятое царство	3	1
на том что	1	1
может быть решен	1	1
но и в	1	2
и т д.<неи	3	2
лучше понять этот	1	1
и в сказке	1	3
и не может	1	1
представления о природе	3	1
мы видим и	1	1
не что иное	3	1
же как и	4	1
там где нет	1	1
что мы видим	1	1
в свете сравнительных	1	1
и наш сказочный	1	1
чем речь будет	1	1
в греческом мифе	2	2
в то время	1	3
т д но	1	1
отсюда видно что	1	2
не потому что	1	1
животными и что	1	1
что ни вздумать	1	1
точно таким же	1	1
в своей работе	1	1
знает что он	1	1
только одна сторона	1	1
в иное царство	6	5
свете сравнительных материалов	1	1
тем не менее	2	1
нам необходимо установить	1	1
но вместе с	1	1
мере того как	1	1
в русской сказке	2	6
сказка не сохранила	2	1
например в северной	1	1
а именно к	1	1
и то же	1	1
так же как	12	1
этот случай показывает	2	1
он бежит от	1	1
как мы видим	1	1
предстал перед нами	1	1
в сказке он	3	1
с другой стороны	4	8
на передний план	1	1
вместе с конем	1	2
случай интересен тем	1	1
т д в	1	1
время как он	1	1
в подземный мир	2	1
в загробном мире	1	1
в тех случаях	2	3
между героем и	1	1
в сказке о	3	3
за тридевять земель	1	3
в сказке эти	1	1
это приводит нас	3	1
не могло быть	1	2
можем предположить что	1	1
и при помощи	1	1
в сказании о	1	2
это только одна	1	1
смысле этого слова	2	1
этот случай интересен	1	2
же представление имеется	1	1
мы можем предположить	1	1
т д мы	2	1
в данном случае	3	3
он показывает что	1	1
в этих случаях	7	1
но все же	4	2
знаем что в	1	1
есть не что	1	1
к этой же	1	1
можно возразить что	1	1
видим и в	1	1
с этой стороны	2	1
и в особенности	1	1
и более поздний	1	1
что у него	1	1
о чем говорилось	1	1
так и в	2	1
но так как	1	3
можно сказать что	1	1
предположить что и	1	2
boas неи в	1	1
ни вздумать ни	1	1
его связь с	1	1
можно предположить что	3	1
с переходом на	2	1
т е в	3	2
как мы видели	3	2
точно так же	5	2
у сибирских народов	1	1
в сказке герой	2	2
мы рассмотрим сперва	1	1
чтобы лучше понять	1	1
русская сказка знает	1	1
в египетской религии	1	1
этом случае совершенно	1	1
таким образом мы	1	1
мы уже видели	1	3
приводит нас к	4	2
даже в тех	1	2
в русских сказках	2	1
потому что он	1	2
т д здесь	1	1
в которых это	1	1
когда мы рассмотрим	1	1
в других случаях	1	1
на задний план	2	1
до сих пор	5	4
аф вар в	1	2
и в античности	1	1
что сказка отражает	1	1
очень наивно но	1	1
его в страну	1	1
неи в этом	1	2
в главе о	2	1
так как он	2	2
случай мы имеем	1	2
из иного мира	1	1
и луга и	1	1
есть одно и	1	1
в древнем египте	1	1
некоторых случаях это	2	1
все эти черты	1	1
о чем речь	2	1
после того как	2	2
в одну ночь	1	1
выше мы видели	2	1
независимо от того	1	1
народов не знающих	1	1
жизнью и смертью	1	1
совершенно таким же	1	1
здесь еще не	1	1
совершенно ясно он	1	1
но это только	1	1
по всему миру	1	2
и те же	1	1
имеет связь с	1	1
на этот вопрос	2	1
нас к пониманию	1	1
это происходит потому	1	1
он весь на	1	1
такое же представление	2	1
друг на друга	1	1
представлением о смерти	1	1
в общих чертах	1	1
то время как	1	3
которых надо умилостивить	1	1
по мере того	1	1
иное царство поэтому	1	1
вздумать ни взгадать	1	1
одно и то	1	1
подобно тому как	1	1
совершенно ясно что	1	1
между небом и	1	1
не может быть	4	3
и др в	1	1
в тридесятое государство	1	2
мы уже знаем	1	2
примеры показывают что	1	1
в северной америке	1	2
потому что мы	1	1
случай показывает что	1	1
сказке эти случаи	1	1
о том как	1	3
в сказке это	2	1
и т д	24	8
царства мертвых в	1	1
в некоторых случаях	3	2
и знает что	1	1
но даже в	1	1
на том свете	1	4
юношей и девушек	1	1
небом и землей	1	1
все тех же	1	1
неи этот случай	1	1
но мы уже	1	2
из тридесятого царства	2	1
и тем самым	1	1
в иной мир	6	1
между человеком и	2	1
из синя моря	1	1
в мексиканском сказании	1	1
понять этот мотив	1	1
