4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_4gram
тебе вот эту куклу	1	1
или по английской терминологии	1	1
можно найти много примеров	1	1
дай ей поесть и	1	1
мать умирая купчиха призвала	1	1
мы должны поставить вопрос	1	1
но вместе с тем	1	1
я умираю и вместе	1	1
показывай а когда приключится	1	1
не что иное как	3	3
а когда приключится тебе	1	1
когда приключится тебе какое	1	1
в данном случае к	1	1
не показывай а когда	1	1
так же как в	2	1
дочку вынула из-под одеяла	1	1
ее всегда при себе	1	1
как мы увидим ниже	1	1
благословением оставляю тебе вот	1	1
себе дочку вынула из-под	1	1
оставляю тебе вот эту	1	1
в этом случае мы	1	1
и т д в	1	1
неи мы видим что	1	1
есть не что иное	1	1
куклу береги ее всегда	1	1
в то время как	1	2
и и толстым толстой	1	1
умирая купчиха призвала к	1	1
мы до сих пор	1	1
на могилу матери и	1	2
в свете этих материалов	1	2
мы можем предположить что	1	4
и никому не показывай	1	1
эту куклу береги ее	1	1
себе и никому не	1	1
и т д или	1	1
чем говорилось до сих	1	1
и вместе с родительским	1	1
и т д из	1	1
же имеем и в	1	1
призвала к себе дочку	1	1
мы видели что в	1	1
таким образом и здесь	1	1
как мы видели выше	2	1
тебе какое горе дай	1	1
и спроси у нее	1	1
родительским благословением оставляю тебе	1	1
совершенно то же имеем	1	1
то же имеем и	1	1
точно так же как	1	1
но этот же случай	1	1
что в некоторых случаях	1	1
о чем говорилось до	1	1
ничего не говорят о	1	1
вместе с родительским благословением	1	1
уже выше мы видели	1	2
одеяла куклу отдала ей	1	1
никому не показывай а	1	1
могло бы составить предмет	1	1
говорилось до сих пор	1	1
спроси у нее совета	1	1
приключится тебе какое горе	1	1
в тех случаях когда	2	1
неивсе о чем говорилось	1	1
ей поесть и спроси	1	1
куклу отдала ей и	1	1
и т д здесь	1	1
выше мы видели что	2	1
с родительским благословением оставляю	1	1
отдала ей и сказала	1	1
к себе дочку вынула	1	1
купчиха призвала к себе	1	1
из-под одеяла куклу отдала	1	1
раньше чем перейти к	1	2
вынула из-под одеяла куклу	1	1
но раньше чем перейти	1	1
что в данном случае	1	1
какое горе дай ей	1	1
береги ее всегда при	1	1
при себе и никому	1	1
вот эту куклу береги	1	1
горе дай ей поесть	1	1
всегда при себе и	1	1
умираю и вместе с	1	1
поесть и спроси у	1	1
