2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
сказке он	2	1
во сне	2	2
мы опять	1	3
все же	9	10
его в	3	9
слилась с	1	1
пропп неи	1	1
по колено	1	2
преисподнюю в	1	1
в предыдущем	1	1
связь с	2	8
так например	2	2
этих случаях	16	8
или ее	1	1
довольно много	2	1
дело происходит	1	1
сделан вывод	1	1
хрустальная гора	1	1
пока он	1	1
в состоянии	4	1
некоторых случаях	1	2
есть условие	1	4
эти материалы	2	6
на основании	1	1
воas неи	1	1
из него	1	2
мы имеем	12	14
в иное	1	5
и к	1	1
право на	5	1
также уже	1	1
государства на	1	1
и оно	2	1
в северной	1	1
она ему	2	1
прямо в	1	1
чем речь	1	1
о геракле	2	1
рассмотрены нами	1	1
что при	2	3
здесь представление	1	1
народов у	1	1
и требует	1	3
мы здесь	2	4
волшебной силы	1	1
такие представления	1	2
не описывается	1	3
до этого	1	2
этой группе	1	1
связан с	1	2
в другой	3	3
харузин неи	1	1
и т	17	20
в ту	1	1
тебя на	1	2
и у	2	1
случаев когда	1	1
означает что	1	2
он же	1	2
тем самым	1	1
умерших на	1	1
то что	7	7
из сказки	1	1
с места	1	2
в китае	2	1
и от	2	1
и мигом	1	1
дает право	1	1
никак не	1	1
в особенности	2	3
она его	3	1
и способность	1	2
случай показывает	2	1
не единственный	1	1
очень рано	1	1
должна быть	1	1
все его	2	2
это представление	2	2
сына аф	1	1
можно найти	2	2
же представления	1	1
в центральной	1	1
заключению что	1	3
к иному	1	1
в окно	1	1
от себя	1	2
если бы	1	2
та же	2	1
случай из	2	1
этот огонь	1	2
пока только	1	1
худ в	1	1
понятным что	1	1
связи с	3	8
прямо не	1	1
в мифе	2	7
из двух	1	2
отрезает у	1	1
они к	1	1
то время	2	1
что в	13	8
только после	2	3
он с	1	1
кто был	1	2
совершенно очевидно	2	1
в руках	2	1
в сказке	36	18
случаях мы	2	2
в риме	1	1
он является	1	1
герой попадает	1	1
с инициацией	1	2
и они	1	2
один аналогичный	1	1
а как	1	2
за ним	1	4
в своей	1	2
интересен тем	1	1
змея в	1	9
у народов	1	9
но если	1	1
случаев в	1	1
него нет	1	1
по всей	1	1
и другая	1	1
на острове	2	1
в основе	2	1
но дело	1	1
нет тем	1	1
как только	2	1
и пришли	1	1
этом случае	1	7
в состав	1	1
что она	5	1
разбил и	2	1
с началом	1	1
после смерти	3	3
о чем	1	2
себе в	1	1
зависимости от	1	1
очень часто	1	1
и что	10	8
пермской сказке	1	1
не путем	1	1
что египтяне	1	1
в североамериканском	1	1
этом мы	2	1
земледельческий характер	1	1
и все	6	3
к морю	1	2
тут он	1	1
наблюдать что	1	2
никто не	1	3
герой их	2	1
еще одно	1	1
и о	2	1
жизни и	1	2
змея он	1	2
штернберг штернберг	1	1
он начинает	1	1
также на	1	1
после того	4	3
для чего	1	1
или он	3	2
имеем отражение	2	1
из которых	1	2
первые плоды	1	2
как можно	1	2
что эта	1	1
стоит на	1	1
становится понятным	1	2
это положение	2	1
в преисподнюю	2	4
о смерти	1	1
здесь отражены	1	1
iv §	1	2
но тем	2	1
фигурирует в	1	2
др все	1	1
и так	2	1
других местах	1	1
не может	14	6
следующим образом	3	1
если не	4	4
там где	5	6
связано с	3	5
что два	1	1
в пермской	1	1
побывал там	2	1
мы видели	7	7
в приведенных	2	1
с матерью	1	1
сказать что	2	2
пребывание в	2	5
аф вар	4	2
вместе с	7	22
побывал в	1	1
магическое могущество.<неи	1	1
в лесу	2	2
в том	7	6
мы знаем	2	8
представлений о	1	7
составные части	1	1
герой уходит	1	1
царства мертвых	3	1
женится на	2	1
происходит в	3	1
в его	1	12
только у	1	2
показывают как	1	1
происходит не	1	1
вступить в	1	1
современной сказке	1	1
из форм	1	1
к другой	1	1
загробном мире	1	1
царь не	2	1
в связи	2	4
о том	9	7
мне на	1	1
за ней	1	2
вверх по	1	1
ее сердце	1	1
этих обрядов	1	1
живет в	1	5
спускается в	1	1
см в	1	1
отношение к	5	1
возможно что	3	1
этот мотив	3	6
его не	2	3
есть ли	1	1
животного или	1	1
на вопрос	4	1
в руки	1	1
на то	3	2
или птицу	1	1
в животное	1	6
этих способностей	1	1
во всей	1	1
и извергание	1	1
всего комплекса	1	1
можно сделать	1	1
здесь русская	1	1
материалов по	1	1
сказках о	1	1
должны быть	3	1
мы и	1	2
можно проследить	1	4
в долганском	1	1
в некоторых	1	4
как мы	3	5
от змея	1	1
это верно	1	1
выражено гораздо	1	1
по мере	1	2
что умерший	1	1
ту пору	1	1
известно что	2	1
может быть	14	17
некоторые черты	2	1
в каких	2	1
и его	3	9
в одной	2	1
герой лезет	1	1
богом и	1	2
на ту	2	1
только тогда	1	2
в комнату	1	1
у боаса	1	1
мифе о	1	1
вовсе не	4	2
мотив он	1	1
она не	2	2
чужую страну	1	1
между двумя	1	1
есть не	1	1
можно назвать	1	1
завтра к	1	1
отец его	1	1
в тех	5	1
этого мотива	5	8
случаев и	1	1
что герой	12	3
с тем	1	8
в худяковской	1	1
на смену	1	4
здесь нет	3	1
в виде	1	9
две стороны	1	1
сказка и	1	1
я не	1	1
за собой	1	1
постоянная формула	1	1
из этого	1	1
по всему	1	1
выводы можно	1	1
что обряд	1	2
за водой	1	2
здесь не	2	1
стали петь	1	1
как указано	1	1
во многих	2	1
не видел	1	1
на той	1	1
ли он	4	2
увидим что	2	1
вслед за	1	1
не сам	1	1
другой версии	1	1
побывать в	1	1
она в	3	1
все царство	7	1
тот же	2	1
в нужный	1	1
из материалов	1	3
и действительно	1	5
со стороны	2	2
верна то	1	1
таких примеров	1	2
обращаясь к	1	1
это ей	1	1
в таком	1	1
том свете	1	1
в частности	1	7
что здесь	7	3
перед ним	1	1
какие выводы	1	1
другой сказке	1	2
этом царстве	1	1
на небо	1	6
колени царевны	1	1
то он	1	1
очень ясно	2	2
показывает что	8	5
свою жену	1	1
он побывал	2	2
здесь можно	2	2
случай герой	1	1
типична для	1	1
женщина и	1	1
ответ на	6	1
и даже	3	1
мать или	1	1
по дороге	3	1
и тем	2	4
и при	1	2
то это	5	3
что царевна	2	1
только в	6	7
приведем еще	1	1
на античном	1	1
одна и	1	1
в этой	1	3
другой стороны	8	8
можем здесь	1	1
о ней	1	1
со своими	1	2
гораздо шире	1	1
отношению к	1	2
т е	16	16
после этого	3	2
что уже	1	1
