4gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_4gram
с одной стороны это	1	1
в том смысле что	1	1
с начала до конца	1	1
с этой точки зрения	1	1
в том числе и	1	1
достаточно указать хотя бы	1	1
о том что он	1	1
в то время как	3	2
также и то что	2	1
тем не менее в	1	1
сам по себе а	1	1
свидетельствует о том что	1	1
не чем иным как	2	2
или по крайней мере	1	2
не что иное как	3	2
в данном случае только	1	1
в бесконечный ряд своих	1	1
еще и потому что	1	1
разложение в бесконечный ряд	2	1
указать хотя бы на	1	1
не говоря уже о	1	1
же в конце концов	1	1
бы то ни было	1	1
по крайней мере в	1	1
ни в чем не	1	1
чем иным как именно	1	1
дело в том что	2	1
то есть в смысле	1	1
и вместе с тем	1	1
так что в результате	1	1
мы должны сказать что	1	1
