4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_4gram
по отношению к этой	1	1
с другой стороны и	1	1
в том числе и	2	3
мы имеем в виду	2	3
в большинстве случаев в	1	1
как и всякое иное	1	1
в преступлении и наказании	2	2
никаких диалогических отношений они	1	2
в одной плоскости с	3	1
во всех романах достоевского	1	1
ними нет и не	1	1
быть никаких диалогических отношений	1	2
в этом романе и	1	1
одном из своих писем	1	1
в самом деле в	1	1
лицом к лицу и	1	1
и не может быть	1	5
в художественном мире достоевского	2	1
между ними нет и	1	1
о себе самом с	1	1
слова в произведениях достоевского	1	1
может быть никаких диалогических	1	2
героя а не как	1	1
о себе самом и	1	1
слово о себе самом	1	1
по отношению к ним	1	1
не совпадает с самим	1	1
которые сами по себе	1	1
в той или иной	2	1
как чужое слово как	1	1
большей или меньшей степени	1	2
с точки зрения своей	1	1
в то же время	3	5
еще раз подчеркнуть что	1	1
не может быть никаких	1	2
чужое слово как слово	1	1
дело в том что	1	1
в одном из своих	1	1
отражаются друг в друге	2	2
лежит в одной плоскости	1	1
она даже и не	1	1
в большей или меньшей	1	2
чужим словам о нем	1	1
в большом диалоге романа	1	1
но в то же	3	2
нет и не может	1	2
в братьях карамазовых в	1	2
чужим словом но в	1	1
то есть в сфере	1	1
