4gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_4gram
заключается в том что	1	2
в том числе и	1	2
мы имеем в виду	1	1
же самое время содержит	1	1
если иметь в виду	1	1
также и то что	1	2
и в связи с	1	1
в буквальном смысле слова	2	1
то же самое время	2	4
взятое само по себе	1	1
не что иное как	2	3
и ни в какой	1	1
вне и независимо от	1	2
в той или иной	7	1
на самом же деле	2	1
ни в каком случае	3	3
уже во всяком случае	1	1
даже и представить себе	1	2
во всяком случае не	1	2
при помощи того или	1	1
является не чем иным	1	1
мы должны сказать что	1	1
другое дело если я	1	1
в одно нераздельное целое	5	1
есть не что иное	2	3
в то время как	2	1
тем не менее в	1	1
не имеющих ничего общего	1	1
можно ли сказать что	1	2
свидетельствует о том что	1	1
не чем иным как	2	1
и можно даже сказать	1	1
говорить о том что	1	1
то это значит что	1	2
помощи того или иного	1	1
а это значит что	2	1
взятые сами по себе	1	2
в области гуманитарных наук	1	1
едва ли кто-нибудь станет	1	1
и уж тем более	1	5
до сих пор мы	1	1
вовсе не тем что	1	1
с одной стороны это	1	1
самом же деле здесь	1	1
в каком случае не	3	2
и в то же	1	1
то есть перестает быть	1	1
предмета и самого предмета	1	1
а может быть даже	1	1
тоже ни в каком	1	1
это ясно само собой	1	1
пусть хотя бы и	1	1
ни в какой мере	4	1
же в таком случае	1	1
тем не менее он	1	1
не говоря уже о	1	4
так же как и	1	1
не имеет ничего общего	2	2
время содержит в себе	1	1
ни в каком смысле	2	1
может быть даже и	1	1
есть в подлинном смысле	1	1
уж во всяком случае	2	2
есть нечто целое и	1	1
и тем не менее	3	1
или по крайней мере	2	3
в какой мере не	4	1
сказать это то что	1	1
и ни в каком	1	1
хотя бы даже и	2	1
здесь сказать это то	1	1
но можно ли сказать	1	1
в данном случае только	1	1
в то же самое	2	4
самое время содержит в	1	1
ведь для того чтобы	1	1
предмета к самому предмету	1	1
бы то ни было	1	1
имеет ничего общего с	1	2
по крайней мере в	1	2
в каком смысле не	2	1
а в том числе	1	1
той или иной мере	3	1
но по крайней мере	1	1
с другой стороны однако	4	1
а тем не менее	1	2
