3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram
всегда готово когда	1	1
в психологическом отношении	1	1
процессе детского развития	1	1
всей теории пиаже	1	1
в том чтобы	2	3
для того чтобы	5	15
этой точки зрения	4	1
о том что	3	6
на то что	4	3
до самого последнего	1	1
на первый план	4	2
на самом деле	1	1
в одинаковой мере	2	1
только что описали	1	1
могли бы сказать	2	2
не только не	5	1
как и в	1	1
мышления в целом	1	2
и в силу	1	1
которые могут быть	1	1
в один и	1	1
не иначе как	1	1
прежде всего в	1	2
мы видели что	2	1
мы могли бы	9	5
всех исследований в	1	1
в зависимости от	1	2
что к этому	1	1
том что мы	1	1
и в частности	1	2
в том что	31	15
пути развития научных	2	1
том что развитие	1	1
естественно возникает вопрос	1	1
ступень в развитии	3	1
представляет собой обобщение	1	1
с таким образом	3	3
стадию в развитии	1	1
так же как	5	5
и то же	6	2
что в мышлении	1	1
в отличие от	2	1
точки зрения между	1	1
и я не	1	1
но все же	1	1
мы видим таким	4	3
том числе и	2	1
детской мысли но	1	1
в собственном смысле	7	5
в своем исследовании	1	1
почти всегда готово	1	1
с самого начала	1	8
в самом деле	6	2
его не только	1	1
в настоящей главе	1	1
сравнению с тем	1	1
то же что	1	1
с полным основанием	2	1
более и более	2	2
с точки зрения	11	18
что в действительности	1	1
в этом смысле	8	1
в настоящей книге	1	1
ничего не может	1	2
и со стороны	1	1
целую эпоху в	1	1
развития понятий и	1	1
и в отношении	2	3
само по себе	1	1
к образованию понятий	1	1
в каком отношении	1	1
развития научных и	1	1
особенностей детского мышления	1	4
мышления в процессе	1	1
истинном значении этого	1	1
опыты показали что	1	1
реального хода развития	1	1
говорит что в	1	1
заключается в том	14	6
в развитии мышления	1	6
тем что в	1	1
и мышление в	1	1
как это ни	1	1
не только в	1	1
поставить вопрос об	1	1
как мы уже	3	1
о значении слова	1	1
особенности детского мышления	1	2
с помощью которых	1	1
приходит к выводу	1	3
на каждом шагу	6	1
между ними не	1	1
в детском возрасте	2	9
должны сказать что	1	1
в мышлении ребенка	6	1
детской мысли пиаже	1	2
окружающих его взрослых	1	1
развития детского мышления	10	2
спонтанных понятий ребенка	1	1
тот факт что	1	1
с первого взгляда	3	1
исследования не только	1	1
ситуации в которой	1	1
собой обобщение но	1	1
когда мы говорим	1	1
же как и	4	4
развития научных понятий	8	2
спросить себя на	1	1
больше и больше	1	1
наблюдать как ребенок	2	1
в свою очередь	2	3
как мы указывали	1	1
по отношению к	1	7
с другой стороны	8	9
до логического предела	1	1
связь между отдельными	1	1
лежащих в основе	1	1
мышления и речи	1	31
и том же	1	1
такое что может	1	1
когда готово понятие	1	1
лежащую в основе	1	1
впервые с помощью	1	1
при этом неизбежно	1	1
детского мышления и	4	8
вместо того чтобы	1	2
лежащим в основе	1	1
когда речь идет	1	1
виде в каком	1	2
бы сказать что	3	2
точно так же	3	1
друг к другу	1	1
ничего принципиально нового	1	1
детского мышления как	1	2
развития понятий в	1	1
и той же	4	2
в том виде	2	1
такой же мере	1	3
на этом вопросе	2	1
том что в	1	2
в развитии детского	9	2
переходную ступень между	1	2
которая в свою	1	2
своеобразного пути развития	1	1
по своей природе	1	2
в каком их	1	1
в истории развития	7	1
как если бы	1	2
он приходит к	1	1
с помощью такого	1	2
в целом и	2	5
мы видели уже	1	1
и тем что	1	1
ключом к пониманию	1	1
самого последнего времени	1	1
являются как бы	1	1
генетической точки зрения	1	3
то что в	1	1
же образом как	1	1
ответа на вопрос	1	1
во всяком случае	3	3
как мы это	1	1
таким же образом	1	1
друг с другом	7	4
в высшей степени	2	4
в центр внимания	1	1
и то что	4	1
детского мышления в	1	1
так как они	1	1
в традиционной психологии	1	1
в том числе	2	1
друг от друга	1	3
потому что в	1	1
ни в какой	1	2
они представляют собой	1	1
в основе этого	2	1
бы мы хотели	1	1
к тому что	1	3
убедиться в этом	1	1
ребенка и с	1	1
на все другие	2	1
одной и той	4	2
по сравнению со	1	1
с теоретической стороны	1	1
по сравнению с	3	5
и речи совершенно	1	1
существенным с точки	1	1
мы не станем	1	4
что он стремится	1	1
но для того	1	1
тем и другим	1	2
но вместе с	2	4
есть прежде всего	1	2
и как бы	1	1
мышления мы должны	2	1
связей и отношений	2	2
функции но в	1	1
целого на отдельные	1	1
на всем протяжении	2	2
развитии детского мышления	8	2
благодаря тому что	1	2
в значении слова	1	1
нам думается что	1	5
того в чем	1	1
том виде в	1	1
между словом и	2	1
как уже сказано	4	6
слово почти всегда	1	1
школьном возрасте в	1	1
в такой же	1	3
с одной стороны	9	8
в этом отношении	7	4
мы должны попытаться	1	1
решение этой проблемы	1	1
почти всегда непонятно	1	1
приводит нас к	1	1
детского мышления с	1	2
едва ли не	1	1
интересующей нас проблемы	2	2
на вопрос о	1	2
что ребенок не	2	2
содержит в себе	2	1
в ходе развития	1	1
если бы он	1	2
в какой мере	1	2
с другом в	1	2
все более и	2	2
мы постараемся показать	1	1
говорит один из	1	1
является ключом к	2	1
не в состоянии	1	2
то время как	1	4
первый план выступает	1	1
одно и то	6	2
это значит что	2	1
котором мы говорили	1	1
о котором мы	1	1
с этой точки	4	1
не может быть	1	5
с помощью этих	1	1
состоит в том	3	1
в этой области	2	1
заключает в себе	1	1
а с другой	2	2
только то что	1	1
мы говорили выше	1	2
собственном смысле этого	4	3
можно было бы	5	3
ii и iv	1	1
ступени в развитии	5	1
ясно что с	1	1
вместе с тем	3	5
к все более	1	1
к мышлению в	3	1
в отношении всякого	1	1
мы должны сказать	1	1
его взрослых людей	1	1
в первую очередь	4	3
между тем и	1	2
значении этого слова	1	1
таким образом что	4	3
в школьном возрасте	5	3
говорит он что	1	2
слов развиваются в	1	1
исключает всякую возможность	2	1
но и в	2	1
слова не только	1	1
в себе и	3	1
то обстоятельство что	3	1
понятий в детском	2	1
как правильно указывает	1	1
в наших глазах	1	1
нечто такое что	1	1
исследовании мышления и	1	1
в то время	1	5
к выводу что	2	4
как мы постараемся	1	1
в целом ряде	2	1
одной стороны и	2	1
