2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram
мы станем	1	2
раз наоборот	1	1
последних словах	1	1
все же	5	7
эта трагедия	2	1
речи и	1	1
вытекает из	1	1
времени и	2	3
смотреть на	1	3
к фабуле	1	1
имели дело	1	1
необходимо чтобы	1	1
так например	4	3
это совершенно	3	2
нас совершенно	2	1
том и	1	2
в одну	1	1
сейчас увидим	1	2
и представляет	1	1
что ему	2	2
наконец он	1	1
есть та	1	1
трагедии заключается	1	1
этой трагедии	3	4
каком-то совсем	1	1
его силы	1	1
общего с	1	1
второй раз	1	1
и каждый	1	1
есть к	1	1
преодолевает его	1	2
даже в	2	1
что им	1	1
себя за	1	1
самую трагедию	1	1
огромной силы	1	1
прав когда	2	5
мы имеем	2	8
и к	2	4
лежат на	1	1
европейском мире	1	1
к другому	1	2
конечном счете	1	1
эмоционального действия	1	1
а благодаря	1	1
и попытаться	1	1
высокой степени	1	1
чтобы заставить	2	1
всем его	1	1
с мы	1	2
мы совершенно	4	1
что при	2	3
таком понимании	1	1
на язык	1	1
от нее	1	1
то мы	1	1
нашего исследования	1	1
его и	2	1
шекспира но	1	1
так и	3	3
то здесь	1	2
прямо противоположное	1	2
месте где	1	1
и т	6	7
не является	2	2
характера и	8	2
уже давно	1	4
имеет ли	1	1
при таком	3	3
нас от	3	1
другой совершенно	1	1
действующие лица	1	4
когда мы	6	6
тому который	1	4
что зритель	2	1
указывали на	1	1
и почему	2	2
то что	44	37
стороны он	2	2
но как	1	1
сущности говоря	2	8
что тут	1	1
в каком	8	3
приводит в	1	1
и от	2	1
чтобы сделать	2	1
мы окончательно	1	1
мы пережили	1	1
из того	1	3
никак не	6	6
именно то	1	4
в монологе	1	1
король убит	1	1
поступает иначе	1	1
или трагедию	1	1
которая имеет	1	1
имеет в	1	1
убийстве о	1	1
можно выразить	1	1
в одном	3	2
хочет изобразить	1	1
в свою	1	3
тот факт	1	4
многие критики	1	1
иное как	1	2
тому же	3	1
в воображении	1	2
героя является	1	1
несмотря на	1	5
противоположным тому	1	1
той же	4	3
часто совершенно	1	1
иначе говоря	2	1
та же	3	1
эти отступления	4	1
мы получим	3	2
нет никакого	1	1
связи с	2	2
мы найдем	1	4
же точно	7	6
построения и	2	1
ни в	3	3
нигде не	1	1
легкого дыхания	3	1
полония и	3	1
и той	2	2
то время	2	1
как не	1	1
что в	21	24
совершенно очевидно	1	5
этой цели	2	1
для объяснения	1	1
двух противоположных	2	6
допустить что	1	1
в приложении	2	1
но совершенно	4	1
а как	2	2
о самом	1	1
за ним	1	1
приложении к	2	1
как раз	9	13
в своей	4	4
эстетического факта	1	1
трагической формы	1	1
которое было	1	1
ход событий	1	1
друг с	4	3
на первый	1	2
макбета и	1	1
в основе	3	7
напротив того	2	2
очень легко	4	3
две линии	1	1
с его	2	2
говорит нам	2	1
как только	2	4
что дело	1	2
что она	10	6
бы если	1	2
в той	3	3
этот закон	2	2
что если	3	6
смысл в	1	1
и что	25	23
ближе к	1	1
эти три	2	2
на самый	1	1
и все	12	4
что самое	5	2
содержания и	1	4
никто не	4	1
на этот	3	3
чтобы нам	1	1
которое мы	1	3
сюжета и	2	1
и заключается	1	4
бы мы	3	3
нам кажется	2	2
мы меньше	1	1
вся трагедия	1	1
или иные	1	1
и другую	3	1
мы только	1	2
что на	1	3
еще одно	1	1
и о	4	3
жизни и	4	6
новые исследователи	1	1
то вероятно	1	1
себя и	1	2
для чего	4	2
содержание и	1	4
в пьесе	2	1
которые служат	1	1
из которых	3	4
король и	1	2
сейчас же	16	8
что эта	6	4
в них	2	4
гамлета а	3	1
что форма	2	1
о смерти	5	5
кажется что	2	1
мы хотим	1	2
и сюжета	2	1
только не	2	5
на одном	1	4
для понимания	2	1
этого романа	1	1
на деле	1	8
в основу	3	4
что все	11	6
и так	4	2
говорит сам	1	1
не то	4	1
и ни	1	2
как звуки	1	1
действия и	2	4
понятно что	3	2
не может	10	9
которого мы	1	2
и за	3	1
с психологической	2	1
иметь дело	2	1
там где	1	4
не имея	1	1
сказать что	13	9
то есть	13	13
следует понимать	1	2
дано в	1	1
в трагедии	10	15
если взять	2	1
вместе с	8	12
слово это	1	1
он должен	1	8
но никак	1	1
невозможно потому	1	1
простейший пример	1	1
и поступки	1	1
в том	21	27
мы знаем	2	2
составные части	1	1
психологии и	1	1
этого материала	1	1
в его	10	4
между характером	1	1
верно что	2	3
свое мнение	1	1
они даны	1	1
к следующему	1	2
в нас	1	13
на две	2	1
вступить в	1	1
как они	1	2
мы имели	1	1
мысль о	1	4
бы как	1	1
и другим	2	1
и может	5	1
надо сказать	3	1
совершенно невозможно	1	1
в последней	2	1
о том	20	10
между тем	1	1
бы нарочно	1	1
в моем	1	1
формы как	1	1
совершается в	2	1
который все	1	1
что самая	2	1
противоречие с	1	2
то обстоятельство	1	1
в виду	2	4
в руки	2	1
на то	10	17
по традиции	1	1
к самому	2	2
да и	3	1
в музыке	1	1
которых он	1	2
по смыслу	1	1
есть только	2	2
она построена	1	1
и смысл	2	1
что задача	1	1
мы и	1	1
его словам	1	1
в некоторых	1	1
что ее	2	1
этой точке	2	1
не все	2	1
главным образом	1	1
как мы	4	5
двух планах	1	3
относится к	1	1
трагический поэт	1	1
может быть	22	11
в каких	2	1
и его	5	6
в одной	2	2
не можем	3	4
ритма как	1	2
произведения и	1	1
так мы	1	1
однако мы	2	1
с таким	2	2
согласны в	1	1
в отношении	1	2
эту мысль	1	2
были бы	1	1
из той	1	1
вовсе не	5	3
она не	3	1
всего на	1	1
совершенно иное	1	1
и показывает	1	1
мы воспринимаем	1	6
исходили из	1	2
в поэтике	1	1
есть не	1	4
виде и	1	1
планах с	1	2
была бы	2	3
его от	1	1
противоречие и	1	1
искусства в	1	2
кажется нам	3	6
в виде	3	1
с тем	4	8
совершенно верно	6	4
это есть	1	3
сам не	1	1
трагедия и	1	2
обратиться к	3	5
из этого	5	2
в отдельности	1	1
авторы как	1	1
для стиха	1	1
сходятся два	1	1
образом что	2	3
на той	1	1
говорит она	1	1
ни о	1	1
бы в	1	5
увидим что	3	9
вслед за	3	1
к которой	3	1
чувств и	1	4
простой смысл	1	1
и смысла	1	1
эти два	1	3
показать как	2	4
нем нет	2	1
на которых	1	2
она в	1	1
тот же	3	3
романа и	1	1
действий и	1	1
или ином	1	1
могло быть	1	1
что нет	2	1
и действительно	1	1
на которые	1	1
же мы	2	1
чтобы увидеть	1	2
со стороны	2	3
и противоположное	1	1
как он	5	2
это делает	2	2
рассматривать как	1	1
и между	1	3
тем как	1	1
вернее сказать	1	2
в таком	4	3
именно как	2	1
в стих	2	1
в частности	4	4
перед ним	2	1
как говорит	2	4
нет ничего	1	1
