2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
свою силу	1	1
все же	3	3
пиаже для	2	1
речи необходимо	1	1
и логической	2	2
по нашему	1	1
между которыми	1	1
что развитие	8	1
одной точке	1	1
в развитии	28	12
кроме того	1	1
иначе как	2	1
нашего исследования	1	8
к проблеме	1	2
частный случай	3	1
не является	5	9
в ту	1	2
дальнейшие исследования	1	1
нашей науки	1	2
до лет	3	8
самых существенных	2	1
в известном	8	2
которое опирается	1	1
то что	26	17
более ранней	1	1
могли произойти	1	1
все его	1	1
на отдельные	2	3
несмотря на	1	2
мышления и	4	40
разумеется что	1	1
связи с	3	3
то время	4	5
и той	1	2
между собой	13	5
речи к	2	1
психологической природы	2	4
он является	1	1
пиаже в	3	6
на первый	1	2
что можно	1	1
совершенно иначе	1	1
речь есть	3	1
все более	1	3
возраста и	2	1
мы говорим	2	1
нам кажется	2	1
теорий в	1	1
из которых	3	3
вопросе о	1	1
действия и	1	2
могут быть	4	3
для разрешения	3	1
этом вопросе	2	4
сознания и	2	3
о языке	1	1
в его	11	14
происходит не	1	1
и другим	2	2
известной мере	1	1
который мы	2	2
другом месте	4	6
еще в	3	1
делают возможным	1	1
к которым	2	1
по мере	2	4
случаях когда	1	1
не можем	1	1
в лет	1	4
внутренняя речь	7	4
вовсе не	2	3
между двумя	3	2
к ним	2	1
сколько в	1	1
за собой	1	2
из этого	2	5
образом что	2	3
из потребности	1	1
бы в	4	5
эгоцентризм как	1	1
одного предмета	1	1
собой по	1	1
сравнению с	5	5
могло быть	1	1
иначе чем	1	2
уже сказано	1	6
связаны между	3	1
учения о	2	6
как процесс	3	1
ответ на	3	3
другой стороны	2	9
отношению к	12	7
об обучении	1	1
к выводу	1	4
то и	2	3
непосредственно не	2	2
к этому	3	4
этого говорят	1	1
но для	1	1
и сама	1	1
характера мы	1	1
нас проблемы	1	2
и не	12	9
со всеми	2	2
лежит в	2	2
таким образом	19	26
по своему	3	1
и речью	1	2
связанные с	6	1
тогда когда	5	3
тем что	5	6
одно и	1	2
увидим в	1	1
и мышления	1	11
положительный ответ	1	1
смысле этого	1	3
ребенка раннего	1	1
все эти	4	4
в данном	1	2
мышления а	3	1
факта что	2	3
значительной степени	1	2
оказывается не	2	1
с самого	5	8
этого единого	1	1
мы находим	1	3
что является	2	2
основе этого	2	1
в одинаковой	2	2
проистекает из	4	1
на примере	3	2
на его	2	1
как известно	4	3
образование понятий	1	1
вопрос относительно	1	2
перед нами	1	5
можем не	1	1
говорили выше	1	2
пиаже он	1	1
этими двумя	2	2
словом как	1	1
от потребности	1	1
до конца	3	1
отличается от	1	1
в первом	3	2
и эти	2	2
нами как	1	1
в изучении	1	2
целым рядом	1	1
влияет на	5	1
существенным для	1	1
их помощью	1	1
слов и	2	1
своей природе	3	2
и отношение	2	2
от низших	1	1
мысль которая	1	1
с первого	1	1
в своем	5	3
его вовсе	1	1
стороны и	2	1
одного из	1	3
в нашем	1	2
из слов	1	1
как сказано	1	1
пиаже но	1	2
он указывает	1	1
станем излагать	1	1
анализа и	1	1
речи с	2	2
в психологии	1	10
неизбежно должны	1	2
как и	8	14
детского мышления	4	34
собой в	1	1
для пиаже	1	3
должен был	1	1
но которые	1	1
на котором	1	1
отношение вещи	1	1
и в	16	23
мышления потому	1	1
тех психологических	1	1
спонтанных понятий	7	1
вопроса и	1	3
но не	10	4
и будет	1	1
по психологии	1	1
по существу	3	4
если попытаться	1	1
образованию понятий	1	1
это вопрос	1	2
с этим	3	6
самое существенное	1	1
потребность в	4	1
слов в	1	1
работы при	1	1
друг другу	2	3
когда он	2	2
иным чем	1	1
ее в	3	2
знаем что	1	1
тех случаях	1	2
просто как	1	1
ребенка но	4	1
согласно которому	1	1
устанавливает что	1	1
в заключение	1	1
это не	4	1
столько в	1	1
поэтому мы	1	1
мысли к	3	8
в равной	1	2
для выяснения	1	1
должно быть	8	2
к объяснению	2	4
функции и	3	6
того как	5	2
изучение развития	1	1
это значит	5	1
постановки вопроса	1	1
вопрос и	1	2
нам остается	1	1
прежде всего	3	10
нам предстоит	1	2
указывает на	2	2
тем и	1	3
единого целого	1	1
мере как	2	1
и новые	1	1
эти явления	1	1
шаг за	1	2
ступень в	3	1
включает в	3	1
ребенка есть	1	2
в зависимости	2	2
хотели бы	1	3
отдельные функции	1	1
в деятельности	5	1
можем заключить	1	1
в результате	4	4
когда ребенок	3	1
и наконец	1	2
зависит от	4	1
части в	1	1
того факта	2	2
все что	2	1
с этой	4	6
собственную теорию	1	1
мы попытались	1	2
об этом	1	3
сопровождается известной	1	1
пороге школьного	4	2
в совершенно	2	1
для современной	2	3
в изолированном	1	1
неспособность к	2	1
он мыслит	1	1
чистом виде	1	1
развитие и	3	1
и таким	1	2
совпадает с	2	1
в общем	1	3
значение для	2	1
в первую	1	3
между развитием	6	1
нами гипотезы	1	1
что ребенок	11	4
самом деле	3	3
отношения в	1	1
как видим	1	2
например в	1	1
интересующего нас	1	1
то же	8	8
так то	1	1
нельзя сказать	1	1
мы могли	7	7
это с	1	1
что нам	2	1
центральный факт	1	1
в свете	4	4
в чистом	1	1
обучении и	2	1
всем протяжении	2	2
мы видим	4	4
представляется нам	1	1
поэтому что	1	1
является действительно	1	1
но мы	5	1
и должны	1	2
развития мышления	1	4
точку зрения	1	2
части нашей	1	1
к этой	3	1
в научном	3	1
расчет при	1	1
один из	1	2
объяснить нам	1	1
в действительности	3	1
и поэтому	2	2
ясно что	1	2
какой они	1	1
отношения к	2	3
с точки	9	18
истории развития	1	1
от которого	1	1
ходе развития	2	1
к этим	1	2
потребности и	1	1
исследования к	1	1
же мере	5	3
эгоцентризм ребенка	1	1
форм мышления	1	3
внутреннюю природу	1	1
для правильной	1	1
вопроса об	1	2
но в	6	5
не имеет	4	2
мыслью взрослого	2	2
сих пор	3	4
у детей	2	3
речь или	1	2
психологической функции	1	1
и составляет	4	1
тем не	1	1
ребенка о	1	1
о которых	1	1
в другом	6	7
речь ребенка	3	12
все основания	1	2
есть существенные	1	1
привели к	1	1
в котором	2	4
логического предела	1	1
для него	5	2
пиаже и	2	7
к высшим	2	1
свою очередь	3	3
понимания и	1	1
можно было	5	3
со всей	1	4
и это	1	3
пиаже вопрос	1	1
что мысль	3	2
не с	2	2
развития понятий	1	2
среднее место	1	1
мы ввели	1	2
связь с	1	1
психологической мысли	1	2
в состоянии	4	2
проблему и	1	1
речи по	1	1
что эгоцентризм	1	1
самой себе	2	1
до этого	1	1
том виде	1	1
раннего возраста	1	2
и от	2	3
из того	11	5
речь если	1	1
переходе от	1	2
в одном	3	4
нашим исследованием	1	1
дорогу к	1	2
той же	4	2
иначе говоря	1	2
может иметь	2	1
нигде не	1	2
лежат в	1	1
интересующий нас	1	1
допустить что	3	2
друг от	4	3
речь для	1	3
нашего сознания	1	3
нас вперед	1	1
друг с	7	4
с его	1	4
ребенка более	2	1
этих двух	3	3
как только	1	1
и больше	1	1
сказать так	1	1
новому методу	1	1
и все	1	5
вопросе и	1	1
язык ребенка	1	1
на этот	4	3
и заключается	1	1
мы только	1	2
жизни и	2	2
предметом исследования	1	3
ставит вопрос	1	1
что эта	3	2
в них	2	2
мы хотим	1	2
но тем	1	2
старой психологии	1	1
если не	1	3
там где	1	2
к внутренней	3	1
ко всем	1	3
можно легко	1	1
развития значений	1	1
в том	18	24
мы знаем	3	1
с развитием	2	2
методов анализа	1	1
процессов в	2	2
эту проблему	1	3
на всем	2	2
как они	3	1
из всего	1	1
надо сказать	1	1
от того	3	6
же заключается	1	1
на вопрос	5	2
эти особенности	1	1
путем простого	2	1
что между	4	2
как мы	10	5
речи является	2	4
логических операций	1	1
результате этого	1	1
мысли но	3	2
более частных	1	1
в сфере	5	3
как его	1	1
в отношении	9	10
что процессы	2	2
это основной	1	1
есть не	2	2
ребенка не	3	2
развития одной	1	1
заключается это	1	1
мышления является	1	1
в виде	1	2
обратиться к	2	3
основные результаты	1	1
понятиями и	1	1
другого пути	1	1
всякую возможность	1	1
на пороге	4	2
со стороны	1	1
свою собственную	1	2
возрасте пиаже	1	1
как он	6	3
и между	2	1
их из	2	1
к самой	2	1
к логике	2	6
причинами во-первых	1	1
то это	2	1
в своих	2	5
ребенка до	1	4
речи мы	3	4
мышление ребенка	3	3
которая заключается	1	1
мысль ребенка	4	7
фактов он	1	2
мысли взрослого	1	1
психологическое исследование	1	2
закон осознания	2	1
думается нам	1	1
книге и	1	1
в связь	1	2
детской мысли	12	13
процесс подчиненный	1	1
ребенка и	4	5
уже в	1	3
по самому	1	1
в жизни	2	1
что межфункциональные	1	1
мысли ребенка	4	1
что сознание	4	1
на другой	1	1
ребенка в	5	8
первом школьном	1	1
в истории	2	1
развитии и	2	1
ребенка это	1	4
и потому	2	2
предметом непосредственного	1	1
что характеризует	1	1
из области	2	1
является переход	1	1
и психологической	1	1
мы постараемся	2	1
как на	3	4
с их	4	1
на основе	2	1
ряд особенностей	2	1
за шагом	1	2
и те	1	2
из них	2	1
мере развития	1	3
мысли в	4	5
возрасте и	2	4
с другом	7	4
исключает всякую	1	1
природе поэтому	1	1
в области	12	3
нет другого	1	1
которую порождает	1	1
у ребенка	9	6
межфункциональные связи	1	1
не менее	3	1
еще не	4	1
привести к	1	1
на первом	1	1
сущности то	1	1
представляют собой	2	2
к его	3	2
же самое	4	3
но на	1	1
в конце	1	2
и просто	1	1
на все	5	3
никакое отношение	1	1
представляет собой	7	11
вербальной мысли	1	1
известной бессознательностью	1	1
развитии речи	1	1
где они	1	1
с теоретической	1	1
порождает этот	1	1
и на	6	8
всегда и	1	3
эти исследования	1	3
в ходе	12	8
предмета на	1	1
к другу	1	2
его мышления	1	3
мышление от	1	1
на которое	1	1
возможно только	1	1
развития к	2	1
этой деятельности	1	1
теории пиаже	3	8
вообще не	4	1
для того	14	15
ступени в	2	1
означает в	3	1
тому как	4	1
другую сторону	1	1
по законам	1	1
возраста в	1	2
вывод что	2	1
в самом	4	7
а то	1	1
ожидать что	2	1
в то	5	7
никогда не	5	2
речи если	1	5
почти исключительно	1	2
отношении между	1	2
связаны с	1	1
так же	15	16
так что	4	1
приводят к	2	1
сущности это	2	1
нам представляется	1	1
не в	6	4
позднего развития	1	1
и годами	1	3
вопрос что	1	1
на нее	2	2
и пиаже	2	3
как это	8	2
нами в	2	2
для ребенка	3	1
отношении к	1	1
что этот	1	2
речь в	3	2
лишь в	1	6
что оба	2	1
могут существовать	1	1
наши исследования	2	4
в природе	1	3
системой знаков	1	1
осознания и	4	1
с самой	1	1
для этого	1	5
и т.д	4	5
мы это	1	1
за скобки	2	1
той которую	1	1
принадлежит к	2	1
которую мы	2	4
этого последнего	1	1
как бы	5	11
в процессе	13	8
эта речь	1	2
и развития	12	1
если так	1	1
к совершенно	2	1
самой психологической	1	2
выводу что	1	4
а с	2	4
много раз	1	1
мысли его	1	1
наших опытах	1	2
же что	1	1
он может	3	2
только то	1	1
и сплетение	1	1
выход из	1	1
мы можем	6	6
от его	1	1
является для	2	2
всего учения	1	1
которая в	2	2
этой точки	4	1
его собственную	1	1
в целом	4	20
что не	1	1
во второй	2	1
что эти	2	2
а не	10	3
этот вопрос	6	3
способен к	1	2
значит что	5	1
единство сознания	1	2
если мы	7	2
время как	4	4
каким образом	1	1
одним из	2	1
и делает	1	1
и ее	1	7
говорит что	5	4
пиаже указывает	1	1
или даже	1	2
развития не	1	1
в немногих	1	2
в бессознательности	1	1
всего остального	1	1
нами выше	1	1
всеми основными	1	1
значений слов	4	1
высшей степени	2	4
отношений является	1	1
по своей	3	5
могли бы	6	6
мы говорили	2	3
исследования показали	4	1
с ее	1	1
не способен	2	1
что оно	6	3
всей теории	1	2
содержится в	3	2
современной психологии	2	5
пиаже как	5	5
чем мы	1	2
является не	2	1
связана с	1	2
по пиаже	3	2
вот почему	3	2
не дает	2	1
все основные	3	2
ребенок в	5	1
не станем	2	5
сделать в	1	1
что же	1	1
этих моментов	1	1
так выразиться	1	1
столь же	2	6
между обоими	5	1
исследований мы	1	2
в эгоцентризме	2	2
аутистической мыслью	1	4
его они	1	1
вопрос о	12	7
в которой	5	3
одной и	1	2
во внутренней	1	1
ничего не	5	3
думаем что	1	1
отношений и	1	1
межфункциональных связей	4	2
том числе	1	1
что они	5	3
в анализе	1	1
и одинаковым	1	1
по поводу	2	1
фактического исследования	1	1
и развитии	1	2
самого пиаже	2	4
этом процессе	1	1
эгоцентризме мысли	1	1
развитие детского	2	1
как ребенок	1	1
том же	1	2
в сущности	13	6
постараемся показать	1	1
такой случай	1	1
или иной	1	1
с ней	1	2
более и	1	2
и здесь	2	1
показать что	3	2
детской логики	2	10
вопрос который	1	3
самого начала	5	8
говорит пиаже	1	10
мысли есть	1	1
моменту начала	3	1
оно должно	1	1
процесса на	1	1
только из	1	1
при этом	4	4
в форме	1	1
отношение между	4	1
того что	16	15
не предшествует	1	1
фактического обоснования	1	1
но что	3	1
у него	6	1
процесса развития	2	1
в этих	3	2
влечет за	1	2
сама по	4	1
что его	1	2
естественно что	2	1
мышления ребенка	2	5
пути развития	3	2
нисколько не	1	1
себе что	1	1
в слове	1	2
не сумел	1	1
что это	1	3
находятся в	2	1
оставалась всегда	1	1
изучить сложные	1	1
этой области	1	1
речи но	2	3
и другие	2	1
друг к	1	1
в настоящей	1	4
применительно к	1	1
пиаже не	1	4
в собственном	1	5
и независимо	1	1
речи для	1	1
привел к	1	2
межфункциональных отношений	1	1
из главных	1	1
детский эгоцентризм	1	2
это понятие	2	2
что при	1	1
логике отношений	2	1
исследования пиаже	2	3
связан с	1	5
так и	7	5
существующих между	1	1
один и	3	1
тем самым	8	5
сейчас в	1	1
связи в	1	1
чтобы сделать	2	1
речь по	2	1
всем остальным	2	2
об осознании	1	1
что обычно	1	1
в высшей	2	4
звук но	1	1
чем к	1	2
не иначе	2	1
если бы	8	5
силу этого	1	3
понятие поэтому	1	1
функций между	2	1
как раз	1	4
научных понятий	21	2
эти же	2	1
побуждений и	1	1
что она	2	4
не влияет	2	1
что если	4	2
о чем	2	2
и что	12	5
нас вопроса	1	1
его элементы	1	1
и отношений	3	2
обобщение и	1	1
сам пиаже	3	4
видим таким	1	3
разрешения которого	1	1
для чего	1	1
что все	6	4
между этими	1	6
признать в	1	1
незаменимым средством	1	1
сказать что	13	11
предметов в	1	1
функции в	3	4
вместе с	4	9
его мысли	3	2
виде в	1	2
что говорит	1	2
другого как	1	2
является то	2	2
корни этой	1	1
мы имели	2	1
от внешней	1	1
приводит к	7	4
чем он	2	2
нашем исследовании	1	2
моментов в	1	1
непосредственно связан	1	2
сила и	1	1
в самой	1	1
с помощью	10	13
в представлении	1	1
должны быть	2	1
отличаются друг	1	1
двух лет	1	1
нам объяснить	1	1
