2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram
мы станем	1	1
есть как	2	1
своими словами	2	1
все же	5	5
его в	3	2
соединение и	1	1
времени и	2	1
назначение что	1	1
все дело	2	2
это совершенно	3	1
не следует	1	1
нас совершенно	2	1
в одну	1	1
ничего такого	1	1
и основной	1	1
совершенно новую	1	1
том и	1	2
над этими	1	1
подобно тому	1	5
она есть	2	1
цели и	1	1
есть к	1	2
слова и	4	1
даже в	2	2
так точно	1	3
зависимость от	1	2
читателя с	1	1
мы имеем	2	4
и к	2	3
конечном счете	1	3
наглядным образом	1	1
независимо от	1	2
художественную форму	1	1
с такими	1	1
психологическую проблему	1	1
а есть	1	1
таком случае	1	2
это понятие	1	1
мы совершенно	4	2
что при	2	3
иначе как	1	2
таком понимании	1	1
располагаются в	1	1
то мы	1	1
нашего исследования	1	3
его и	2	3
шекспира но	1	1
исполнения и	1	1
так и	3	3
решительно все	1	1
в другой	1	2
и т	6	26
не является	2	5
как нельзя	2	4
в ту	1	1
при таком	3	1
нас от	3	1
можно определить	1	1
когда мы	6	3
и у	1	4
за пределы	1	1
он же	1	2
и почему	2	1
приходится иметь	1	1
то что	44	32
тем самым	3	2
но как	1	2
очень нетрудно	1	1
гамлет шекспира	1	1
в каком	8	2
и от	2	2
трагедии шекспира	2	1
никак не	6	4
психология и	1	1
именно то	1	1
в монологе	1	1
имеет в	1	2
в особенности	1	1
можно выразить	1	1
легче всего	1	3
бы то	2	1
согласии с	1	2
в одном	3	2
в свою	1	1
иное как	1	1
можно найти	2	1
тому же	3	3
в воображении	1	1
нет никакой	2	3
мы обратимся	1	1
подходят к	1	1
несмотря на	1	5
той же	4	3
мы найдем	1	2
иначе говоря	2	5
та же	3	3
если бы	10	6
связи с	2	1
и такие	1	1
же точно	7	3
ни в	3	9
нигде не	1	2
и той	2	3
то время	2	5
как не	1	1
только после	5	1
совершенно очевидно	1	3
что в	21	23
для объяснения	1	3
того почему	1	1
в приложении	2	1
но совершенно	4	2
а как	2	1
за ним	1	1
в своей	4	3
приложении к	2	1
как раз	9	2
хотя он	1	1
но если	3	1
все в	1	1
же самая	1	2
в основе	3	2
напротив того	2	2
очень легко	4	2
на других	1	1
с его	2	1
произведения является	1	1
говорит нам	2	1
совершенно иначе	3	1
остались бы	1	1
как только	2	1
что она	10	6
бы если	1	1
бы и	2	2
в той	3	1
этот закон	2	1
что если	3	1
смысл в	1	1
и что	25	8
в не	1	1
что самое	5	3
и все	12	5
же мало	1	1
содержания и	1	1
шекспир создал	2	1
сама собой	1	1
на этот	3	1
никто не	4	1
которое мы	1	1
и заключается	1	1
бы мы	3	2
загадкой и	1	1
и другую	3	2
что на	1	3
этой общей	1	1
и о	4	4
жизни и	4	3
внешнюю звуковую	1	1
себя и	1	2
содержание и	1	1
найти в	1	1
из которых	3	3
указать что	1	1
него в	1	2
что эта	6	3
в них	2	2
что форма	2	1
о смерти	5	1
мы хотим	1	1
только не	2	3
мы приходим	1	1
для понимания	2	1
и психологии	1	2
на деле	1	3
в основу	3	2
что все	11	3
те же	2	4
и так	4	4
не то	4	2
действия и	2	2
понятно что	3	1
не может	10	17
этом рассказе	2	1
в несколько	1	1
с психологической	2	3
иметь дело	2	1
там где	1	4
сказать что	13	7
то есть	13	26
вместе с	8	8
поэт создает	1	1
он должен	1	1
закон и	1	1
а чем-то	1	2
что говорит	2	1
простейший пример	1	1
в том	21	30
мы знаем	2	3
вот эта	1	1
составные части	1	1
психологии и	1	3
этого материала	1	2
та что	1	1
в его	10	6
другой линии	1	1
д все	1	1
верно что	2	1
это время	2	1
объяснения его	1	1
идет от	1	1
в нас	1	2
возникает как	1	3
вступить в	1	1
как они	1	2
это можно	1	2
из этой	3	1
бы как	1	1
мысль о	1	1
и может	5	2
с конца	2	1
к другой	2	1
самой своей	1	1
надо сказать	3	3
представьте себе	1	1
о том	20	7
за ней	2	1
между тем	1	4
построения этой	1	1
совершается в	2	1
что самая	2	1
как липпс	1	1
именно эти	1	3
его не	2	2
противоречие с	1	3
с вот	1	1
совершенно точно	1	6
в виду	2	4
на то	10	10
во всей	3	1
в музыке	1	2
обратимся к	3	1
есть только	2	2
и смысл	2	1
утверждал что	1	2
ясно как	1	1
главным образом	1	2
как мы	4	2
это верно	1	1
этот новый	1	1
и искусства	1	1
в деле	1	1
двух планах	1	1
относится к	1	1
может быть	22	22
и его	5	7
может показаться	1	2
в одной	2	3
не можем	3	3
моментов и	1	1
произведения и	1	1
так мы	1	1
с совершенной	2	1
с таким	2	11
или его	3	3
мы получаем	1	2
эту мысль	1	1
другим путем	2	1
и состоит	1	2
вовсе не	5	6
она не	3	5
самый материал	1	1
исходили из	1	1
то совершенно	1	2
конца и	2	1
что целью	1	1
есть не	1	2
планах с	1	1
была бы	2	1
других которые	1	1
искусства в	1	9
в тех	2	1
с тем	4	3
какой мере	2	3
это есть	1	5
я склонен	1	2
я не	4	1
совершенно верно	6	2
ни было	1	1
только один	1	1
обратиться к	3	2
из этого	5	2
и анализа	1	1
задачи и	1	3
и верно	1	1
от тех	1	1
бы в	1	2
увидим что	3	2
вслед за	3	6
читая ее	1	1
показать как	2	1
на которых	1	1
которое автор	1	1
она в	1	2
тот же	3	2
или ином	1	1
и действительно	1	1
же мы	2	1
и других	4	3
стоящей перед	2	1
и новое	1	1
шаг в	1	1
со стороны	2	4
то чтобы	2	2
как он	5	2
тем как	1	1
и между	1	1
мы хотели	1	1
одно из	2	2
хоть сколько-нибудь	1	1
наталкивается на	1	1
весь свой	1	1
в таком	4	3
в частности	4	3
рассказе может	1	1
перед ним	2	1
как говорит	2	2
в первый	3	1
мы примем	1	1
это мнение	4	1
т п	3	16
для своей	1	1
мышь и	1	1
всякий раз	6	8
и даже	1	6
от этой	1	1
может не	1	1
и очень	1	2
не было	3	3
еще раз	3	1
того чтобы	22	7
то это	3	1
в своих	3	4
только в	4	14
в этой	9	3
и значение	1	1
одна и	2	1
из тех	1	1
другой стороны	2	5
не могли	1	1
когда она	1	2
к выводу	1	1
идет о	3	2
бы что	1	2
в трех	1	2
все то	12	3
его с	1	1
всяком случае	3	6
чтобы понять	1	4
говорит толстой	3	1
к этому	4	4
вот это	1	1
литературы и	2	1
психологический закон	1	1
но для	1	1
выходит что	1	1
как в	3	9
выразить то	1	1
во всяком	3	8
и не	13	16
что у	4	3
здесь же	1	1
и та	2	1
который он	2	1
лежит в	2	1
и вообще	1	1
нам придется	3	2
таким образом	13	20
мире в	2	1
жизни в	1	1
совершенно понятно	2	1
если же	1	2
с так	1	2
он как	1	1
мнения придерживается	1	1
тогда когда	1	5
столько сколько	1	1
стих есть	1	1
уже в	2	3
в жизни	4	2
это и	5	3
раз он	1	1
не только	7	13
на другой	1	1
который должен	1	1
он не	11	3
гамлете и	1	1
что даже	1	2
смысле этого	3	2
но у	1	1
в самых	3	1
вот что	1	2
примере легче	1	1
и кажется	2	1
тем же	1	3
только обратиться	2	1
в пределах	3	1
основу этого	1	2
ряд очень	1	1
совершенно ясно	8	19
и потому	2	2
слова в	1	3
так если	2	1
пор пока	2	1
в их	2	1
с самого	5	1
в точном	1	1
сказать то	1	1
т д	2	8
из самых	1	1
материала в	3	1
что нужно	1	1
в себе	6	4
на примере	2	3
в рассказе	8	1
на его	1	1
как на	6	3
к тому	12	4
знаем о	1	1
мы находимся	1	1
ровно столько	1	2
не оставляет	1	1
что вся	1	1
реакции в	1	1
формы в	1	4
исследования и	4	3
и этот	3	1
художественное произведение	1	10
автор не	2	1
которая пытается	1	1
чтобы создать	1	1
перед нами	6	1
перед ней	1	1
одной стороны	3	6
и те	1	1
которых они	1	2
из них	4	2
сложных форм	1	1
задачу для	1	1
те которые	2	1
и для	3	5
мысли в	1	3
это только	1	2
что только	1	2
свой смысл	1	1
сами по	3	1
до конца	7	6
но даже	1	2
взгляд на	2	1
отличается от	1	2
и вместе	1	2
в первом	1	1
и уже	4	1
обстоятельство что	1	1
тот материал	1	1
сцеплении мыслей	1	2
показывает как	1	2
нормы и	1	2
которые мы	1	1
по себе	9	9
не потому	2	1
психологи как	1	2
а самое	1	1
заключить что	2	1
еще не	1	1
знает что	2	1
целый ряд	5	6
перейти к	2	1
большей частью	2	2
целым рядом	4	1
совершенно другим	3	2
с ним	5	2
же самое	6	2
в условиях	1	1
в конце	8	3
на все	2	1
а в	4	6
все решительно	1	1
тому что	6	4
автор проделал	1	1
преодоления материала	1	1
такого же	1	1
и более	1	1
представляет собой	2	2
только с	2	1
и писатель	1	1
своей природе	1	1
совершенно новой	1	1
или хотя	1	1
от самого	1	1
бы его	3	1
что речь	1	2
как ни	1	1
и вот	6	3
художественном произведении	1	3
дело в	1	1
что психология	2	5
существу дела	1	2
с первого	1	1
в своем	7	3
стороны и	1	3
решение вопроса	1	1
и без	1	2
но с	1	1
вся суть	1	1
и на	5	1
в сторону	3	1
от обычного	1	1
привести и	1	1
исследования мы	1	2
к другу	1	1
такого что	1	1
трудность заключается	1	3
от него	1	2
ли это	3	2
нельзя лучше	1	1
в двух	4	1
рассказа и	10	1
совершенно явно	1	2
следует отнести	1	1
для того	23	6
же мнения	2	1
мы никогда	3	4
как и	5	16
и чем	1	1
тому как	2	7
эстетической реакции	1	5
не могу	1	1
это сцепление	1	1
потому что	24	10
что для	5	2
что с	1	2
с такой	2	1
материалом и	1	1
в самом	12	11
о гамлете	6	1
что могло	1	1
мнение что	3	1
мы еще	1	1
по словам	2	1
в то	3	5
чтобы изучить	2	1
и то	2	2
никогда не	5	8
произведению искусства	1	2
им в	1	3
совершенно невозможным	1	1
что есть	1	2
и в	33	31
все время	24	4
связаны с	1	1
так же	13	12
свою особую	1	1
этого сделать	1	1
помогает нам	1	1
композиции и	1	1
в мире	3	1
без всякого	2	2
и материал	1	1
так что	7	5
и самый	1	1
благодаря тому	1	2
стоит перед	1	1
в корне	1	1
не поймем	1	1
так как	12	18
которых складывается	1	1
самое важное	2	1
из его	2	3
и только	7	3
но не	3	3
материалом для	1	1
жизни говорит	1	2
которой мы	3	1
сам толстой	1	1
такой же	2	2
в стороне	1	1
не в	2	11
говоря о	1	1
при анализе	2	1
для нас	7	5
если критики	1	1
как будто	8	5
конечно же	2	1
чем это	1	1
в полном	1	2
то как	2	1
сводится к	2	1
есть в	1	7
дело здесь	1	1
подходит к	1	1
мы должны	6	1
не была	1	1
и во	1	2
мы пытаемся	1	2
в которых	3	3
по существу	2	4
не даны	1	1
материала который	1	1
как форма	1	1
вторая ошибка	1	1
эту сцену	1	1
внешнюю оболочку	1	1
и об	1	1
что следовательно	1	2
на нее	2	1
думать что	2	1
в конечном	1	3
как она	10	2
психологического исследования	1	2
совершенно прав	1	2
у меня	1	3
линию и	1	1
был у	1	1
как это	14	4
что этот	3	1
с этим	5	3
его рассказа	3	1
в порядок	1	1
мы все	3	2
исходить из	1	1
и изучение	1	1
речь идет	3	3
событий в	3	1
скажем что	1	1
и с	2	2
и восприятия	1	1
но это	1	3
и казалось	1	1
признать что	1	1
исходя из	4	3
художественные произведения	1	1
в противоречие	1	2
слов в	2	1
такую операцию	1	1
во времена	1	1
поставить проблему	1	1
в сцене	1	1
это в	4	2
сам собой	1	1
к созданию	1	1
сумма составляющих	1	1
и всякий	2	2
нужно для	1	1
когда он	7	2
знаем что	4	1
это сравнение	1	1
же в	1	1
и хотя	1	1
ее и	2	2
конечно не	3	1
существует между	1	1
это все	1	3
к таким	2	1
это не	6	1
евгении онегине	1	3
мы припомним	1	2
образом и	1	1
деле не	1	1
с другой	2	5
в художественном	2	3
и др	1	1
и как	5	2
совершенно другой	2	2
и сейчас	3	2
здесь в	3	1
принадлежит к	2	1
сущности говоря	2	3
которую мы	1	1
бы ни	1	2
должно быть	3	1
и совершенно	5	5
далеко не	3	2
путем и	1	1
того как	1	1
было бы	12	6
в чем	1	2
что такое	1	2
мы вовсе	1	1
как бы	25	5
эту точку	1	1
все остальное	2	1
от других	1	2
совершенно ясен	1	1
очевидно что	1	6
в глаза	1	1
казалось бы	5	2
дело с	3	3
чрезвычайно важную	1	1
прежде всего	2	4
о его	1	1
указывает на	3	4
природы но	1	1
не быть	1	2
и недаром	2	1
и трагедии	2	1
точки зрения	6	15
выводу что	1	1
что от	1	1
на один	1	2
а с	2	1
просто и	2	1
что именно	3	1
мы смотрим	1	1
вместо того	2	1
и чему	1	1
на это	1	2
чем-то другим	1	2
у нас	4	4
но и	3	2
с здесь	1	3
искусства но	1	2
в ее	2	5
именно в	2	1
мысли чувства	1	1
до сих	3	3
приходим к	2	1
возникает целый	1	1
только то	1	2
в объективных	1	1
как нелепо	1	2
будто бы	1	2
том чтобы	4	7
мы не	5	12
стоит только	2	2
которая сама	1	1
с все	1	1
одной из	1	1
звуков так	1	1
или как	1	2
до тех	2	2
у шекспира	2	2
для анализа	2	1
прибавим к	1	1
составляющих его	1	3
мы можем	5	4
во всем	2	3
ясностью как	1	1
при исследовании	1	1
против него	1	1
конца с	1	1
он хотел	1	1
самое и	2	1
я уже	1	1
в результате	2	4
роль играет	1	1
на самом	6	2
и наконец	2	1
находимся в	1	1
этой точки	1	5
а нечто	2	1
то они	1	1
с а	1	1
быть в	1	2
в целом	5	5
по-разному их	1	1
поставленной перед	1	1
мысли которые	1	1
же самому	1	2
и опять	3	1
что эти	2	3
не что	1	1
а не	6	13
тех пор	2	1
гораздо более	1	2
который я	1	1
если это	1	1
с этой	4	4
с одной	3	5
в этом	28	12
забывая что	1	1
если мы	12	12
время как	2	5
и содержания	1	1
все те	2	1
почему же	2	1
об этом	4	1
точно так	3	3
совершенной ясностью	1	1
искусством и	1	2
она была	1	1
произведение с	1	1
с мечом	1	1
что мы	6	8
и ее	2	1
говорит что	10	5
впечатление и	1	1
один раз	1	1
том как	3	1
одной общей	1	1
он говорит	3	1
в совершенно	1	4
точка зрения	2	4
и из	3	1
психологической точки	1	4
вовсе и	1	1
почти все	2	2
и таким	1	2
оказывается что	2	5
одна из	4	4
для другой	1	1
художественному произведению	1	1
же как	3	4
мы испытываем	1	1
действующих лиц	1	1
так с	1	1
очень много	1	1
совершенно в	2	1
из этих	2	6
этого слова	3	4
не хотел	2	1
все это	13	8
слов которое	1	1
к помощи	1	1
и какие	1	1
и есть	4	5
едва ли	2	1
в сознании	1	2
их в	3	2
самом деле	12	9
всей этой	2	1
и описанием	1	1
и когда	2	3
могли бы	2	1
мысли и	1	2
если в	1	1
а может	1	1
и воображения	1	1
звуков а	1	1
о нем	4	1
искусства эта	1	1
не так	1	1
полагают что	1	1
что может	3	1
заключается в	5	7
концов приводит	1	1
в стихе	1	2
не трудно	1	1
только на	1	3
за этим	3	1
что оно	3	3
например в	3	3
художественной формой	1	1
то же	9	5
можно с	1	1
так то	1	1
мыслью а	1	1
при помощи	4	20
том или	1	1
могло бы	3	4
оно может	1	1
и дальше	1	2
человека не	1	3
связана с	1	1
бы сказать	2	1
не будет	4	3
части и	2	1
совершенно не	4	5
нам и	1	1
этом смысле	1	2
и самым	1	2
не весь	1	1
признается что	1	1
значение и	1	1
оказывается совершенно	1	1
формы и	1	5
чрезвычайно полезно	1	1
в какой	5	5
точно мы	1	1
и зритель	3	1
и если	9	4
техники как	1	1
характер и	1	1
лица все	1	1
критики и	2	2
должен вовсе	1	1
или не	1	2
человека и	1	2
каждого из	1	3
действия в	1	1
только что	15	2
в такой	2	2
в обратном	2	1
и их	1	2
столь же	2	4
мы видим	6	5
новое и	1	1
событий действий	1	1
ее от	1	3
мы очень	1	1
утверждает что	4	2
но мы	2	3
вопрос о	2	3
и мы	15	1
как говорят	1	1
и еще	1	1
в которой	4	4
одной и	2	4
личности и	1	1
к нему	1	2
этими словами	2	2
что мне	1	1
основана на	2	1
можно сказать	2	1
этому вопросу	1	1
точку зрения	1	3
пытаются понять	1	1
ничего не	2	2
же самые	2	1
что ни	2	1
ее на	2	1
что он	20	7
концов только	1	1
легко показать	3	2
одном из	1	2
которого она	1	1
замечательно то	1	1
что они	6	2
сцепление слов	1	1
должен быть	1	1
на эту	1	1
к этой	3	2
в нем	7	2
которых мы	1	1
во всех	2	1
верно говорит	1	1
с совершенно	4	2
никакой возможности	3	1
гораздо больше	1	1
по поводу	4	2
при совершенно	1	1
что и	3	13
в согласии	1	1
один из	2	4
в действительности	2	1
так просто	1	1
в обществе	1	3
ясно что	5	19
с точки	4	2
в это	2	1
но только	1	3
же и	1	1
уже из	1	1
есть все	1	1
но так	1	1
к другим	1	2
этом романе	1	1
звуков в	1	1
составлено не	1	1
бы такой	1	1
точном смысле	2	1
не до	1	1
художественного произведения	1	17
в сущности	6	10
хотя бы	2	1
наши чувства	1	1
никак нельзя	2	2
когда говорит	1	3
и здесь	3	2
одну и	1	1
которое в	1	1
что автор	4	1
показать что	7	8
понятия и	1	1
что основная	1	2
нужно и	2	1
самого начала	5	1
на картину	1	1
для всякого	1	1
три элемента	1	1
другим и	1	1
или в	1	1
и чистое	1	1
но в	2	3
это мы	1	2
она написана	1	1
могла бы	4	1
говорит шкловский	1	1
с равным	1	1
и перестраивает	1	1
сих пор	3	3
со всем	1	1
мысли об	1	1
истории литературы	1	1
конце концов	3	3
как мало	1	1
при этом	2	19
того что	4	10
в нашей	2	1
русский язык	1	1
начинает с	2	2
том что	22	16
что художник	1	1
художественной формы	4	5
такая же	1	1
но что	1	2
в ней	6	1
у него	6	4
что иное	1	1
этому что	1	1
именно это	1	1
в нее	2	1
она и	1	1
в этих	1	4
который возникает	1	1
на тему	2	1
целом ряде	1	2
и чтобы	2	1
сама по	3	2
тому чтобы	3	3
но вся	2	1
эстетическую реакцию	1	1
в котором	2	4
для нашей	2	1
ни одной	3	1
для него	1	1
его формой	1	1
того же	1	2
чувства и	1	2
как к	1	2
зрения на	1	2
как ее	1	1
пониманию и	1	1
свою очередь	1	1
совсем не	1	3
в искусстве	2	4
поскольку он	1	1
видим что	2	2
был бы	3	5
не мыслью	1	2
других авторов	1	1
и сцепление	1	1
но все	2	1
мы увидим	2	4
а также	1	1
имел в	1	1
что это	13	6
со всей	2	1
говорит о	4	2
и это	5	3
с на	1	4
ним в	2	1
с выводами	1	1
и другие	1	4
же самым	1	1
меньше всего	2	1
по самой	1	2
в евгении	1	2
друг к	1	1
его звуков	1	2
во все	3	1
с однако	1	1
в связи	1	2
с но	3	1
идеи с	1	1
кажется как	1	1
почти всегда	2	3
