2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
эпопее трагедии	1	1
им не	1	1
а напротив	1	1
его в	2	3
они здесь	1	1
в область	1	1
все позволено	2	1
глубины души	1	2
слов о	3	1
так например	2	1
себе не	1	1
связь с	2	2
моменты этого	1	1
если нет	1	2
идеи в	2	5
в жанре	1	2
менее всего	2	1
за него	2	1
и над	1	1
европейской художественной	1	2
слова и	3	1
мысли о	2	1
даже в	1	6
не хочу	1	2
человека нет	1	1
жанровой традиции	7	1
мы имеем	1	2
и к	5	2
значение имеют	1	1
основные жанровые	1	2
но здесь	2	1
для раскольникова	1	1
в единство	1	3
своего отца	1	1
независимо от	1	1
в развитии	3	2
кроме того	3	1
платона и	1	1
даже когда	1	1
впервые появляется	1	1
от автора	1	4
сюжета который	1	1
так и	6	3
связан с	1	2
и карнавального	2	1
дело идет	1	6
вся область	1	1
вовлекается в	1	1
широкое значение	1	1
эти жанры	1	2
и у	7	2
за пределы	1	5
идея в	1	4
конечно в	2	2
предисловии к	1	1
есть нечто	1	1
последнее слово	1	1
до нас	2	1
композиционно выраженных	1	2
то что	9	5
тем самым	1	2
не как	1	6
что тут	1	1
в более	4	1
появляется и	1	1
и от	3	3
художественное открытие	1	1
как для	1	1
герои романа	1	1
всей их	1	1
его как	1	1
достоевский постоянно	1	1
отлично понимает	1	1
условия для	1	1
наряду с	5	1
в особенности	2	2
и смешного	1	1
можно выразить	1	1
напомним что	1	1
потому может	1	1
подход к	1	2
направления и	1	1
от всякого	1	1
все его	2	3
можно найти	1	2
в чисто	2	2
тому же	2	1
нам по	2	1
исторической поэтики	2	2
степана трофимовича	1	1
несмотря на	2	1
той же	5	1
характерное для	2	1
от себя	1	1
для правильного	2	2
вовлекает в	1	1
прозы в	1	1
это уже	1	1
и главное	1	1
связи с	1	1
о диалогической	1	2
типа в	3	1
и той	2	3
что в	2	6
нет надобности	1	1
это особое	1	1
ивана карамазова	4	4
диалог это	1	1
протяжении всего	1	2
друг от	1	2
в начале	2	2
и они	2	1
диалогической природы	1	4
в своей	3	6
уже и	1	1
но если	1	1
полемики с	2	1
все в	1	1
и правд	1	1
мироощущения здесь	1	1
карамазова и	1	1
в основе	5	2
помнит свое	1	1
с его	2	8
как только	1	1
что дело	1	1
что она	1	4
в той	2	3
внешней наглядностью	1	1
очень часто	1	1
о чем	1	1
над которым	1	1
зависимости от	2	3
карнавализации литературы	3	1
и что	1	2
что если	1	3
всего этого	1	3
этом мы	1	1
и все	10	1
или менее	3	1
к достоевскому	1	3
особенно у	1	1
сюжета и	1	1
в глубины	1	1
человеческой жизни	3	2
они все	1	1
уж не	1	1
что на	1	1
в жизнь	1	1
жизни и	9	15
характерны для	4	1
себя и	2	2
к человеку	2	1
и притом	1	1
из которых	1	2
как можно	1	1
мысли как	1	1
в них	2	4
это внутренне	1	1
это положение	1	1
или нет	1	1
достоевского а	1	1
место в	2	1
для понимания	2	2
но тем	1	1
что все	1	3
и так	3	1
образов идей	1	7
и ни	1	1
раскрыться и	1	2
сохраняется и	1	1
не может	2	24
могут быть	4	4
глубокой и	1	1
более широкое	1	1
или косвенно	1	1
там где	1	6
сказать что	10	5
позиция по	1	1
мы видели	2	3
ко всем	2	2
то есть	48	50
прозаической и	1	1
но тут	1	1
души человеческой	1	2
вместе с	2	1
сознания и	1	6
братьев карамазовых	1	1
и одновременно	4	2
в братьях	2	2
в том	14	8
представлений о	1	1
из своей	1	1
правильнее понять	1	1
к героям	1	1
раз подчеркнуть	1	2
в его	8	22
все равно	4	1
на почве	1	4
и т.п	31	6
происходит не	1	1
это просто	1	1
даже прямо	1	1
стихотворной речи	1	1
этот образ	1	1
форме но	1	1
смешение прозаической	1	1
очень существенное	1	1
произведений достоевского	2	3
самой своей	1	1
всего творчества	2	1
о том	2	3
меня не	1	1
живет в	2	1
отношение к	6	8
жанры как	1	1
на некоторых	2	1
единство и	1	1
в самой	1	3
к самому	4	1
во всей	4	1
да и	2	1
с помощью	1	1
большинстве случаев	4	2
должны быть	1	1
мы и	2	3
сократическом диалоге	6	1
художественной прозы	4	4
речей и	1	1
в некоторых	4	2
и острой	1	1
в литературном	1	1
именно этот	1	1
как мы	5	8
а потому	1	2
т.п все	1	1
не все	1	1
свидригайлова и	1	2
истина по	1	1
относится к	1	2
может быть	12	18
ивана федоровича	1	1
бы из	1	1
и его	10	8
в одной	2	5
новое отношение	1	2
правда в	2	2
произведения и	1	1
школ и	1	1
философских школ	1	1
в сфере	1	2
уже говорили	2	2
как его	1	2
сознании и	1	2
атмосферы в	1	1
вовсе не	3	7
развиваться и	1	1
они могут	1	3
равных правах	2	3
раскрывает в	1	1
и строго	1	1
произведениях достоевского	3	4
для всей	1	1
земле и	2	1
себя самого	3	1
есть не	1	1
положений в	1	1
к ним	1	3
человека а	1	1
в бесах	2	1
про себя	1	3
другими образами	1	1
возрождается и	2	1
я не	4	6
здесь нет	1	2
только один	1	1
области серьезно-смехового	2	5
федора павловича	1	1
в особом	1	2
чисто осведомительного	1	1
достоевского мы	4	1
здесь не	4	2
друг в	1	3
о себе	2	3
каждый из	1	1
и вступает	1	1
той или	1	3
ее нельзя	1	1
писателя в	1	1
идея о	1	1
а о	1	3
мениппова сатира	5	1
будем называть	1	1
самой жизни	2	1
можем сказать	1	2
отличие от	1	1
нем нет	3	1
сравнению с	4	2
достаточно чтобы	1	1
и прежде	6	2
жанрам эпопее	1	1
тот же	2	2
достоевского и	6	2
на пороге	10	4
вовсе еще	1	1
зоне фамильярного	1	1
и действительно	1	2
для них	1	3
его характера	2	1
и других	9	3
это конечно	2	1
и самое	1	2
всю эту	1	1
сущности почти	1	1
как он	2	4
контакта с	1	3
уже на	2	2
и оценить	2	2
достоевского как	1	5
есть с	2	2
их здесь	1	2
последних жизненных	1	1
именно как	1	1
в таком	2	3
повторяем достоевский	1	1
и ксенофонта	1	1
и истины	1	1
в каждой	1	1
к самой	1	1
и даже	2	3
к слову	1	1
не было	4	2
но ведь	1	3
о жизни	1	1
xix веке	1	2
еще раз	5	3
идеи которая	1	1
почти вовсе	4	3
например у	3	1
других идей	1	1
смерть в	1	1
он умел	2	1
в своих	2	4
только в	4	9
в смысле	2	2
в произведениях	1	3
о тех	1	1
с ними	1	4
другой стороны	1	1
так сказать	5	7
в этой	1	1
достоевского с	3	1
братья карамазовы	1	2
на равных	2	2
отношению к	1	8
по последним	1	1
и никогда	1	1
еще вернемся	3	1
все то	3	2
которые он	1	1
героев достоевского	2	4
ибо не	1	1
самим собою	4	1
к этому	4	4
романа в	1	5
подчеркиваем что	1	2
и какое	1	1
бессмертия души	3	1
литературы и	2	1
карнавального фольклора	2	1
мир в	1	2
ведущих героев	2	4
они и	2	2
