3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
мы имеем и	2	1
не только в	1	4
в этом мифе	1	1
видели выше таким	1	1
можно было бы	1	3
в лес к	1	2
русской сказке в	1	1
где-то в другом	1	1
то же можно	1	1
здесь можно было	1	2
в сказке мы	1	1
пляскам и песням	1	1
уже видели выше	2	1
друг с другом	1	1
на то что	1	2
мы видим в	1	1
о том что	2	2
еще не все	3	1
что иное как	3	2
в этом случае	5	5
вместе с тем	1	5
в сказке она	4	1
на одной и	1	1
то же имеем	2	1
на самом деле	1	2
это так то	1	1
образом мы видим	1	1
яги и ее	1	1
говорят о том	1	1
не только не	2	1
это и есть	1	1
и вместе с	1	2
имеем и в	3	1
друг от друга	1	1
книге мертвых можно	1	1
спросим себя где	1	1
в запретном чулане	2	3
пока они не	1	1
в сказке в	1	1
с ягой но	1	1
связан с мотивом	1	3
в лесу на	1	2
мы видели что	3	1
здесь можно бы	1	1
тех случаях когда	1	1
мы имеем в	2	5
как мы увидим	1	1
церемонии состояла в	1	1
составить предмет особого	1	1
если это наблюдение	1	1
в доме разбойников	2	1
о связи с	2	1
попадает в дом	4	1
мы здесь не	1	1
но и в	1	2
это далеко не	1	1
на своем пути	1	1
а именно на	1	1
подробнее мы это	1	1
одной и той	1	1
в лесном доме	3	1
нам важно установить	2	1
ему и говорит	1	1
и т д.<неи	1	1
мать и хозяйка	1	1
через некоторое время	2	1
и в сказке	1	2
своего коня аф	1	1
см ниже гл	1	1
после некоторых приключений	1	1
не что иное	3	2
такой же случай	1	1
и здесь мы	2	1
но и яга	1	1
в том что	5	5
попадает в учение	1	1
в книге мертвых	1	1
типа синяя борода	1	1
в лесу это	1	1
сказках типа синяя	1	1
по английской терминологии	1	1
в вятской сказке	4	4
попадают в дом	2	1
в земле и	1	1
роль в жизни	1	1
не совсем удачно	1	2
он находится в	1	1
в северной сказке	2	2
во всем мире	1	1
образом яги и	1	1
мы это увидим	1	1
предмет особого исследования	1	1
сына в ученье	2	1
в иное царство	1	4
того что им	1	1
уже знаем что	1	2
в лес и	2	4
тем не менее	5	1
в русской сказке	2	5
но вместе с	1	1
на столе и	1	1
и прежде всего	1	1
так же как	1	4
в связи с	3	4
есть случаи когда	2	1
главная часть церемонии	1	1
дело происходит иначе	1	1
случаи когда герой	1	1
изрубил его на	1	1
мы увидим ниже	2	4
мы здесь стоим	1	1
во время обряда	1	1
этого мотива с	1	1
по отношению к	2	3
уже потому что	1	1
с другой стороны	7	2
в лесу или	2	1
герой отправляется в	1	1
с этим в	1	1
достаточно указать что	1	1
в лесную избушку	1	1
часть церемонии состояла	1	1
в предыдущую ночь	1	1
