4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_4gram
заключается в том что	4	6
в том виде как	1	2
одного и того же	3	4
ступень в развитии понятий	1	1
в том что в	2	1
с этой точки зрения	4	2
в том числе и	1	1
то время как в	1	1
в применении к проблеме	1	1
есть не что иное	1	1
совершенно так же как	1	1
мы могли бы сказать	2	3
в то время как	4	4
состоит в том что	3	3
только в том что	1	2
все более и более	1	1
том виде как его	1	1
в самых общих чертах	1	1
понятий так как она	1	1
еще в высшей степени	1	1
приводит нас к выводу	1	1
мы видим таким образом	1	1
говорит нам о том	1	1
не говорит нам о	1	1
видим таким образом что	1	1
не что иное как	1	1
до того как он	1	1
все основные интеллектуальные функции	1	1
в своем развитии не	1	1
в собственном смысле слова	1	2
представление о том что	1	1
среднее место между двумя	1	1
на данной ступени развития	1	2
по своей психологической природе	2	2
одной и той же	1	2
как мы видели занимает	1	1
так же как и	1	4
задолго до того как	1	1
нас к выводу что	1	1
в этом и заключается	1	2
является то что они	1	1
между одним и другим	1	1
с помощью этого метода	1	1
в том чтобы понять	1	1
переход к высшему типу	1	1
и вместе с тем	1	2
в том что начальные	1	1
мы уже говорили выше	1	1
по своему строению и	1	1
и влечет за собой	1	1
вперед по сравнению с	2	1
вместе с тем мы	1	1
мышления а с другой	1	1
к одному и тому	2	1
особенность состоит в том	1	1
понятий для того чтобы	1	1
связаны между собой и	1	1
заключается в том чтобы	1	1
одному и тому же	2	1
того что мы знаем	1	1
могли бы сказать что	1	3
