2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_2gram
и сами	2	1
поэтической конструкции	7	22
все же	6	8
отлично от	1	1
его в	7	3
вытекает из	2	1
является по	1	1
именно на	2	3
все дело	1	3
от всех	4	2
оставаясь в	1	1
от действительности	1	1
не следует	3	4
что тристрам	1	1
внеположной сознанию	3	1
всею полнотою	1	1
пришли к	3	1
от единства	1	1
формалисты не	2	4
есть литература	1	1
в собственном	1	1
выражение в	1	1
всего определяется	1	1
в значительной	1	3
не от	2	1
менее всего	4	3
слова и	4	7
даже в	2	2
литературного факта	2	1
существенно и	1	1
а от	1	1
мы имеем	1	1
к другому	2	2
виду что	2	1
самое понятие	3	2
от этих	2	2
готового материала	1	1
независимо от	5	4
как о	2	4
в развитии	1	2
является и	2	1
таком случае	1	1
кроме того	1	2
именно для	2	1
всякой методологической	1	1
иметь место	1	1
рассказываемого события	1	1
помощью каких	1	1
остается рассмотреть	1	1
художественную конструкцию	1	3
мотивировку для	2	1
исполнения и	3	1
конструкции в	2	1
так и	21	8
предмета а	1	1
и т	11	14
не является	5	3
дело идет	3	4
при таком	1	1
от субъективного	2	1
конструктивные функции	1	2
конечно при	1	1
для формалистов	3	5
период развития	1	3
за пределы	2	1
один и	1	1
в последнем	2	1
них символ	1	1
с читателем	1	1
тем самым	1	2
формалисты в	1	2
то что	8	6
самой поэтической	1	1
не как	2	4
в каком	2	1
всякое высказывание	3	2
с эстрадой	1	1
и от	11	2
не останется	2	2
им в	1	1
элементы художественной	1	2
замыкается в	1	1
из того	1	1
основы их	1	1
этого становления	2	1
от жизненно-практического	1	2
возникает вопрос	1	1
маленьким художественным	1	1
отвлечься от	1	3
в эти	1	1
должна быть	3	5
бы то	4	1
идет не	2	1
творчества и	3	1
в чисто	2	1
в высшей	2	4
произведения а	1	3
общения произведение	1	1
той же	3	1
является только	1	1
лишь для	5	4
если бы	12	5
та же	1	2
к которому	2	1
связи с	5	13
может иметь	2	1
из грамматических	1	1
его значением	1	1
ни в	8	2
е его	1	1
остается подвести	1	2
сделать вывод	1	1
это построение	1	1
к одному	1	1
что в	8	7
как не	2	1
теории формализма	1	1
формалисты и	5	3
совершенно очевидно	1	1
в руках	1	1
как мотивировка	4	1
но отсюда	1	2
все без	3	2
он является	2	1
же является	2	2
в своей	6	7
к сожалению	1	2
как раз	8	6
одного к	1	1
но если	2	1
все в	1	1
на первый	1	2
наивным образом	1	1
в основе	3	5
и отбора	1	1
с его	2	11
произведения является	2	1
этой игры	1	1
формалистов к	1	2
под эту	1	1
этом случае	1	1
элемент художественной	2	1
все более	1	2
в той	3	2
о чем	1	1
себе в	1	1
зависимости от	5	3
приема в	2	2
всего этого	1	5
взяли мы	1	1
дело а	1	1
еще одну	1	2
формалистической истории	1	1
не происходит	1	2
и все	8	3
лишь поскольку	1	1
на что-то	1	1
конструкции поэтического	1	1
и речи	2	5
художественная конструкция	1	2
нам кажется	2	1
равнодушного к	1	1
развития литературы	5	1
общения между	1	1
