4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_4gram
но тем не менее	1	1
в творчестве достоевского в	1	1
в записках из подполья	1	1
и в то же	2	2
нас прежде всего поражает	1	1
не чем иным как	1	1
отношение к себе самому	1	3
как мы уже говорили	2	2
все более и более	1	1
ипполита мое необходимое объяснение	1	1
и на протяжении всего	1	1
в этом отношении очень	1	1
к себе самому и	4	1
этом смысле можно сказать	1	1
для всех героев достоевского	1	1
до сих пор еще	1	2
с самим собою в	1	1
к себе самому к	1	1
или во всяком случае	1	1
в этом смысле можно	1	1
в той или иной	4	1
всех знает что он	1	1
достоевского особенно в его	1	1
смысле можно сказать что	1	1
произведений записки из подполья	1	1
большей или меньшей степени	1	2
мы остановимся только на	1	1
в то же время	10	5
бы он ни был	1	1
во всей своей полноте	1	1
мы можем сказать что	2	1
исповедь ипполита мое необходимое	1	1
той или иной форме	2	1
в большей или меньшей	1	2
то же время как	1	1
лучше всех знает что	1	1
с самим собою и	1	1
но в то же	4	1
ивана карамазова с чертом	1	2
