3gram	Ircho_Komedia_partition_part3_wordlist_3gram	Ircho_Komedia_partition_part1_wordlist_3gram
к этому времени	1	1
но при этом	1	1
же самое касается	1	2
то ни было	2	2
ответа на вопрос	1	1
или вовсе не	1	1
когда бы то	2	1
сделать вывод что	1	1
во всяком случае	2	3
но и все	1	1
в v в	1	1
для того чтобы	1	6
к одному и	1	1
о том что	3	4
этой точки зрения	1	1
на то что	2	1
можно сделать вывод	1	1
из чего следует	1	1
вместе с тем	1	3
в обоих случаях	1	1
в том числе	1	1
из них не	1	1
друг от друга	1	1
в первую очередь	2	1
более или менее	1	1
на себя внимание	1	1
мы встречаем в	1	1
не говоря уже	2	1
марафоне и саламине	1	1
в своих комедиях	1	1
на то чтобы	1	1
и его современники	1	1
в отношении к	1	1
при всем том	1	2
самым ярким примером	1	1
к одной из	1	1
к тому что	1	1
в зависимости от	1	1
с известной долей	1	1
в этой комедии	4	1
под открытым небом	1	1
встречаем в комедии	1	1
из того же	1	2
в том что	9	9
в то время	5	2
одной из сторон	1	1
в до н	1	1
сцена с участием	1	1
ни малейшего намека	1	1
то же время	4	4
комедии и ее	1	1
хотя и не	1	2
не выражал ни	1	1
и т п	5	3
к этому же	1	1
малейшего намека на	1	1
и к тому	1	1
тому же не	1	1
тем не менее	1	3
видно только что	1	1
в соответствии с	1	1
выражал ни малейшего	1	1
именно потому что	2	2
в том же	1	1
бы то ни	2	2
с другой стороны	5	2
по отношению к	3	3
т е из	1	1
середины х годов	1	1
в отличие от	1	1
на мой взгляд	1	1
и чаще всего	1	1
один шаг до	1	1
одному и тому	1	1
что у него	1	1
не последнее место	1	1
добавим к этому	1	1
с одной стороны	3	3
в ответ на	1	1
в то же	4	4
в этом отношении	3	2
т е в	2	2
к тому же	5	4
и тому же	1	1
как раз эта	1	1
с самого начала	1	4
все остальные в	1	1
на этот раз	1	2
не уступающую по	1	1
до сих пор	2	9
едва ли не	3	1
так или иначе	1	2
комедии в ней	1	1
так как он	1	1
iii в н	1	1
речь идет о	3	3
говоря уже о	2	1
начала х годов	1	1
начала iv в	1	1
после того как	3	1
что к нему	1	1
в афинах в	2	2
в силу этого	1	1
независимо от того	1	1
что он не	1	2
из двух фрагментов	1	1
ставит нас перед	1	1
при марафоне и	1	1
в н э	1	1
мы можем судить	2	1
между еврипидом и	1	1
по своему происхождению	1	1
не в состоянии	2	1
в конце концов	4	2
то же самое	2	3
то время как	4	2
в афинах после	1	1
был изображен в	2	1
ни одной из	1	1
подобно тому как	1	1
в самом начале	1	1
обращает на себя	1	1
фр добавим к	1	1
обстоит дело с	1	2
с этой точки	1	1
чем когда бы	2	1
не по годам	1	1
дошедших до нас	3	2
чуть ли не	1	1
в афинах последней	1	1
состоит в том	1	2
и т д	4	1
но едва ли	1	1
в течение всей	1	1
его т е	1	1
до н э	2	1
же ничего не	1	1
этой же комедии	1	1
чего следует что	1	1
