2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram
свою силу	2	1
и сами	2	1
развития понятий	13	1
т.е от	1	2
применительно к	1	1
все же	5	6
одних и	1	1
развития эта	1	1
его в	6	2
в развитом	1	1
речи и	1	30
распространяется на	1	1
как правило	1	1
мышление в	4	1
из основных	4	2
понятие и	2	1
скорее правилом	1	1
теоретической и	1	1
ко всей	2	1
каждой отдельной	1	3
по нашему	2	1
двух сторон	2	1
в одну	1	2
мышления на	2	1
пиаже не	2	1
так например	1	1
в собственном	7	3
зрения нашей	1	1
подобно тому	2	1
возникают и	3	1
чем иным	1	2
в точности	1	1
и целиком	1	1
что развитие	6	1
ребенка извне	1	1
развитием в	1	1
в состоянии	1	1
должны предположить	1	1
слова и	5	10
связывая его	1	1
связанных между	1	2
необходимо выяснить	2	1
даже в	2	2
готово когда	1	2
для другого	1	1
мы имеем	2	1
и к	5	7
программного материала	1	1
у одного	2	1
все внутренние	1	1
в наших	2	4
тех и	4	1
привел к	1	1
в данной	2	1
значений в	1	3
в развитии	25	10
своем значении	1	2
есть такой	1	1
сущности этот	1	1
всегда готово	1	2
различной ситуации	1	1
эти опыты	1	1
это понятие	1	1
мышлением и	4	2
что при	2	2
нашей гипотезы	1	3
иначе как	2	6
которым нас	1	1
самой себе	1	1
невозможны никакие	1	1
выражается в	2	2
и генетического	2	1
нашего исследования	4	5
его самых	1	1
с более	2	1
так и	5	3
в другой	2	1
ключом к	4	2
не является	5	3
друга как	1	1
находит свое	2	3
к еще	1	1
в известном	2	2
тем самым	7	8
то что	15	24
но как	2	1
не как	1	1
действительности и	1	1
этой мысли	1	1
в каком	2	1
ситуации и	1	2
и от	3	4
как слово	1	2
что исследование	1	2
как для	1	2
никак не	2	5
его как	1	1
имеет в	1	3
наряду с	3	2
напомним что	2	1
переходе от	2	3
для развития	2	1
в одном	1	1
в свою	2	2
тот факт	1	1
иное как	1	1
и практической	1	1
тому же	6	1
возможным только	2	1
или на	1	1
мы обратимся	5	1
в высшей	2	1
друга в	1	1
переходя от	2	3
той же	6	8
мышления и	14	9
значение этого	1	1
слова таким	1	1
других но	1	1
не иначе	1	2
к которому	3	1
та же	1	1
или понятие	2	1
в обоих	3	1
связи с	3	4
мы найдем	2	1
его значением	1	2
что перед	1	1
ни в	3	2
же точно	1	3
из двух	1	3
и которые	2	2
вещь может	1	1
между собой	5	6
то время	1	2
и той	4	2
что в	19	12
психологической природы	1	5
мы поэтому	1	1
нас в	3	2
для объяснения	2	2
сложный процесс	1	1
друг от	1	2
в начале	2	5
а как	1	1
пиаже в	1	3
выражения в	1	2
в своей	7	3
как раз	1	3
развития с	3	1
социализации мысли	1	1
но если	1	2
которые являются	1	1
слов развиваются	3	1
научных понятий	28	2
друг с	7	2
развитие его	2	1
образом это	1	1
в основе	17	3
другой раз	1	1
стороны как	1	1
со словом	2	1
что понятие	4	1
совершенно иначе	1	1
этих двух	1	2
как только	2	1
мы пытались	2	8
для психологии	1	2
этом случае	3	14
и больше	1	2
что она	1	8
все более	2	1
между мышлением	1	3
указывая на	2	1
в той	2	4
о чем	1	4
когда готово	1	2
зависимости от	2	1
и что	8	6
что если	2	2
изучение тех	1	1
не путем	1	1
указание что	1	1
эти три	1	2
переходит от	1	2
в период	1	2
найденные нами	2	1
мы говорим	1	2
развития выступает	1	1
ребенок не	2	1
на этот	3	1
целом и	2	1
отнесенности и	2	2
и речи	2	19
которое мы	2	2
бы мы	1	1
процесса как	1	2
слова так	1	1
слова он	2	2
что на	2	2
интеллектуальные функции	1	1
показать в	1	1
раз навсегда	1	1
меньшей мере	1	1
понятий этот	1	1
развитии мышления	1	2
мы ожидаем	1	2
после того	1	1
имеет свои	1	1
по известному	4	1
наших исследований	1	2
сейчас же	2	1
из которых	1	2
это положение	5	3
что эта	3	6
только начинается	1	1
речи приводит	1	1
из общей	1	1
значение может	1	1
только не	5	11
предполагает наличие	1	1
место в	2	1
проявляются в	2	2
эти психологи	1	1
и весь	1	2
может стать	2	1
самый характер	1	1
не есть	2	4
на деле	3	2
выше эта	1	1
понятия не	7	1
в основу	2	1
что все	3	2
человека мы	2	1
понятно что	2	1
не может	6	11
могут быть	7	2
ребенка идет	1	1
которого мы	1	2
о связи	1	1
если не	2	1
с психологической	2	1
со значением	1	1
связано с	1	1
между отдельными	3	1
предметную отнесенность	3	1
функции в	1	1
мы видели	6	3
отнюдь не	3	1
действительности в	2	2
к пониманию	3	3
в значении	2	1
сказать что	6	8
вместе с	8	12
свое выражение	1	8
мысли от	1	2
в том	42	18
