4gram	Vygotskiy_Psychologia_partition_part4_wordlist_4gram	Vygotskiy_Psychologia_partition_part5_wordlist_4gram
заключается в том что	4	2
в этой точке сходятся	1	1
том что он не	1	1
было бы показать что	1	1
для того чтобы он	1	1
с этой точки зрения	1	1
и что в этом	1	1
этой точке сходятся два	1	1
и в сущности говоря	1	1
планах с одной стороны	2	1
самом деле если мы	1	1
и что в нем	1	1
в то время как	1	2
в противоположные стороны и	1	1
стоят друг к другу	1	1
что в нем нет	1	2
для того чтобы увидеть	1	1
в конце концов только	1	1
в каком отношении эти	1	1
и в свою очередь	1	1
но совершенно ясно что	1	1
в самом деле если	2	1
согласны в том что	1	1
что в этой точке	1	1
что оно может быть	1	1
другой стороны он видит	1	1
что ни одна из	1	1
вступить в противоречие с	1	1
до сих пор в	1	1
так же точно как	2	1
с психологической точки зрения	1	1
не что иное как	2	1
можно было бы показать	1	1
будем иметь случай показать	1	1
сводится к тому что	2	2
для того чтобы сделать	1	1
совершенно невозможно потому что	1	1
указывали на то что	1	1
ошибемся если скажем что	1	1
короля сейчас же после	1	2
во всем европейском мире	1	1
стоит только обратиться к	1	2
одной и той же	2	2
он утверждает что у	1	1
совершенно ясно что в	2	1
привело к тому что	1	1
о том что она	1	1
мы совершенно не можем	1	1
к тому что он	1	1
автор не только не	1	2
так же как и	1	1
и мы сейчас увидим	1	1
и в самом деле	1	2
с другой стороны он	1	1
до тех пор пока	2	2
в том или ином	1	1
а с другой стороны	2	1
дело в том что	1	1
что все то что	1	1
в каком-то совсем другом	1	1
убить короля сейчас же	1	1
и что самое важное	1	1
о том в каком	1	1
одной стороны он видит	1	1
заключается в том чтобы	1	1
того чтобы увидеть что	1	1
в том что он	1	1
с одной стороны он	1	1
нет ни одной черты	1	1
исключительно для того чтобы	1	1
и мы никогда не	1	1
делает не то что	1	1
по отношению к шекспиру	1	1
