2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram
своими словами	1	1
все же	8	5
его в	3	2
в область	1	2
все дело	1	2
от всех	1	3
к тем	3	1
это совершенно	1	1
чувство с	2	1
оказывается и	1	1
не следует	1	1
нас совершенно	3	1
в одну	1	1
том и	2	2
для меня	1	1
в собственном	1	3
подобно тому	1	5
не обнаруживается	1	1
других видов	1	3
даже в	1	2
так точно	2	3
на основании	1	7
зависимость от	1	2
это утверждение	1	1
оказывает свое	1	1
и к	3	3
мы имеем	1	4
что почти	1	1
на два	1	2
им с	1	2
есть необходимое	1	1
правильно указывает	1	1
с он	1	1
независимо от	1	2
как о	1	1
с такими	1	1
того и	1	1
школьные учебники	1	1
прямо говорит	1	1
что при	1	3
есть особая	1	1
иначе как	2	2
совершенно ложно	1	1
за те	1	1
то мы	1	1
нашего исследования	1	3
образом совершенно	1	1
что если	4	1
так и	1	3
в другой	1	2
дело идет	1	1
и т	14	26
не является	1	5
как нельзя	1	4
при таком	2	1
является именно	1	1
склонны утверждать	1	1
когда мы	2	3
деле этот	1	1
и у	1	4
еще и	2	1
той которая	1	1
один и	1	1
конечно в	3	1
вероятно не	1	1
к рассмотрению	1	1
в известном	1	2
тем самым	1	2
самому существу	1	3
то что	35	32
но как	2	2
всегда в	1	1
океан и	1	1
никак не	7	4
могут служить	1	3
она пользуется	1	1
имеет в	1	2
даже у	2	1
должна быть	5	3
согласии с	1	2
они продолжают	1	1
в одном	8	2
в свою	4	1
идет не	1	1
тому же	1	3
подходят к	1	1
несмотря на	5	5
той же	2	3
от себя	1	4
не иначе	2	1
та же	3	3
иначе говоря	5	5
мы найдем	2	2
если бы	14	6
самые чувства	1	1
и такие	1	1
же точно	2	3
ни в	3	9
из двух	3	1
они будут	1	1
этом совершенно	1	1
и той	2	3
между собой	2	1
то время	2	5
как не	1	1
совершенно очевидно	1	3
место как	1	1
что в	20	23
говоря это	1	1
нас в	1	2
принадлежат к	1	2
однако в	1	1
но совершенно	1	2
за ним	1	1
хотя он	1	1
в своей	5	3
как раз	8	2
но если	4	1
сказал бы	1	1
же самая	2	2
в основе	3	2
напротив того	6	2
очень легко	4	2
с его	1	1
значения этого	1	1
совершенно иначе	2	1
совершенно и	1	1
этих двух	1	2
как только	3	1
из ее	1	1
и больше	2	1
бы если	1	1
что она	16	6
в той	5	1
не имеем	1	1
очень часто	2	4
о чем	1	2
анализируя басню	1	1
смысл в	1	1
необходимый для	1	1
зависимости от	1	6
басни от	1	1
нашей психологической	1	1
и что	18	8
вся сила	1	1
еще дальше	1	1
в применении	1	2
и все	10	5
ни от	1	1
мы говорим	1	1
или менее	1	2
сама собой	2	1
которое мы	3	1
и отношений	1	1
и заключается	1	1
бы мы	1	2
что на	1	3
реакция на	1	1
и о	3	4
жизни и	1	3
ясна и	1	1
себя и	1	2
мы привносим	1	1
из которых	4	3
что эта	4	3
в них	3	2
только не	1	3
породил в	1	1
мы хотим	3	1
для понимания	1	1
на деле	4	3
вынужден был	1	1
не есть	1	3
мере не	1	1
те же	1	4
мы захотели	1	1
не то	4	2
действия и	2	2
и так	1	4
этому поводу	1	2
что все	3	3
понятно что	1	1
не может	7	17
этом рассказе	1	1
и неправды	1	1
это имеет	2	2
говорит потебня	1	2
в несколько	1	1
этому надо	1	1
из которого	1	2
там где	6	4
сказать что	4	7
то чего	1	1
мы видели	6	2
то есть	15	26
отнюдь не	2	6
доказательством того	1	1
вместе с	5	8
виде в	1	1
наконец что	1	1
склонен думать	1	1
в головах	1	1
в том	25	30
мы знаем	1	3
ниже по	1	1
заключены в	1	1
места в	2	1
относятся к	1	1
с чисто	1	1
в его	5	6
все равно	1	1
только у	1	1
идет от	1	1
в нас	4	2
вступить в	1	1
как они	1	2
мысль о	1	1
из этой	1	1
бы как	1	1
с конца	1	1
и может	2	2
оно приобретает	1	1
нее с	1	1
о том	6	7
между тем	7	4
оказалось бы	1	1
сделать чрезвычайно	1	1
как прежде	1	2
что самая	1	1
которым они	1	1
отношение к	1	2
своей основе	1	1
противоречие с	2	3
совершенно точно	1	6
с вот	1	1
котором она	1	1
на вопрос	1	2
отказаться от	1	2
в виду	4	4
которых каждая	1	2
на то	16	10
при такой	2	1
в музыке	1	2
слова это	1	1
обратимся к	1	1
можно сделать	1	1
есть только	2	2
и смысл	1	1
имеет совершенно	1	1
утверждал что	1	2
для этой	1	1
из общего	1	1
станет совершенно	1	2
главным образом	3	2
идет речь	1	1
это верно	2	1
этот новый	1	1
как мы	7	2
заключает в	1	1
двух планах	5	1
к которым	5	3
относится к	1	1
дело обстоит	1	1
может быть	19	22
тот самый	1	1
собой бросается	1	1
и его	6	7
на нет	1	1
в одной	2	3
то в	1	1
не можем	4	3
для потебни	1	1
которые применяются	1	1
с таким	1	11
все больше	2	1
