3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram
о которой мы	1	1
силу того что	1	2
все эти особенности	1	1
в том чтобы	3	1
для того чтобы	15	7
других авторов над	1	1
этой точки зрения	1	2
о том что	6	3
на то что	3	3
на первый план	2	2
могли бы сказать	2	3
как и в	1	2
и вместе с	1	2
зависимости от этого	1	2
мышления в целом	2	1
системы лежащих в	1	1
экспрессивной функции и	1	1
развитии детской речи	1	1
возникающей в поведении	1	1
той или иной	1	2
мы видели что	1	3
мы могли бы	5	7
и не является	1	1
в зависимости от	2	5
которые могли бы	1	1
как и все	1	1
сделать на основании	1	1
не является действительно	1	1
ибо именно в	1	1
так же точно	9	3
в том что	15	17
в приложении к	2	1
предшествующим и последующим	1	1
чисто экспрессивной функции	1	1
ступень в развитии	1	6
с таким образом	3	1
так же как	5	6
не станем останавливаться	1	1
могли бы обозначить	1	1
что в мышлении	1	1
функции разряда помимо	1	1
в отличие от	1	6
что было бы	1	1
остановиться еще на	1	1
как известно ребенок	1	1
кроме того что	1	1
до этого возраста	1	1
авторов над внутренней	1	1
в животном мире	1	5
мы видим таким	3	1
наблюдения показали что	1	1
оперирует почти исключительно	2	1
развитии ребенка и	1	1
том числе и	1	1
наблюдения леметра и	1	1
но тем не	1	1
в пользу того	3	2
основной вывод который	1	1
возрасте эти наблюдения	1	1
в собственном смысле	5	6
формы детского мышления	1	1
что мы знаем	1	3
с самого начала	8	6
сравнению с тем	1	1
сама по себе	1	1
сказать что видимо	1	1
с полным основанием	1	1
более и более	2	1
с точки зрения	18	1
речь для себя	2	1
мы не можем	1	1
в этом смысле	1	2
что видимо эгоцентрическая	1	1
развиваются в детском	1	1
и речи в	3	2
все что мы	1	2
что тип внутренней	1	1
мы наблюдаем в	1	1
не станем здесь	1	1
детского мышления это	1	1
развития понятий и	1	1
нас к выводу	1	1
и в отношении	3	2
само по себе	1	2
к образованию понятий	1	4
молодые недостаточно оформившиеся	1	1
эти наблюдения показали	1	1
очень легко становится	1	1
заключается в том	6	7
ту или иную	1	1
основной и центральной	1	1
в развитии мышления	6	6
того что она	1	1
этого слова и	1	1
над внутренней речью	1	1
не мог не	1	1
бы сделать вывод	1	1
возраста в отношении	1	1
не только в	1	1
как мы уже	1	2
с помощью которых	1	7
генетической функциональной и	1	1
тогда когда он	1	1
речь взрослого человека	2	1
является то что	2	4
мышления ребенка в	2	1
что значение слова	1	1
в детском возрасте	9	2
должны сказать что	1	1
в мышлении ребенка	1	4
эгоцентрическая речь ребенка	7	1
скажем только что	2	1
окружающих его взрослых	1	1
развития детского мышления	2	2
тот факт что	1	5
скорее должно быть	1	1
для ребенка в	1	2
которым приводит нас	1	1
же как и	4	4
не может возникнуть	1	1
эгоцентрическая речь помимо	1	1
которой мы говорили	1	1
речь помимо чисто	1	1
между мышлением и	2	1
в свою очередь	3	2
по отношению к	7	2
с другой стороны	9	3
так как если	1	1
мышлением и речью	2	1
речевого мышления в	3	1
связь между отдельными	1	2
лежащих в основе	1	3
что в процессе	1	1
мышления и речи	31	18
и том же	1	1
к вопросу о	1	1
речь и мышление	2	2
в пользу этого	1	2
мышления так же	1	1
школьном возрасте эти	1	1
бы сказать что	2	3
точно так же	1	1
друг к другу	1	1
ничего принципиально нового	1	1
высшей степени лабильным	1	1
объединены между собой	1	1
в известном смысле	2	2
активность очень легко	1	1
в другом месте	6	1
и той же	2	2
в том виде	1	2
является еще в	1	1
быть столь же	1	1
внешней к внутренней	1	1
и речи по	1	1
с его помощью	1	1
том что в	2	1
в развитии детского	2	1
детского мышления не	1	1
по своей природе	2	1
в своих исследованиях	1	1
как если бы	2	1
он приходит к	1	1
по своему составу	1	2
окружающая его социальная	1	1
внутренней речью в	1	1
раннего возраста в	1	1
в свете новых	1	1
мы будем говорить	1	1
самым существенным для	1	1
то что в	1	2
из того что	5	1
эгоцентрической детской речи	2	1
во всяком случае	3	4
что внутренняя речь	1	1
пользу этого говорят	1	1
таким же образом	1	1
друг с другом	4	5
в высшей степени	4	6
и то что	1	2
может возникнуть и	1	1
а вместе с	1	1
детского мышления в	1	1
быть связан с	1	1
с предшествующим и	1	1
так как они	1	1
функциональных и структурных	1	1
мы склонны видеть	1	2
в том числе	1	1
друг от друга	3	1
ни в какой	2	4
в основе этого	1	2
все остальные особенности	1	1
что в структурном	1	1
к тому что	3	1
и в этом	1	2
одной и той	2	2
по сравнению со	1	1
не связаны между	1	1
по сравнению с	5	3
то что мы	1	2
мы думаем что	1	1
мы не станем	4	4
к которым приводит	1	1
от всех остальных	1	1
что значения слов	1	1
и как бы	1	1
и речи но	2	1
мышления мы должны	1	1
мы таким образом	1	1
сам по себе	3	1
развитии детского мышления	2	1
речевого мышления мы	1	1
в результате чего	1	1
еще в высшей	1	1
между словом и	1	1
степени лабильным неустановившимся	1	1
как уже сказано	6	5
и других авторов	1	1
исторической психологии человека	1	1
с одной стороны	8	5
может привести к	1	1
в этом отношении	4	3
ребенка в эту	1	2
его социальная среда	1	1
в развитии речи	1	4
в основном и	1	1
в силу того	1	2
приводит нас к	1	1
в поведении ребенка	2	1
взрослого человека с	2	1
речи так как	1	1
корни мышления и	1	2
что ребенок не	2	1
потому что оно	1	2
исследование показало что	1	1
в ходе развития	1	1
пользу того что	2	1
с другом в	2	1
что она просто	1	1
об отношении мышления	4	1
все более и	2	1
не в состоянии	2	1
недостаточно оформившиеся и	1	1
то время как	4	4
по мере развития	3	1
в значительной степени	2	1
это значит что	1	4
с этой точки	1	2
не может быть	5	2
уже в самом	1	1
состоит в том	1	3
в этой области	1	1
показали что тип	1	1
заключает в себе	1	2
а с другой	2	3
внутренней речи и	4	2
мы говорили выше	2	1
собственном смысле этого	3	4
пользу того предположения	1	1
можно было бы	3	5
ступени в развитии	1	1
видимо эгоцентрическая речь	1	1
вместе с тем	5	10
просто сопровождает детскую	1	1
к мышлению в	1	1
между детьми и	1	1
мы должны сказать	1	1
и речи и	2	1
от внешней к	1	1
высшей степени важное	1	1
таким образом что	3	2
в результате этого	1	1
влечет за собой	2	1
помимо чисто экспрессивной	1	1
в школьном возрасте	3	1
помимо того что	1	1
будем говорить особо	1	1
как мы увидим	1	2
сопровождает детскую активность	1	1
леметра и других	1	1
у ребенка есть	2	1
ребенка для того	1	1
того что перед	1	1
не представляет собой	1	1
время как в	2	1
то обстоятельство что	1	3
школьника является еще	1	1
генетические корни мышления	1	2
разряда помимо того	1	1
в связь с	1	1
и все остальные	1	2
