2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
с типом	1	1
все же	1	6
его в	6	3
идея которая	1	1
необходимо чтобы	3	1
мы указали	1	1
символ и	8	18
подобно тому	2	1
и знак	1	2
есть функция	2	1
что смысл	1	2
это вовсе	2	4
но тогда	1	3
символа ведь	1	1
а есть	4	1
кроме того	2	3
некоторого рода	5	10
чтобы ее	1	1
нашего исследования	2	2
в полтаве	1	1
сказано у	1	1
и т	11	13
не является	5	11
в ту	1	1
только чисто	1	1
значение этих	1	1
в которые	1	1
в известном	1	2
то что	42	23
чтобы его	2	1
взятый сам	1	2
с понятием	1	3
его как	2	3
химической формуле	1	1
тому же	1	1
нет никакой	2	1
общности в	1	1
несмотря на	3	1
связи с	5	8
же деле	1	4
именно символом	2	1
то время	1	4
и той	1	1
не всякий	4	1
собственно говоря	2	5
он является	1	3
однако в	2	2
или об	1	1
на первый	2	4
свой собственный	2	3
другими соседними	2	1
контекст а	1	1
этом случае	2	5
но символ	3	1
мы скажем	1	2
дело символ	1	1
сливается с	1	1
мы говорим	3	4
есть ее	24	4
искусствоведческих категорий	1	1
образ а	1	2
и эту	2	1
из которых	1	2
обозначения который	1	1
не есть	29	35
или иное	1	2
синих предметов	5	1
художественным образом	1	7
могут быть	2	2
цвета и	1	1
здесь еще	1	1
сказать о	2	1
и значит	1	1
точно и	1	1
у чехова	2	3
в его	6	9
все равно	5	3
структура символа	1	1
символа с	2	5
мы бы	1	1
и может	2	2
реально-исторических произведениях	1	2
мы конечно	1	1
нас никаких	1	1
знак есть	2	6
поскольку символ	1	1
подпадает под	1	1
который мы	2	1
во всей	3	3
да и	3	5
есть только	8	4
имеется в	1	4
момент поскольку	1	1
для этой	1	1
полное различие	1	1
особого рода	2	1
не можем	2	1
действительность а	1	2
повторяем только	1	1
этот раз	2	3
что иначе	1	1
вовсе не	35	37
символа от	3	2
ни было	1	3
символа о	1	1
и мощь	1	1
единичностей которые	2	1
образом что	1	1
в символе	17	13
даже если	4	2
знака мы	2	1
ни о	5	3
и нет	1	2
других знаков	1	1
есть знак	8	1
символ потому	2	2
и означаемое	1	1
медного всадника	2	1
как смысл	1	1
идейной образности	4	6
связаны между	1	1
на нечто	8	3
значение но	1	2
получить и	1	1
другой стороны	3	5
которых она	1	1
со своими	1	1
самый настоящий	1	3
то и	6	5
свидетельствует о	3	1
к этому	1	1
символа в	3	3
и все-таки	2	1
но для	3	1
и сама	2	2
же о	1	1
и не	31	35
или тип	1	1
тоже ведь	1	1
со всеми	2	1
и та	1	1
таким образом	6	9
по своему	9	2
символе и	1	2
связанные с	1	1
тогда когда	1	1
тем что	7	4
хотелось бы	1	1
одно и	1	3
это общее	4	1
что-нибудь другое	1	1
дает нам	1	2
все эти	8	7
есть он	1	2
в данном	9	9
петра i	2	3
в литературе	4	1
вообще говоря	1	1
не содержат	1	2
т д	10	13
мы находим	2	7
и того	2	1
на его	2	1
возможны и	1	1
и модельно	1	1
мы считаем	1	1
этом понятии	1	2
и этот	1	1
перед нами	5	8
говорили выше	2	1
выше говорили	1	1
и достаточно	1	1
на понятие	1	1
в сравнении	1	2
сами по	3	6
можно понимать	1	1
особенно важно	1	1
сливаются в	3	1
отвлечения от	1	1
в первом	2	1
понятия символа	7	1
предмета но	2	2
большей частью	2	1
такое родовое	1	1
без всяких	2	1
вместо этого	1	1
как принцип	1	1
он только	1	2
все наше	2	1
другом субстрате	2	1
первый взгляд	1	2
в языкознании	1	2
бы его	1	1
отражение действительности	1	1
миф и	1	1
дело в	3	4
поэтому и	2	2
с первого	1	3
то уже	3	1
в своем	5	5
и без	1	4
субстрате и	1	1
оно было	1	1
это является	1	3
по крайней	2	5
не являются	5	2
как и	3	10
на котором	1	2
или попросту	1	1
есть также	3	2
каком случае	3	2
поэтому в	1	1
действительности то	1	1
конца xix	2	2
эта идейная	1	5
и в	32	44
эту вещь	2	2
не суть	1	1
но не	9	3
ни стало	1	1
и будет	1	2
наших дней	1	1
для нас	5	16
тоже никак	1	1
чем символ	1	1
не связан	1	1
мы сказали	1	1
сторона вещи	2	1
вернуться к	1	2
по существу	2	2
как знак	2	1
бы он	1	1
и об	1	1
ни только	4	2
ее отражение	4	1
с этим	3	2
действительность не	1	1
но это	8	8
мы до	1	1
слов в	1	1
сама вещь	1	1
символ но	5	3
не стоит	2	2
ее в	2	1
знаем что	2	1
образом не	1	1
же в	4	3
в брак	1	1
есть сама	1	1
символ который	1	2
разные типы	1	1
просто как	1	2
ведь если	2	2
на тот	2	1
моделью для	1	3
это не	6	9
они сливаются	1	1
и образ	1	2
не имела	1	1
здесь в	3	3
а если	1	1
ведь всякий	1	2
необходимо обратить	1	1
но он	3	1
это значит	1	4
вопрос однако	1	1
общее и	1	6
бы нам	2	1
более или	3	1
имеет значение	1	6
казалось бы	4	1
не обязательно	3	2
прежде всего	10	3
указывает на	14	7
же такое	1	3
указанные у	1	1
в определенном	1	1
символа а	1	1
то ему	1	1
ровно нет	1	1
несущественного и	1	1
этот предмет	3	2
это тоже	2	2
хотели бы	1	1
как символ	6	1
не что-нибудь	2	2
термин символ	6	5
и своя	2	1
чем сам	1	1
в результате	2	2
большее количество	1	1
возникает только	1	1
не к	1	1
еще какой-то	1	1
что за	1	1
есть именно	5	5
не что	2	4
здесь перед	3	2
с этой	1	3
обязательно есть	2	2
эту действительность	1	2
об этом	10	3
этого вопроса	1	1
под него	2	4
состоящее из	1	1
нечто вполне	1	1
чистом виде	1	2
произведение в	1	2
почти все	1	1
а только	5	5
и соседние	1	1
поскольку в	2	1
как родовое	3	1
в первую	1	3
действительность однако	1	1
мы называем	2	1
и есть	6	5
едва ли	2	5
самом деле	6	3
это а	1	1
не сможем	2	1
самом же	1	4
хотя и	6	5
например в	2	1
то же	10	13
могло бы	1	3
другими словами	3	6
нельзя сказать	2	2
же только	1	1
мы при	1	1
бы совершенно	1	1
формуле воды	2	1
в свете	1	1
говорят о	2	3
а все	1	1
на ее	1	2
представляется нам	1	1
то более	1	1
что символ	13	6
слова символ	1	1
действительности а	7	1
здесь является	2	1
полтавского боя	2	1
никаких представлений	1	1
к этой	1	1
чтобы в	1	1
символа как	5	1
и поэтому	1	1
ясно что	3	6
отношения к	1	3
с точки	3	2
же и	3	4
бесконечный ряд	12	8
этого термина	4	2
например есть	1	1
уже некоторого	1	1
ли кто-нибудь	1	1
оно стало	1	1
скажет что	1	4
обычно не	1	1
представляется что	1	1
свои уравнения	1	1
но в	14	12
вещей в	1	1
всякого рода	1	4
не имеет	2	9
делать этого	2	1
сих пор	3	2
если и	1	1
тем не	18	10
не значит	2	3
которого он	2	1
символ есть	10	5
здесь нужно	1	1
о которых	3	3
есть прежде	1	1
а потом	2	1
себе никакого	1	1
в другом	1	2
у теоретиков	1	1
и чтобы	2	1
внимание их	1	1
в котором	5	2
образом на	1	1
для него	2	3
исключительно только	1	1
вещи для	1	1
бы даже	1	1
д и	4	4
совсем не	4	2
модель для	1	2
