3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
в этом рассказе	1	1
себе самому герой	1	1
к той же	1	1
герой из подполья	1	4
как мы уже	2	2
то ни было	2	3
чтобы в нем	1	1
можно было бы	3	2
так и не	1	1
во всяком случае	3	4
возвышает его ум	1	1
на котором мы	1	1
макара долгорукого и	1	1
он ни был	1	1
в одном сознании	1	2
ум и сердце	1	1
о том что	2	1
для того чтобы	2	1
друг с другом	3	4
да ведь это	2	1
в высшей степени	1	3
и то что	1	1
свое последнее слово	1	1
что может быть	2	1
это и делает	1	1
из подполья и	2	1
от себя самого	1	1
на самом деле	3	9
в большинстве случаев	2	2
слово о себе	1	4
не только не	1	1
в его целом	5	2
они ни были	1	1
сам с собою	1	1
в его произведениях	2	1
как раз и	1	2
даже тон рассказа	1	1
его к тому	1	1
а вовсе не	1	1
в этом произведении	1	1
мысли в точку	2	1
в братьях карамазовых	1	3
в пределах романа	1	1
его романа но	1	1
может быть и	1	1
в своей статье	1	1
героя у достоевского	1	1
не входит в	1	1
можно прямо сказать	1	1
записок из подполья	3	3
и в то	3	2
к концу даже	1	1
в каждом слове	1	2
композиционно выраженного диалога	1	1
в отношении к	1	7
что и в	1	1
к своему предмету	1	1
беспорядочным началом его	1	1
самого героя и	3	2
вопрос кто он?	2	1
долгорукого и наконец	1	1
не появляется в	1	1
к тому что	1	1
и в этом	3	2
все это из	1	1
было бы привести	1	1
что в нем	1	1
того что он	1	2
диалога у достоевского	1	1
самим собою но	1	1
достоевского вовсе не	1	1
со всею ясностью	1	1
и не может	2	2
не только с	1	1
слово его о	1	1
диалог то есть	1	1
сравнительно с беспорядочным	1	1
собрать свои мысли	1	1
в том и	1	1
отношении друг к	1	1
в пределах одного	1	5
в том что	7	2
в то время	2	1
но именно поэтому	1	1
появляется в его	1	1
в кругозор самого	3	1
то же время	7	10
на вопрос кто	2	1
его произведениях но	1	1
бы он ни	1	1
и сердце к	1	1
как впрочем и	1	1
но на самом	1	4
и наконец на	1	1
и наконец в	1	2
содержательно теми же	1	1
и его слово	1	1
из подполья в	1	1
и как бы	1	1
именно потому что	2	2
не может найти	1	1
по крайней мере	2	1
из подполья не	1	3
при том условии	1	1
предметом изображения в	1	1
бы то ни	3	3
по отношению к	11	6
с другой стороны	2	3
что дело идет	1	1
не могут завершить	1	1
стиль и тон	1	3
с алешей с	1	1
в отличие от	2	2
художественного мира достоевского	2	1
для себя самого	1	4
кругозор самого героя	3	1
он не может	1	3
от записок из	1	1
в нем и	1	1
но все эти	1	1
к нему и	2	4
как и его	1	1
отношении к другому	1	3
смысле этого слова	1	2
том что он	4	1
отношению к герою	1	1
для него самого	3	1
самосознание и слово	1	1
в данном случае	2	1
героя и его	2	2
рассказа изменяется сравнительно	1	1
но все же	1	2
к правде правда	1	1
но конечно эта	1	1
с беспорядочным началом	1	1
как мы сказали	1	1
так и в	1	2
можно сказать что	2	1
по замыслу достоевского	1	7
с ним и	3	1
в обычном смысле	1	2
в самой структуре	2	1
в то же	7	10
в этом отношении	5	1
к чужому сознанию	1	3
но и с	1	1
голосов в пределах	1	2
в речах хромоножки	1	1
это последнее слово	1	1
друг к другу	1	3
тем что он	1	1
бы сказать так	1	1
о себе самом	6	5
что в сущности	1	1
ни в одном	1	1
и по отношению	1	1
тенденция к нему	1	1
в житии зосимы	1	1
вполне понятно что	1	2
достоевский не знает	1	1
с самого начала	2	8
человек из подполья	3	7
неотразимо возвышает его	1	1
в самом деле	2	1
его ум и	1	1
в каждом романе	1	1
входит в его	1	1
человека из подполья	3	13
друг другу как	1	1
в самом построении	2	1
творчестве достоевского в	1	1
сохранить за собой	1	1
до сих пор	2	1
и иван карамазов	1	1
речах хромоножки в	1	1
и слово героя	1	1
правда неотразимо возвышает	1	1
в произведениях достоевского	2	2
для него в	1	1
дело в том	1	1
с точки зрения	15	2
в творчестве достоевского	4	4
к себе самому	1	13
же степени как	1	1
то что я	1	2
мы уже говорили	1	5
в один из	1	1
что почти все	1	1
достоевского в основе	1	1
в романах достоевского	6	4
что он сам	1	2
в этом смысле	9	3
так чтобы сделать	1	1
правде правда неотразимо	1	1
тон рассказа изменяется	1	1
и во всяком	1	1
почти никогда не	1	1
а в то	2	1
в мире достоевского	4	3
iv человек из	1	1
он знает что	1	1
в бедных людях	1	1
раз и навсегда	2	1
концу даже тон	1	1
всяком случае не	1	1
даже в пределах	1	2
же время не	2	3
в вас нет	1	1
точки зрения на	1	1
радости и веселья	1	1
изменяется сравнительно с	1	1
как будто бы	1	1
у достоевского как	2	1
к слову героя	1	1
как бы в	2	1
он знает и	1	1
наконец в житии	1	1
то новое что	1	1
подполья не только	1	2
должна была быть	1	1
со своим двойником	1	1
что он есть	2	1
но в то	2	4
но у достоевского	1	1
устойчивую позицию вовне	1	1
сердце к концу	1	1
в конце концов	4	3
и в нем	1	3
то время как	1	1
то же самое	1	1
из подполья это	1	1
с самим собою	1	7
в значительной степени	1	1
но не может	1	1
подобно тому как	3	2
самого начала все	1	1
тоже не может	1	1
как если бы	1	1
о себе значит	1	1
не может быть	3	3
оставаясь содержательно теми	1	1
его целом то	1	1
по ту сторону	1	1
то есть все	1	1
а прежде всего	1	1
в отношении друг	1	1
здесь же нам	1	1
из подполья я	1	1
но и не	2	1
самим по себе	1	1
себе самому и	1	5
а не о	1	1
самая установка рассказа	1	1
тот же самый	1	1
он и не	1	2
свои мысли в	1	1
к другому моменту	1	1
то что он	1	1
как нам кажется	2	1
он как бы	1	1
то есть не	2	1
то что в	1	1
