2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram
герой бросает	1	1
случаях герой	1	1
его в	6	5
проглоченных и	1	1
все же	10	8
в царство	7	11
так называемая	3	1
змеев и	1	1
когда например	2	1
так например	6	3
связь с	4	11
себе не	1	1
книге о	1	2
мужчины в	1	1
этих случаях	2	1
сейчас увидим	1	1
в дальний	1	1
подобно тому	1	1
в точности	2	1
мифа о	1	1
к мифам	1	1
из приведенных	1	1
даже в	4	2
эти материалы	2	6
ни один	6	1
и освобождает	1	2
в тридесятом	1	3
мы имеем	13	14
в иное	4	5
и к	1	1
ведьма и	1	1
молодильными яблоками	1	1
получает от	1	1
и оно	1	1
но здесь	1	4
независимо от	1	3
как о	2	1
мы читаем	1	1
а есть	1	1
смерти в	1	2
кроме того	1	3
о геракле	1	1
формы производства	1	1
волшебного средства	2	1
дома уже	1	1
от нее	1	2
из таких	1	1
к мифу	2	1
не описывается	1	1
и задерживает	1	1
его и	2	1
связан с	1	6
так и	9	5
народные представления	1	1
то мы	4	1
то здесь	2	1
и т	25	10
уже давно	1	2
стрелец-молодец сел	1	1
черты общие	1	1
когда мы	2	2
еще и	2	1
дело меняется	1	1
у них	1	4
воздух и	1	1
означает что	4	1
то что	9	6
подземный мир	1	1
но как	1	4
на землю	1	4
не как	3	1
в более	1	6
и от	2	3
материалы по	1	1
имеем и	1	3
в орла	1	1
царство его	1	1
никак не	1	1
могут служить	1	1
на смерть	2	1
но обычно	1	1
его как	2	1
наряду с	3	3
в особенности	2	1
материалов а	1	1
невозможно ему	1	1
с падением	1	1
другую форму	1	1
представлением о	1	2
змея может	1	1
обратном порядке	1	1
это представление	2	12
должна быть	5	3
в русских	1	1
в одном	5	3
сказки.<неи сказка	1	1
иное как	1	1
известен в	1	1
или на	3	1
мы обратимся	1	1
несмотря на	1	1
через которую	2	1
та же	1	3
если бы	8	3
золотая коса	1	2
прямо не	1	1
может иметь	1	2
должны помнить	1	1
один вид	1	1
в мифе	2	4
более ранних	3	6
стоят на	1	1
они будут	1	1
то время	3	3
что в	12	12
в сказке	44	23
этой цели	1	1
однако в	2	2
в фольклоре	1	2
и они	1	2
а как	1	1
золотая окраска	1	3
в своей	1	3
необходимости приводить	1	1
у австралийцев	1	1
или же	1	2
древнее и	1	1
но если	2	1
вход в	6	4
друг с	4	1
на первый	2	3
в основе	4	1
но дело	1	1
и миф	2	2
ранние формы	1	2
нигде в	1	1
этом случае	1	6
тех представлений	1	1
и больше	1	2
можно усмотреть	1	1
что она	5	3
