3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_3gram
научных и спонтанных	2	1
из-за того что	1	1
в самом конце	1	1
удивительно поэтому что	1	1
не только в	1	1
из того что	3	5
мы попытались в	1	1
ассоциативной психологии так	1	1
сказал бы что	1	1
ступенями в развитии	1	1
силу того что	5	1
можно было бы	5	3
с этой проблемой	1	1
в настоящей работе	1	2
может быть выражена	2	2
нас к установлению	1	1
все эти особенности	1	1
направлении и в	1	1
и именно в	1	1
особенности детского мышления	1	2
письменной речи и	3	1
ступени в развитии	2	1
для того чтобы	8	15
но с точки	1	1
умственном развитии ребенка	1	1
на то что	4	3
друг с другом	5	4
вместе с тем	2	5
и то что	2	1
этой точки зрения	1	1
естественно ожидать что	1	1
на каждом шагу	1	1
на первый план	1	2
является то что	1	2
на самом деле	1	1
в том числе	1	1
может быть выражено	3	1
могли бы сказать	2	2
не только не	2	1
как и в	1	1
в наших опытах	1	2
зависимости от этого	1	1
и в силу	1	1
в свете этих	1	1
друг от друга	1	3
потому что в	1	1
в детском возрасте	1	9
как раз и	1	1
в первую очередь	3	3
потому что они	1	1
можем заключить что	1	1
в этом исследовании	1	2
иначе как путем	1	1
таким образом что	1	3
уже сказано выше	1	1
из которых одна	1	1
в школьном возрасте	8	3
в основе этого	2	1
в заключение этой	1	1
в мышлении ребенка	2	1
которые могут быть	1	1
что именно потому	1	1
скажем только что	2	2
и спонтанных понятий	2	1
стороны речи и	1	1
той или иной	1	1
не иначе как	4	1
мы видели что	3	1
мы могли бы	9	5
что у ребенка	1	1
в этом пункте	1	1
и связи с	1	1
того факта что	1	2
спонтанных понятий ребенка	4	1
как раз в	2	1
к тому что	7	3
в зависимости от	5	2
тот факт что	1	1
с первого взгляда	1	1
и в этом	1	1
как и все	1	1
от того что	6	2
в интересующих нас	1	1
новой постановке проблемы	1	1
одной и той	3	2
по сравнению со	1	1
время как в	1	2
что именно в	1	1
потому что ребенок	1	1
то обстоятельство что	1	1
психологической точки зрения	1	1
является как бы	2	1
и не может	2	1
по сравнению с	14	5
ничего другого как	1	2
в одной и	2	1
том что мы	2	1
действительности представленной в	1	1
с которыми мы	1	1
когда мы говорим	2	1
так же точно	3	9
же как и	1	4
то что мы	2	1
остается до сих	1	2
в наших глазах	1	1
мышления и на	1	1
мы начинаем понимать	2	1
нечто такое что	1	1
к высшим и	1	1
в том что	19	15
речью в этом	1	1
в то время	6	5
развития научных понятий	5	2
в работах пиаже	1	1
мы не станем	2	4
об обучении и	1	1
оказывается не в	1	1
именно в силу	1	1
к выводу что	1	4
том что развитие	1	1
