2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram
и сами	4	2
все же	5	1
отлично от	1	2
его в	3	4
времени и	1	1
вытекает из	2	1
когда например	1	2
от всех	1	1
к тем	1	1
связь с	1	1
сплошь да	1	1
не следует	1	2
словом то	1	1
восприятий и	2	1
для меня	4	10
субъективное и	1	1
в собственном	2	1
подобно тому	4	2
только первый	1	1
действует на	2	1
она есть	2	1
не от	5	3
общего с	2	1
не другое	2	1
в состоянии	6	2
есть для	1	5
слова и	3	5
и имеет	1	1
мысли о	4	2
на основании	1	4
за факт	2	1
большую или	1	1
о лице	1	1
для другого	1	1
из сознания	1	1
а от	3	1
из него	1	2
первоначального значения	1	1
каждый раз	1	4
к другому	4	1
относится ко	1	1
санскрите корень	1	1
образ или	1	2
виду что	1	2
что различные	1	1
в наших	1	2
то разве	1	1
тех и	1	1
независимо от	9	6
вероятно что	1	1
в развитии	1	1
таком случае	2	2
человеческой природы	2	2
мысли а	2	2
и противоположность	1	1
что при	1	1
самое это	3	1
выражается в	2	1
то мы	2	3
том виде	1	1
так и	5	6
в другой	1	2
членораздельные звуки	3	1
всего его	1	1
и т	6	7
до значительной	1	1
при таком	1	1
в ту	1	2
отдельных лиц	2	1
когда мы	2	6
для кого	2	1
влияние на	4	2
разумеется мы	1	1
и у	3	2
быть выражены	1	1
за пределы	2	1
в последнем	1	1
уравниваются тем	1	1
из мысли	1	1
в известном	1	1
есть нечто	3	5
такой взгляд	1	1
говорим что	1	3
только от	3	3
то что	20	29
внутреннюю форму	3	3
но как	1	1
образуется не	1	1
в выражении	1	2
не как	3	2
общим чувством	1	1
так а	1	1
бы очень	1	1
в каком	3	4
в более	1	2
как слово	1	1
применить это	1	1
не прямо	1	1
его как	1	1
других в	2	1
бы это	1	1
имеет в	1	2
по которым	1	1
других языках	1	2
всех сторон	1	1
должна быть	1	1
все его	1	1
а потом	1	1
лишь по	1	1
в свою	6	2
основаны на	1	1
член сравнения	1	1
на который	1	2
в одном	6	4
сравнения к	1	2
эта разница	1	1
сначала это	1	1
проч но	2	2
для образования	2	1
той же	3	3
в другом	2	1
от себя	2	1
если бы	11	13
к которому	2	1
и им	1	1
связи с	6	3
может иметь	1	2
и такие	1	1
значит вместе	1	1
звуки в	1	1
к одному	1	3
то время	4	1
и той	2	1
как не	3	1
только после	2	1
что в	16	17
было связано	2	2
можно выразиться	1	1
или от	2	3
с увеличением	2	1
нас в	2	2
друг от	1	1
смысле в	1	1
а как	1	2
и они	2	2
поэтому можно	1	2
членораздельным звуком	2	1
без сомнения	4	4
или же	7	1
уже и	1	2
но если	2	1
все в	1	2
и другая	1	1
и сила	1	1
и прямо	1	1
же с	1	2
при самом	1	1
