3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_3gram
с институтом посвящения	1	1
мы имеем и	1	2
не только в	2	1
в других версиях	1	1
вопрос о связи	1	1
с полной ясностью	1	1
неи таким образом	1	1
что в данном	1	1
отражает позднюю стадию	1	1
пляскам и песням	1	1
о том что	2	2
на то что	3	1
мать умирая купчиха	1	1
вместе с тем	1	1
и то что	5	2
мы видим в	1	1
береги ее всегда	1	1
что иное как	3	3
в этом случае	3	5
при существовании обряда	1	1
то же имеем	1	2
и пр есть	1	1
в большинстве случаев	1	1
к сказке и	1	1
в том числе	1	1
и наоборот так	1	1
дай ей поесть	1	1
это и есть	1	1
как и в	1	2
в дом где	1	1
ей и сказала	1	1
здесь мы имеем	1	3
имеем и в	1	3
в свете этих	2	2
таким образом и	1	2
и вместе с	1	1
здесь могут быть	1	2
чем перейти к	1	2
свою связь с	1	1
в сказке в	1	1
этот же случай	1	1
может быть и	1	1
о связи сказочного	1	1
что и в	1	2
в лесу на	1	1
мы видели что	3	3
тех случаях когда	2	1
в русском фольклоре	1	1
мы имеем в	2	2
как мы увидим	1	1
на том что	1	1
наличие в сказке	1	1
а она уже	1	1
всегда при себе	1	1
мы здесь не	1	1
свете этих материалов	2	2
происхождение этого мотива	1	1
куклу отдала ей	1	1
можно наблюдать что	1	1
оставляю тебе вот	1	1
при себе и	1	1
но и в	1	1
нам важно установить	1	2
и т д.<неи	3	1
и в сказке	1	1
к себе дочку	1	1
горе дай ей	1	1
купчиха призвала к	1	1
не что иное	3	3
по ходу действия	1	1
в связь с	1	1
об этом мы	1	1
видели что в	1	1
во второй раз	1	1
в то время	1	2
т д из	1	1
не показывай а	1	1
по английской терминологии	1	1
на могилу матери	1	4
вынула из-под одеяла	1	1
как указывает роде	1	1
когда приключится тебе	1	1
в северной сказке	1	2
во всем мире	1	1
в иное царство	6	1
тем не менее	2	5
в русской сказке	2	2
не всегда герой	1	1
но вместе с	1	1
в русской и	1	1
сказка не сохранила	2	2
так же как	12	1
в связи с	2	3
и спроси у	1	1
случаи когда герой	2	1
это не совсем	1	1
мы увидим ниже	1	2
благословением оставляю тебе	1	1
во время обряда	2	1
с другой стороны	4	7
касается самой сути	1	1
неи в сказке	1	3
это мы видим	1	1
остановимся только на	1	1
в одной сказке	2	2
т д в	1	1
ее всегда при	1	1
мы и здесь	1	1
достаточно указать что	1	1
ничего не говорят	1	1
в тех случаях	2	1
ему как мертвецу	1	1
мы видели выше	2	1
показывай а когда	1	1
между героем и	1	1
берет на себя	1	1
в особом помещении	1	1
и и толстым	1	1
в сказке о	3	3
мы должны поставить	1	1
умираю и вместе	1	1
в него а	1	1
можем предположить что	1	4
или по английской	1	1
смысле этого слова	2	1
дочку вынула из-под	1	1
впрочем в некоторых	1	1
мы можем предположить	1	4
же имеем и	1	1
эти случаи показывают	1	2
и хозяйка зверей	1	1
вот эту куклу	1	1
неивсе о чем	1	1
в данном случае	3	3
в этих случаях	7	7
но все же	4	2
говорит если я	1	1
то что и	1	1
еще на одну	1	1
приведем несколько примеров	2	1
есть не что	1	1
у нее совета	1	1
спроси у нее	1	1
можно возразить что	1	1
которая в сказке	1	1
ложится на могилу	1	1
с миром мертвых	1	1
так в сказке	1	1
с появлением земледелия	1	2
