4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_4gram
зачем их сиамских-то? положим	1	1
и странность там говорят	1	1
впрочем что ж полководцы?	1	1
да впрочем что ж	1	1
голосов в одном слове	1	1
увидит что так тому	1	1
как раз и не	1	1
в той или иной	4	1
сиамские близнецы ну да	1	1
их сиамских-то? положим они	1	1
смотрели даже из истории	1	1
пел петухом ну да	1	1
большей или меньшей степени	1	2
одно и то же	3	1
героя и слово рассказа	1	1
великие полководцы да впрочем	1	1
петухом ну да он	1	1
что сиамские близнецы ну	1	1
из политики и великие	1	1
но в то же	4	2
тому и следует быть	1	1
и сам знаю что	2	3
знаменитый суворов пел петухом	1	1
из уст в уста	1	1
слово героя и слово	2	1
сиамских-то? положим они близнецы	1	1
он там это все	1	1
странность там говорят что	1	1
там это все из	1	1
тему о себе самом	1	1
на свой предмет и	1	1
слово о себе героя	1	1
и слово рассказа в	1	1
диалога с самим собой	2	1
даже из истории известно	1	1
только себя и свой	1	1
из истории известно что	1	1
в то же время	10	5
как если бы он	1	1
чудо и странность там	1	1
подчас чудаками смотрели даже	1	1
можно было бы развернуть	1	1
чрезвычайно напряженный характер в	1	1
чтобы не подумали что	1	1
да он там это	1	1
на чужое слово и	1	2
истории известно что знаменитый	1	1
ну да зачем их	1	1
так тому и следует	1	1
я ведь и сам	1	3
себя и свой предмет	1	1
ну да он там	1	1
и в то же	2	1
что так тому и	1	1
к себе самому он	1	1
в нем чужой голос	1	1
да зачем их сиамских-то?	1	1
будет? кстати ли будет?	1	1
полководцы да впрочем что	1	1
ведь и великие люди	1	1
великие люди подчас чудаками	1	1
ну чудо и странность	1	1
говорят что сиамские близнецы	1	1
между этими двумя пределами	1	1
и великие полководцы да	1	1
что знаменитый суворов пел	1	1
чудаками смотрели даже из	1	1
дело в том что	1	1
люди подчас чудаками смотрели	1	1
оглядки на чужое слово	1	1
в братьях карамазовых в	1	2
и великие люди подчас	1	1
это все из политики	1	1
ли будет? кстати ли	1	1
там говорят что сиамские	1	1
он сам по себе	1	1
с самого начала в	1	1
суворов пел петухом ну	1	1
все из политики и	1	1
на тему о себе	1	1
уже сама по себе	1	1
ведь и сам знаю	1	3
героя к себе самому	1	1
налегли друг на друга	1	1
близнецы ну да зачем	1	1
известно что знаменитый суворов	1	1
говорили в свое время	1	1
боится чтобы не подумали	1	1
прилично ли будет? кстати	1	1
в большей или меньшей	1	2
не подумали что он	1	1
политики и великие полководцы	1	1
и в других романах	1	1
не может до конца	2	1
носит чрезвычайно напряженный характер	1	1
