4gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_4gram
заключается в том что	4	5
связаны друг с другом	1	1
силу того что оно	1	1
друг с другом в	2	1
в том что в	1	1
об обучении и развитии	1	1
с этой точки зрения	1	1
в том числе и	1	1
то время как в	2	1
но с точки зрения	1	1
вместе с тем и	1	2
связей и отношений как	1	1
мы могли бы сказать	2	2
в то время как	4	5
оказывается не в состоянии	1	1
с другой стороны как	1	1
мы можем заключить что	1	1
но вместе с тем	4	1
частный случай более общего	1	1
в зависимости от этого	1	1
приводит к тому что	1	1
независимо от того на	1	1
по сравнению с его	1	1
остается до сих пор	2	1
мы видим таким образом	3	1
точно так же как	1	1
видим таким образом что	3	1
с психологической точки зрения	1	1
в собственном смысле слова	1	1
не удивительно поэтому что	1	1
не содержат в себе	1	1
одной и той же	2	3
одном и том же	1	2
отношению к другу на	1	1
ребенка по сравнению с	1	1
так же как и	4	1
и именно в силу	1	1
по сравнению с тем	1	1
по отношению к другу	1	1
в том что мы	1	2
в силу того что	1	5
вперед по сравнению с	1	1
не иначе как путем	1	1
друг по отношению к	1	1
именно в этом возрасте	1	1
научных и спонтанных понятий	1	2
что именно в этом	1	1
в одной и той	1	2
в этом отношении нам	1	1
могли бы сказать что	2	2
в том что развитие	1	1
наши исследования показали что	1	1
