2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram
их этот	1	1
сказке он	4	1
мы опять	2	3
все же	9	10
его в	9	9
в царство	2	3
сопоставление материалов	1	1
выходит из	1	1
так например	2	2
связь с	12	8
этих случаях	8	8
или другое	1	1
как вдруг	1	1
подобно тому	1	1
довольно много	1	1
он пытается	1	1
случаях особенно	1	1
некоторых случаях	4	2
конь в	1	1
эти материалы	1	6
даже в	4	2
себя за	1	1
воas неи	1	1
из него	1	2
мы имеем	7	14
в иное	7	5
и к	1	1
право на	2	1
время обряда	2	2
герой возвращается	1	1
этот очень	1	1
о племени	1	1
одной сказке	2	1
в могилу	2	1
frazer здесь	1	1
в северной	2	1
он по	1	1
в развитии	1	1
мы читаем	2	1
чем речь	2	1
что при	1	3
мы здесь	2	4
с неба	1	1
о культе	1	1
то мы	2	1
животного происхождения	2	1
до этого	1	2
его и	2	2
связан с	3	2
то здесь	2	2
в другой	3	3
харузин неи	1	1
героя за	1	1
же этот	1	1
великим охотником	1	1
уже давно	1	1
и т	27	20
они дают	1	2
и у	5	1
у них	1	1
он же	2	2
на свой	1	1
они бросают	1	1
и процесс	1	1
то что	16	7
подземный мир	2	2
но как	1	1
из сказки	1	1
тем самым	1	1
процесс этот	1	1
не как	1	4
этим дает	1	1
и повадился	1	1
тотемическое происхождение	1	1
в более	1	3
имеем и	2	1
рассматривается в	1	1
которых шла	1	1
в шаманизме	1	1
на задний	2	1
у яги	5	1
аф т	2	1
в особенности	2	3
наряду с	3	4
его так	1	1
случай показывает	2	1
бы думать	1	1
в эти	1	1
отправляется на	1	2
вавилонском мифе	1	1
должна быть	2	1
представлением о	2	3
все его	1	2
в одном	5	1
основаны на	1	1
можно найти	2	2
или на	2	2
так много	2	1
той же	1	1
если бы	2	2
та же	1	1
в ригведе	1	1
мы получим	1	1
как иначе	1	1
это уже	2	2
связи с	3	8
пока только	2	1
в мифе	2	7
души умерших	1	2
человека за	1	1
то время	1	1
но то	1	1
только после	1	3
что в	14	8
герой попадает	1	1
в сказке	47	18
он является	1	1
и они	2	2
а как	2	2
к воде	2	1
и и	3	1
в своей	4	2
интересен тем	1	1
объяснило бы	1	1
у народов	1	9
но если	1	1
у племени	3	2
о движении	1	1
или же	3	3
египте в	1	2
также то	1	1
на острове	2	1
в основе	1	1
его по	1	2
стрела пущенная	1	1
этих двух	1	1
и деревья	1	1
мы устанавливаем	1	1
и социальной	1	1
коня конь	1	1
этом случае	3	7
что она	3	1
очень часто	1	1
все люди	1	1
о чем	3	2
как правило	1	1
зависимости от	1	1
с представлением	3	2
и что	5	8
сахарный тростник	1	1
этом мы	1	1
бросает в	1	2
и выходит	1	1
чисто охотничьи	1	1
рис и	1	1
и все	2	3
на голове	1	1
зв герой	1	1
сливается с	2	1
тут он	1	1
что представление	1	2
и птицу	1	1
наблюдать что	1	2
герой их	1	1
бы мы	2	2
сибирских народов	2	2
переносится на	1	1
его тела	1	1
подняться на	1	1
отразилось в	2	1
что на	2	1
жизни и	1	2
еще одно	1	1
чудесное свойство	1	1
худ этот	1	1
после того	2	3
для чего	1	1
уже видели	1	1
или он	3	2
найти в	1	1
из которых	5	2
становится понятным	2	2
стоит на	2	1
что эта	3	1
или нет	1	1
о смерти	1	1
фигурирует в	1	2
для хода	1	1
и так	1	1
не может	6	6
могут быть	6	6
аф у	1	1
они идут	1	1
там где	3	6
связано с	1	5
в эллинской	1	1
древнейшая форма	2	1
мы видели	6	7
сказать что	2	2
здесь еще	1	3
пребывание в	1	5
две стороны	1	1
аф вар	3	2
не могло	2	1
вместе с	6	22
убить и	1	1
он должен	3	1
хозяйственной и	1	1
воды в	1	1
в сказаниях	1	1
такого рода	2	1
через море	1	3
в лесу	12	2
мертвых и	1	1
в том	3	6
мы знаем	8	8
представлений о	2	7
царства мертвых	2	1
женится на	1	1
и три	1	2
происходит в	2	1
средства передвижения	1	1
в его	5	12
показывают как	1	1
подымается на	1	1
животный вид	1	1
происходит не	1	1
чтобы подняться	1	1
речь будет	2	1
животных как	1	1
и огонь	1	1
