3gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_3gram
перед нами в	1	1
то во всяком	2	2
бы что может	1	1
знака когда мы	1	1
также и то	2	2
для того чтобы	2	8
необходимо сказать что	5	2
о том что	14	5
на то что	4	8
что иное как	3	2
на первый план	3	1
на самом деле	2	4
составляющих ее элементов	1	1
не только не	2	3
и хотели бы	1	1
или как говорят	1	1
и тем не	1	8
сих пор мы	1	2
многие из этих	1	1
более или менее	4	3
самое же главное	2	1
а вовсе не	1	1
что отнюдь не	1	1
может быть и	2	3
той или иной	1	4
и само понятие	1	1
всех подобного рода	1	1
одним и тем	1	1
что он обозначает	1	2
мы здесь не	1	1
знак то и	1	1
между прочим в	1	1
чем иным как	1	1
но ввиду своей	1	1
не является только	1	1
которая хотя и	1	1
то или другое	1	1
знак вещи есть	1	1
мы сейчас назвали	1	1
что не есть	1	1
понятия знака мы	1	1
есть смысловое отражение	1	1
в том что	4	5
не потому что	1	2
требует от нас	1	1
буквальном смысле слова	1	1
знаке и символе	1	1
бы мы ни	1	1
так же как	1	2
и то же	1	1
иметь в виду	1	3
может быть проще	1	1
а иной раз	1	1
не менее он	1	1
стороны однако и	1	1
имеющих общего между	1	1
связи с этим	2	1
не имеет ничего	2	2
на тот или	1	1
теории все эти	1	1
что такое знак	5	1
этих двух предметов	1	1
что нет ничего	1	1
в истории философии	1	2
требует для себя	2	1
мы и хотели	1	1
в математическом смысле	1	1
тоже ведь есть	1	1
тут же выясняется	1	1
вещи и ее	1	2
не существуют в	1	1
в этих случаях	1	2
же выясняется что	1	1
перечислить и которые	1	1
случае не может	1	2
не есть только	4	1
здесь не будем	1	1
в то же	4	4
общего между собою	2	4
нет никакой возможности	1	1
вовсе не являются	1	4
что всякий символ	1	3
и что такое	3	1
ли кто-нибудь станет	1	1
в самом деле	2	2
так же мы	1	1
связаны между собою	1	1
сама по себе	4	4
в таком случае	10	6
вообще не существует	1	1
анализ этого термина	1	1
можно сколько угодно	1	1
то или иное	2	1
но как раз	1	1
это совершенно неверно	1	1
в этом смысле	5	6
которые мы считаем	1	1
ничего не значит	1	1
как будто бы	5	1
все равно это	1	1
мышления в этом	1	1
вопрос что же	1	1
станет утверждать что	1	1
во что бы	1	1
сами по себе	2	3
о том как	1	2
не что-нибудь другое	1	1
какой-нибудь предмет то	1	1
не то что	1	1
заключается в том	2	1
уже во всяком	1	1
без употребления термина	1	1
не только в	2	1
этой последней мы	1	1
казалось бы что	1	1
не есть ни	3	5
как мы уже	1	1
между собою но	1	1
у нас только	1	1
и тем более	1	1
или не существует	1	1
вовсе не для	1	2
как раз и	4	7
тоже не есть	1	2
никак не может	2	1
должны сказать что	1	1
именно то что	1	3
и в то	1	1
с первого взгляда	1	1
и перечислить и	1	1
имеющих ничего общего	1	1
тех или других	3	1
то есть чисто	1	1
что в нем	1	3
а существует только	1	1
когда мы говорим	2	2
же как и	1	1
может быть даже	1	2
и если мы	1	3
ничего не знает	2	1
кто-нибудь станет утверждать	1	1
в буквальном смысле	1	3
если мы возьмем	2	1
но даже и	1	1
с другой стороны	5	3
разговаривать не о	1	1
для нашего сознания	1	1
что здесь кроется	1	1
также и на	1	3
с большим трудом	1	1
здесь идет речь	2	1
несет с собой	1	2
то ни стало	1	1
есть не что	3	2
это вовсе не	1	2
но и вообще	1	1
они все равно	1	1
в языке и	4	1
в известной мере	1	1
и только в	1	1
прежде всего как	1	1
точно так же	3	4
тем что он	1	1
вовсе не существуют	1	1
в каком случае	3	3
того или иного	5	2
в известном смысле	1	1
что бы то	1	1
свидетельствует о том	1	2
предмет обозначения и	1	1
так или иначе	6	2
и тем же	1	1
по себе вовсе	2	1
мы можем и	1	1
что мы сейчас	1	1
он может быть	1	1
в другом случае	1	1
каком случае не	2	2
здесь то что	1	2
вовсе не является	3	3
но если мы	2	2
ничего общего между	1	4
иной раз и	1	1
и ничего не	1	1
а не просто	2	4
нас в этой	2	1
подобно тому как	2	2
по этому поводу	2	3
есть нечто более	2	1
самом же деле	1	1
а может быть	2	2
но в таком	3	4
когда мы что-нибудь	1	1
и т д	6	10
что мы выше	1	2
и до наших	1	1
внимание на то	1	1
предмет а не	1	1
есть единораздельная цельность	3	1
то это значит	2	1
то что в	1	3
далеко не всякое	2	1
вовсе еще не	1	3
во всяком случае	10	3
той или другой	4	1
указанные у нас	1	1
и то что	7	2
что может быть	1	2
данном случае уже	1	1
то нет и	1	1
никак нельзя сказать	1	1
при современном состоянии	1	2
это тоже не	1	1
в человеческом сознании	1	1
на самом же	1	1
и в этом	3	2
и в его	1	1
вовсе не есть	10	6
но то что	1	1
мы не знаем	1	1
нечто более общее	1	1
не что иное	3	2
то есть по	1	2
то что мы	7	6
так как иначе	3	1
с понятием знака	1	1
для знака необходим	1	1
но как мы	1	2
хотя бы даже	1	1
не о чем	3	2
есть прежде всего	4	1
в связи с	5	4
о знаке и	1	1
но отнюдь не	1	3
по крайней мере	6	2
нам хотелось бы	2	1
который вовсе не	2	2
бы то ни	2	1
самого понятия знака	1	1
быть проще того	1	1
но уже во	1	1
знак вещи или	1	1
проще того что	1	1
то есть он	1	1
так и в	1	1
не так уж	2	1
в этом отношении	1	1
не есть нечто	1	1
едва ли кто-нибудь	2	1
только потому что	1	2
тем что они	1	1
к нему ни	1	1
так же и	2	3
вовсе не собираемся	1	1
которая и не	2	1
так и их	1	1
не имеющих ничего	1	1
взятые сами по	2	2
также и в	1	1
или попросту говоря	1	1
о чем мы	1	1
тогда когда есть	1	1
именно тем что	1	1
содержит в себе	2	7
ни о каком	1	1
что же такое	4	1
ли сказать что	2	2
все это есть	1	2
и нет ничего	1	1
то время как	1	1
что в конце	1	1
это заставляет нас	1	1
в настоящее время	16	3
это значит что	3	1
раз и является	1	1
ни одна из	1	1
не может быть	3	2
не чем иным	1	1
сказать что он	1	1
тем или другим	1	3
в этой области	3	2
еще не есть	2	4
он перестанет быть	1	1
только то что	3	4
взятая сама по	2	4
вещи или действительности	1	1
же в таком	1	1
можно было бы	2	2
и уж тем	5	1
вместе с тем	1	1
в этом случае	7	2
мы должны сказать	1	2
а то что	1	1
тем более для	1	1
нельзя сказать что	1	1
таким образом что	1	1
не говоря уже	4	2
то и другое	1	2
это то что	4	1
вовсе не так	1	1
к сожалению однако	1	1
себе вовсе еще	1	1
на том что	1	2
на первый взгляд	1	1
даже и не	2	2
пока еще только	1	1
по себе но	1	3
о чем и	1	1
в какой-то мере	1	1
идет речь не	1	1
и вовсе не	4	4
и не просто	5	2
имеет ничего общего	2	2
в то время	1	1
и во многих	1	1
быть даже и	1	2
только в этом	1	1
что в науке	1	1
другой стороны однако	1	1
тем не менее	12	18
тот или иной	4	1
то есть в	2	4
нечто обозначает и	2	1
или может быть	1	1
ни в каком	4	3
в то или	1	1
символа с его	1	1
по своему смыслу	1	1
уж тем более	5	2
в данном случае	5	8
всякий знак есть	5	2
вовсе не то	1	1
том что это	1	1
можно сказать что	3	3
с тем однако	1	1
в отдельности и	1	1
или по крайней	3	1
едва ли даже	1	1
знак то есть	2	1
а не что-нибудь	1	1
не есть этот	1	1
можно даже сказать	1	1
литературы и искусства	1	4
это было бы	1	1
до сих пор	4	3
ничего общего с	2	7
не есть просто	2	1
об этом тоже	1	1
говоря уже о	4	1
по своему содержанию	1	2
говорить о знаке	1	2
не просто только	1	1
же самое время	4	4
этом смысле и	1	2
в конце концов	7	4
мы еще не	2	1
то же самое	5	9
мы не будем	1	1
более общее чем	1	1
этого термина и	1	2
можно ли сказать	2	2
не возникает никакого	1	1
но когда мы	1	2
здесь и не	1	1
не может считаться	1	1
нечто единое и	1	1
того что мы	1	1
только тогда когда	3	1
знака он не	1	1
и тем самым	1	3
функция вещи или	1	1
даже и в	3	1
