4gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_4gram
заключается в том что	4	4
в том смысле что	1	1
в том что в	1	2
в том числе и	3	1
мы имеем в виду	1	1
по своей природе и	1	1
в том что ребенок	3	1
в сущности говоря она	1	1
совершенно так же как	1	1
с которым мы сталкиваемся	1	1
состоит в том что	3	3
сводится к тому чтобы	1	1
в связи с развитием	1	1
эта точка зрения была	1	1
с точки зрения психологической	1	1
в самом деле если	1	1
только в том что	1	1
все более и более	1	1
ступень в развитии речи	1	1
что представляет собой процесс	1	1
отдает себе отчета в	2	1
мы видим таким образом	1	1
что нам известно о	2	1
ответ на этот вопрос	1	2
то же самое что	2	2
мы будем иметь случай	2	1
факт с которым мы	1	1
в собственном смысле слова	3	1
представление о том что	1	1
на вопрос о том	2	2
ничего общего с развитием	1	1
с одной стороны и	2	1
в развитии речи мы	1	1
не отдает себе отчета	2	1
относится и ко всем	1	1
не имеют ничего общего	1	1
в этой теории которая	1	1
и умственного развития ребенка	1	1
один и тот же	1	3
а с другой стороны	1	1
в своем развитии и	1	1
состоящее в том что	1	1
отрицательный ответ на этот	1	1
мы уже говорили выше	1	1
он не отдает себе	1	1
он заключается в том	1	1
имеют ничего общего с	1	1
заключается в том чтобы	3	1
в том что он	1	2
того что нам известно	2	2
ответить на этот вопрос	1	1
