2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
свою силу	1	1
все же	6	3
не вижу	1	2
воззрений на	1	1
по нашему	1	1
ко всей	1	2
между которыми	2	1
что развитие	1	1
связанных между	2	1
видов деятельности	1	1
в развитии	10	12
кроме того	1	1
мышлением и	2	3
иначе как	6	1
нашего исследования	5	8
отнести к	1	1
ключом к	2	2
и т	1	1
не является	3	9
до лет	1	8
в известном	2	2
то что	24	17
наряду с	2	1
из первых	1	1
несмотря на	2	2
мышления и	9	40
связи с	4	3
является наперед	1	1
между собой	6	5
то время	2	5
и той	2	2
как не	1	1
речи к	5	1
психологической природы	5	4
слово но	1	1
к эгоцентрической	3	1
пиаже в	3	6
взрослого для	1	1
и обобщения	1	3
и мысль	2	1
более сложным	1	1
совершенно иначе	1	1
речь есть	6	1
природы эгоцентрической	2	1
все более	1	3
когда готово	2	1
этом мы	1	1
это факт	1	1
возраста и	2	1
мы говорим	2	1
и речи	19	38
что внутренняя	5	1
и онтогенетического	1	1
из которых	2	3
случае становится	1	1
о происхождении	1	1
могут быть	2	3
это неизбежное	1	1
с психологической	1	2
море всех	1	2
связано с	1	2
деятельности ребенка	1	7
для старой	1	1
к пониманию	3	2
в значении	1	1
от значения	2	1
в его	4	14
данных о	1	1
происходит не	1	1
из этой	1	2
который проделывает	1	1
представляет в	1	1
который мы	2	2
мыслью и	6	7
еще в	1	1
во всей	2	4
что ее	2	1
исследователи пытались	1	1
противоречие между	2	1
к которым	1	1
по мере	7	4
друг по	1	1
не можем	4	1
в лет	2	4
исследования развития	1	1
так мы	1	1
всего развития	1	1
все больше	3	1
внутренняя речь	15	4
речью в	3	2
вовсе не	2	3
между двумя	3	2
кажется нам	1	1
к ним	1	1
про себя	1	2
поставить вопрос	1	1
эти структурные	3	1
за собой	1	2
из этого	2	5
бы прийти	1	1
бы в	5	5
ней с	1	1
одного предмета	1	1
в мышлении	2	1
от речи	8	2
сравнению с	8	5
обратный по	1	1
иначе чем	2	2
мы встречаемся	1	1
этот центральный	1	1
связаны между	3	1
как говорит	5	2
учения о	4	6
в море	1	2
ответ на	2	3
другой стороны	1	9
отношению к	5	7
к выводу	3	4
идет о	2	2
то и	4	3
к этому	2	4
но для	2	1
это целое	1	2
и сама	1	1
и не	18	9
отношение мысли	3	1
со всеми	2	2
таким образом	23	26
по своему	9	1
и речью	2	2
тогда когда	5	3
сравнению со	2	1
тем что	9	6
одно и	3	2
и мышления	1	11
смысле этого	3	3
все эти	6	4
для всего	1	1
полагали что	1	1
которого не	2	1
в данном	5	2
факта что	1	3
ребенка является	3	2
оказывается не	1	1
речи чрезвычайно	1	1
целого ряда	1	1
с самого	7	8
не содержат	2	1
мы находим	3	3
общему чем	1	1
что является	1	2
изначальным аутизмом	1	1
эгоцентрической речи	91	38
в одинаковой	3	2
проистекает из	3	1
является основным	1	2
на его	2	1
как известно	2	3
не оставляет	1	1
эгоцентризма его	1	1
перед нами	2	5
можем не	2	1
в соответствии	1	1
говорили выше	2	2
общего закона	1	1
рассматривать значение	1	1
до конца	5	1
отличается от	3	1
что отличает	1	1
в первом	3	2
исследование в	1	1
разложения на	2	1
авторов мы	1	1
слов и	2	1
своей природе	4	2
в языкознании	1	1
есть речь	2	2
мышлению как	1	1
как ни	1	1
и отношение	1	2
от низших	1	1
в поведении	1	3
мысль которая	1	1
пиаже эгоцентрическая	4	1
в своем	1	3
стороны и	4	1
одного из	2	3
в нашем	4	2
и без	1	1
из слов	1	1
пиаже но	1	2
станем останавливаться	1	1
к области	1	1
области психологии	1	1
эгоцентрическая речь	28	19
речи с	7	2
в психологии	2	10
детского мышления	4	34
как и	15	14
ассоциативной психологии	2	1
должен был	1	1
но которые	1	1
на котором	3	1
значения слов	3	1
выявленный в	1	1
двигательной части	1	1
поэтому в	1	2
