4gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_4gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part1_wordlist_4gram
в нем как в	1	1
для этого прежде всего	1	1
лишь как один из	1	1
и в то же	1	3
сводится к тому чтобы	1	1
с другими идеологическими явлениями	1	1
в его целом ни	1	1
то же время не	1	1
менее всего может быть	1	1
в единстве социальной жизни	4	1
роковую роль в истории	1	1
по теории поэтического языка	1	1
метод в истории литературы	1	1
все более и более	2	1
и не может быть	2	2
что бы то ни	2	1
во всех своих моментах	1	1
и до настоящего времени	1	1
чем это казалось раньше	1	1
занимает очень важное место	1	1
и пр и пр	2	4
и методы истории литературы	2	1
заумный язык и поэзия	1	1
и т п в	1	1
у нас не было	1	1
не говоря уже о	1	1
мы ни взяли мы	1	1
взаимодействии с другими областями	1	1
живом взаимодействии с другими	2	1
и т п одним	1	1
в связи с этим	2	3
фактор воздействующий на литературу	1	1
в то же время	8	5
то же время и	1	1
отсюда отнюдь не следует	1	2
и до сих пор	1	1
очень важное место в	1	1
бы то ни стало	2	1
конкретном единстве идеологического кругозора	1	1
не может быть и	1	3
и пр т е	1	1
и т д ?	1	1
во что бы то	2	1
его конструктивного значения в	1	1
в этом пункте как	1	1
но в то же	2	1
как мы знаем совершился	1	1
как мы видели является	1	1
т п одним словом	1	1
