2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
все же	6	4
его в	3	1
является по	1	1
подобно тому	1	2
говорит против	1	1
так точно	1	2
в развитии	24	26
именно для	1	1
мышлением и	1	7
с необходимостью	2	1
интеллектуальную операцию	1	1
не является	8	9
в известном	4	2
то что	15	20
вещи наряду	1	1
основной вывод	5	1
своих исследованиях	1	1
эту черту	1	1
наряду с	3	2
для развития	3	1
следует за	1	2
рода принадлежало	1	1
тому же	1	1
или на	1	1
языка у	1	2
несмотря на	1	4
мышления и	23	16
отношении ребенка	2	1
связи с	9	9
и которые	3	1
между собой	13	1
и той	2	2
речи к	1	7
однако в	2	1
смысле в	1	1
уже и	1	2
эти фигуры	1	1
как возникает	1	3
или об	1	1
на первый	2	1
которые являются	2	1
речевого общения	4	1
принадлежало свое	1	1
все более	2	1
имеет свое	2	2
различные корни	1	2
не происходит	2	1
иеркса и	1	1
и речи	20	13
из которых	5	3
или нет	1	1
вещь имеет	1	2
не есть	3	1
действия и	1	3
понятно что	1	2
могут быть	5	2
формы поведения	1	2
из которого	1	1
связано с	1	1
позволяет нам	1	1
общее значение	1	1
свое имя	1	3
у другого	1	1
и одновременно	2	1
в его	15	2
все равно	1	2
той и	1	2
через эгоцентрическую	1	2
и может	2	1
т.д но	1	1
в процессах	1	1
же решительно	1	1
который мы	2	1
другом месте	1	2
да и	1	1
во всей	1	5
но сама	1	1
развития детского	2	7
что задача	2	1
их ассоциациями	1	1
к которым	4	4
по мере	1	1
не можем	3	3
были бы	3	2
этот раз	1	1
внутренняя речь	5	3
речью в	1	2
между ребенком	2	1
вовсе не	1	6
ребенка эта	1	1
мышления только	1	1
ни было	2	1
переход к	1	1
всего как	1	1
за собой	1	2
этого момента	2	1
для ряда	1	1
бы в	2	1
т.е по	1	2
в мышлении	11	2
от речи	3	4
сравнению с	3	5
действий и	1	1
мышлении взрослого	1	1
а вместе	1	1
слова которые	1	1
всех форм	2	1
уже сказано	5	3
связаны между	1	1
перед ним	3	1
как говорит	5	2
не обладает	1	1
вывод который	1	1
другой стороны	3	1
отношению к	2	5
что уже	1	1
к выводу	2	6
то и	4	1
в роли	2	1
предмету какого	1	1
способы мышления	1	1
к этому	3	4
первых дней	1	1
но для	1	2
говорит не	2	1
и не	10	7
и интеллектом	1	1
нам придется	1	1
таким образом	17	14
и речью	1	6
связанные с	2	1
