2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
все же	6	5
отлично от	1	1
его в	1	3
вопрос как	1	1
говорит лотце	1	4
состояние которое	1	1
подобно тому	3	4
здесь может	1	1
но тогда	2	1
тех и	2	1
в развитии	1	1
и противоположность	1	1
язык но	2	1
то то	1	1
членораздельные звуки	1	3
и т	6	6
в известном	1	1
то что	10	20
так а	1	1
общим чувством	4	1
его как	1	1
на такой	1	1
все его	1	1
лишь по	1	1
с которою	1	2
связи с	3	6
образа который	1	1
и которые	2	1
себя только	2	1
и той	3	2
то время	1	4
как не	1	3
чувства потому	1	1
которое нам	1	1
о постепенном	1	1
этой цели	2	1
собственно говоря	1	1
смысле в	4	1
из свойства	1	1
уже и	1	1
же с	7	1
при самом	4	1
выведены из	1	1
не противоречит	1	2
больше в	1	1
никто не	3	1
нашей мысли	1	8
нам кажется	1	4
не без	1	1
языка что	1	1
души в	1	2
если спросим	1	1
не есть	10	6
как увидим	2	2
этих последних	3	2
те же	1	3
взаимных отношений	1	1
могут быть	9	8
впечатления общего	3	1
мы принуждены	2	2
сознания и	1	1
которые следует	1	1
в его	5	2
есть когда	1	1
ли мы	1	2
душевным явлением	1	1
в нас	7	3
прежде чем	3	1
мы бы	1	2
и может	2	3
с нею	4	2
ожидать от	1	1
примем что	2	1
не заключает	1	2
который мы	1	1
мыслью и	2	1
обоняния и	1	1
есть только	11	6
понятие о	1	1
по мере	6	5
может нам	1	1
не можем	2	6
были бы	3	1
языка мы	1	2
вовсе не	5	9
ним то	1	1
кажется нам	1	2
к ним	2	1
про себя	1	1
такой степени	1	1
ни было	2	3
мысли с	3	1
степень развития	1	1
по степени	1	1
бы в	4	2
языке есть	3	1
они могли	1	1
каждому из	2	2
иначе чем	1	1
а вместе	3	4
в глазах	3	1
б мы	2	1
вместе и	9	5
конечно если	1	1
жизни нашего	1	1
души на	3	1
ответ на	1	1
на известное	1	1
как предмет	2	1
каждого слова	1	1
могут не	2	1
другой стороны	5	2
так сказать	2	4
что вполне	1	1
то и	7	9
его с	2	2
чувства которые	1	1
к этому	1	2
и какое	1	1
но для	1	1
и не	18	19
что язык	16	2
по времени	2	3
выше мы	1	1
если будем	1	1
таким образом	13	11
связанные с	1	2
время не	1	1
тогда когда	9	10
тем что	9	7
одно и	1	2
чтобы убедиться	1	1
только служат	1	1
же впечатления	1	2
тех какие	1	1
смысле этого	1	3
на внешние	1	1
дает нам	1	1
все эти	1	2
удовольствие от	1	1
если цель	1	2
психологии есть	1	1
значительной степени	2	1
посредством коих	1	1
с самого	3	2
этим последним	3	1
т д	4	3
мы находим	1	2
вкуса и	1	2
как кажется	3	4
и того	2	6
и неудовольствия	4	2
от нашего	1	2
есть б	2	1
чувствуем голод	1	1
перед нами	1	1
других чувств	1	2
слова для	4	2
время свидетельствует	1	1
быть может	1	7
в сравнении	3	2
сами по	1	7
можно понимать	1	1
зрению и	1	1
из виду	1	1
и уже	1	5
и эти	1	1
взаимной связи	1	1
самом обширном	1	1
не понимает	1	1
человеческой речи	1	5
и посредством	1	1
но чувствуем	1	1
все наше	1	1
слов и	4	1
человеческого развития	1	1
чувством а	1	1
на них	1	1
значить что	1	1
дело в	2	1
что человек	5	1
стороны и	2	1
одного из	2	1
в нашем	1	2
и без	3	1
одно время	1	4
душевной жизни	9	7
по крайней	2	5
предмета в	1	2
же следует	1	1
как и	9	7
или что	1	2
каждое мгновение	2	2
же время	4	2
только содержание	1	1
по частям	1	1
и в	39	24
во-первых в	2	1
потому имеют	1	1
с этими	1	1
но не	8	12
в стороне	4	1
быть при	1	1
как скоро	1	1
для нас	9	31
духа между	1	1
не была	1	1
lotze т	4	6
этом самый	1	1
их природы	1	1
с этим	7	7
но это	5	3
друг другу	3	1
нам самонаблюдением	1	1
же в	2	5
изменений в	1	1
нового направления	1	1
нас по	1	1
это не	7	3
между людьми	1	1
некоторое время	1	2
мысли к	1	2
бы ни	4	5
но он	2	2
должно быть	7	2
и совершенно	1	1
того как	6	7
и грубые	1	1
бы быть	4	3
более или	1	8
какие она	1	1
нам остается	1	1
прежде всего	4	7
указывает на	1	2
их не	1	1
иначе если	1	1
зависит и	1	1
рождается вместе	2	1
каком имеет	1	1
внешним предметам	1	1
звук то	1	1
мысль что	5	1
внешних влияний	1	1
эти условия	1	2
в деятельности	2	2
сколько и	3	1
этом не	1	1
зависит от	5	2
с а	2	4
что за	1	2
для других	1	1
перестает быть	1	2
с течением	1	1
чтобы показать	1	1
быть следствием	1	2
тех пор	1	1
нервов как	1	1
все что	2	3
с этой	2	1
тела в	1	1
только посредством	9	2
в говорящем	1	1
речи humboldt	1	1
самого духа	1	1
а только	4	8
не достигает	1	1
которые могут	1	4
первое по	1	1
с довольно	1	1
звукам в	1	1
мы называем	2	3
различия в	2	1
и есть	2	2
самом деле	1	2
голод усталость	1	1
отношения в	1	1
должна бы	1	1
силы не	1	1
хотя и	3	3
в ребенке	1	4
например в	1	3
может только	1	1
то же	6	12
организма а	1	1
его самого	2	1
могло бы	3	1
сравнительно с	2	4
есть всегда	1	1
нельзя сказать	1	1
значение и	2	2
на другие	1	6
то она	2	1
в обратном	1	1
мы видим	4	2
организма то	1	1
им как	1	1
но при	3	1
а и	1	5
в течение	2	1
