3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram	Potebnia_Myslijsyk_partition_part1_wordlist_3gram
из того что	1	1
его действие на	1	1
оно не имеет	1	1
не могут быть	2	3
что на то	1	1
к нам по	1	1
в том в	1	1
то ни было	1	1
ни для кого	1	1
если б мы	1	1
душевной жизни но	1	1
во всяком случае	1	7
в этом единстве	1	1
в каждое мгновение	2	1
что мы не	1	1
бы иначе если	1	1
своих слов humboldt	1	1
и того же	2	6
для того чтобы	2	2
о том что	1	1
а не иначе	1	1
в том как	3	1
на то что	1	3
них не было	1	1
или что на	1	1
было бы невозможно	1	5
хотя мы не	1	1
заметить что не	1	2
и может быть	2	2
не есть б	2	1
себя только испытавши	1	1
то есть посредством	1	1
будем помнить что	2	1
в таком виде	2	1
при этом не	1	1
на самом деле	1	2
между тем как	1	2
друг другу и	1	1
вопрос о том	1	1
психологии есть не	1	1
не менее в	1	1
как и в	2	1
и для самого	1	1
на вопрос как	1	1
друг от друга	2	1
чувственные восприятия и	2	1
потому что в	4	1
что человек есть	1	1
потому что как	2	1
более или менее	1	8
нас в эту	1	1
слова потому что	1	1
происходит тогда когда	2	1
обратить внимание на	1	1
могут быть выведены	2	1
которые могут быть	1	1
которые должны быть	1	1
путем то есть	1	1
то и другое	2	4
так что например	3	1
в сознании все	1	1
том смысле в	3	1
что в истории	1	1
что и в	3	1
т с а	1	1
имеет дело с	1	1
мы видели что	1	1
лишь по мере	1	1
иначе если бы	1	1
в обществе и	1	1
в самом обширном	1	1
том как именно	1	1
и в этом	6	1
от того что	1	4
одного и того	2	6
из коих каждая	1	1
в том смысле	4	4
слова сравнительно с	1	1
в обширном смысле	1	1
его к мысли	1	1
потому что не	4	1
и в слове	1	1
только звук то	1	1
одной и той	3	1
и только исподволь	1	1
так относится к	1	1
само собою как	1	1
стремление к ней	1	1
душе на этом	1	1
что не только	2	1
чувство удовольствия и	1	2
близких к нам	1	1
а потому что	2	1
то что мы	1	2
это не так	1	1
на него мысли	1	1
в том что	13	7
в то время	1	4
но это не	1	1
себя потому что	1	1
того же предмета	1	2
может быть названо	3	2
не потому что	1	1
чувства потому что	1	1
то же время	3	2
и в таком	1	1
по всей вероятности	1	1
одной стороны и	1	1
полученные таким путем	1	1
и т п	2	3
и притом не	2	1
рождается вместе с	1	1
а вместе и	2	4
мысли с другой	1	1
точно так как	6	4
с таким образом	1	2
понятность своих слов	1	1
только испытавши на	1	1
тем не менее	6	5
впечатления общего чувства	3	1
сил необходимых для	1	1
мере того как	3	4
и как бы	3	1
в связи с	1	1
на этом основании	1	1
по крайней мере	2	5
в свою очередь	4	6
но самое это	1	1
то есть дает	1	2
понимание было бы	1	1
бы то ни	2	1
с другой стороны	5	2
таким образом в	1	2
удовольствия и неудовольствия	4	2
имеют для нас	1	1
сам по себе	1	4
то что в	1	2
в душе есть	2	1
а между тем	3	4
души на внешние	1	1
то мы принуждены	1	1
есть в душе	1	1
если бы не	2	1
говорит гумбольдт в	1	1
в действительности не	1	1
на внешние возбуждения	1	1
начнем с указания	1	1
одно которое мы	1	1
вместе с этим	1	1
смысле этого слова	1	3
но с другой	2	1
для нас те	1	1
взявши во внимание	1	1
а не есть	2	1
при других обстоятельствах	1	1
и том же	2	1
но и по	1	1
в одном из	1	1
в отдельном лице	1	1
но все же	1	1
столь же мало	1	1
в эту минуту	1	3
речи humboldt т	1	1
будет иметь только	1	1
том виде в	1	1
потому что мысль	1	1
тех и других	2	1
и то и	1	1
так и в	3	2
для взаимного сообщения	1	1
в каждом языке	1	1
жизни нашего организма	1	1
но так как	1	1
но не в	1	2
с одной стороны	3	3
с указания на	1	1
не было бы	1	4
с общим чувством	1	1
в применении к	2	1
тем что мы	1	2
что у нас	1	1
очень важную роль	1	1
или по крайней	1	2
но тем не	3	3
в то же	3	2
слов humboldt т	1	1
того как мы	1	1
виде в каком	1	1
своей последующей судьбе	1	1
отношений между стихиями	1	1
бы с прежними	1	1
не есть нечто	1	1
первое по времени	1	1
не то то	1	1
но вместе и	1	1
может быть не	1	3
только потому что	2	2
речи и понимания	9	1
воздействия души на	1	1
те же впечатления	1	1
можно заметить что	1	1
для кого не	1	1
можно думать что	1	2
смысле в каком	4	1
по себе и	1	1
в собственном смысле	1	1
том смысле что	1	1
до первого то	1	1
с самого начала	3	2
что касается до	1	1
с ним то	1	1
и той же	3	1
в том виде	1	1
света и звука	1	1
таким же путем	1	1
находятся в связи	1	1
это было бы	1	1
что на ней	1	1
с тем что	3	1
по себе не	1	3
до сих пор	1	4
в одном и	2	1
в самой мысли	1	1
внимание на следующее	1	1
сама по себе	3	2
мог бы быть	1	1
что во всех	1	1
чувство ожидания и	1	1
в таком случае	2	2
мы не в	1	1
дело в том	2	1
к которому мы	1	1
в каком имеет	1	1
сливались бы с	1	1
как бы ни	2	3
они могли бы	1	1
нам остается только	1	1
то тем самым	1	1
может быть только	1	1
но на деле	2	2
мы не можем	1	3
в этом смысле	4	2
в одно целое	1	2
одном и том	2	1
бы ни было	1	1
после того как	1	2
не заключает в	1	2
то же выйдет	1	1
lotze т с	4	6
вызывает в сознании	1	1
развивается только в	1	1
себе не может	1	1
только в обществе	1	1
то все же	1	2
как и во	1	2
язык говорит гумбольдт	1	1
в одно время	1	4
т с в	2	1
только в том	6	1
обширном смысле этого	1	2
независимо от языка	2	1
различия в строении	1	1
не в состоянии	1	4
друг на друга	1	1
именно того что	1	1
на все наше	1	1
а и б	1	1
во многих случаях	1	1
между человеком и	2	1
по мере того	3	4
до такой степени	1	1
в обратном отношении	1	1
ср humboldt т	1	1
что если бы	1	2
что само слово	1	1
а в том	3	1
подобно тому как	3	4
одно из необходимых	1	1
как перед нами	1	1
так а не	1	1
при этом самый	1	1
humboldt т с	21	10
одно время с	1	1
в нем самом	5	1
то время когда	1	1
могут быть названы	2	1
с этой точки	1	1
не может быть	9	2
не в том	4	2
в создании языка	2	1
если не в	1	1
на то же	1	1
в человеке и	1	1
само по себе	4	2
и независимо от	1	1
нельзя себе представить	2	1
из виду что	1	1
к языку это	2	1
сами по себе	1	7
потому что мы	2	1
по своей последующей	1	1
не во всех	1	1
и связанное с	1	1
никогда не достигает	1	1
и т д	4	3
между тем в	1	1
себя и других	1	1
только по поводу	1	1
быть выведены из	1	1
только тогда когда	4	2
заключает в себе	2	4
зрению и слуху	1	1
и тем самым	1	1
применении к языку	2	1
очевидно что если	1	1
совмещает в себе	1	1
что в нас	1	1
и в жизни	1	2
так как чувство	1	1
потому что для	1	1
членораздельным звуком и	1	1
в сравнении с	2	2
до значительной степени	1	1
