2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram
все же	3	6
его в	2	3
приводят нас	1	3
огромное значение	1	3
и закономерностей	1	1
его развитии	1	2
различных предметов	1	1
подобно тому	4	1
что развитие	8	3
так точно	4	1
при образовании	1	1
в развитии	28	24
кроме того	1	1
с необходимостью	5	2
иначе как	2	1
взрослого таким	1	1
нашего исследования	1	1
к проблеме	1	2
не является	5	8
медленно и	1	1
виде мы	1	1
в известном	8	4
то что	26	15
с понятием	1	3
для развития	6	3
все его	1	1
этой второй	1	3
тому же	2	1
раньше овладевает	1	1
или на	1	1
на отдельные	2	1
несмотря на	1	1
мышления и	4	23
связи с	3	9
развития интеллекта	1	1
более ранних	1	1
и которые	1	3
то время	4	4
и той	1	2
между собой	13	13
речи к	2	1
психологической природы	2	2
этой цели	1	1
однако в	1	2
того почему	1	1
уже и	1	1
которые являются	2	2
на первый	1	2
с понятиями	1	4
этом случае	3	1
все более	1	2
всего этого	1	1
особенность состоит	1	1
возраста и	2	3
не происходит	1	2
операции с	1	1
из которых	3	5
или нет	1	1
не есть	4	3
действия и	1	1
могут быть	4	5
позволяет нам	1	1
в его	11	15
все равно	2	1
и другим	2	1
и может	3	2
исследования согласно	1	1
отношение к	11	1
уже готовых	1	1
является основной	1	1
который мы	2	2
другом месте	4	1
еще в	3	2
да и	1	1
к которым	2	4
по мере	2	1
не можем	1	3
были бы	1	3
внутренняя речь	7	5
слова или	1	4
вовсе не	2	1
между двумя	3	2
готовом виде	1	2
ребенка эта	1	1
переход к	3	1
за собой	1	1
ребенка развитие	1	1
образом что	2	2
бы в	4	2
показали бы	1	1
объясняет нам	2	2
собой по	1	1
сравнению с	5	3
и изолированном	1	1
уже сказано	1	5
понятий является	1	3
связаны между	3	1
перед ним	1	3
входят в	1	1
другой стороны	2	3
отношению к	12	2
что уже	1	1
к выводу	1	2
то и	2	4
к этому	3	3
развитии понятий	1	3
результатов к	1	1
