3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_3gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_3gram
несколько слов о	1	1
уже говорили что	2	1
нет и не	1	1
все то что	1	2
на мир и	1	1
как мы уже	5	5
и ценный материал	1	1
в той или	5	2
во всяком случае	1	1
во время карнавала	2	1
мы встречаемся с	1	1
романа рабле и	1	1
еще и в	1	1
для того чтобы	1	3
с возрождением и	1	1
с материально-телесным низом	1	3
и глубже и	1	1
т.п все это	1	1
и др они	1	1
на первый план	1	1
в большей или	4	2
гротескного реализма это	2	1
на самом деле	2	3
в том числе	10	3
для эпохи возрождения	1	1
xvi века а	1	1
до наших дней	1	2
в его целом	1	1
о шекспире гюго	1	1
если на протяжении	1	1
момент но в	1	1
в эту эпоху	1	1
как раз и	2	1
в его романе	1	2
еще и не	1	1
и у рабле	1	1
у рабле и	1	1
очень далек от	2	1
в более широком	1	1
в гротескном реализме	4	2
верх и низ	1	2
и др и	1	1
той или иной	5	2
канонам и нормам	1	1
существенное отношение к	1	2
во всем своем	1	1
мы имеем в	1	1
в свое время	2	1
включает в себя	1	1
как раз в	1	2
смеховой культуры и	2	3
рабле в ряду	1	1
то есть с	1	1
еды и питья	1	2
и в романе	1	2
и еще не	3	1
но и в	2	2
и так сказать	1	1
друг в друга	2	2
смеховых обрядово-зрелищных формах	1	1
подлежит никакому сомнению	1	2
обрядово-зрелищных карнавальных форм	1	1
смеха в мировой	1	1
в других местах	1	3
и не может	1	1
и в частности	2	1
отдельные чисто отрицательные	1	1
рабле в духе	1	1
только в пределах	1	1
чисто отрицательные явления	1	1
и все остальные	1	1
в том что	6	1
культуры и литературы	1	1
и т.п но	1	1
так например в	1	1
оказала определяющее влияние	1	1
в одном месте	1	2
в смеховых обрядово-зрелищных	1	1
то же время	1	6
очень далеки от	1	2
народной смеховой культуры	21	6
связь смеха с	1	1
на отдельные чисто	1	1
праздник дураков праздник	1	1
возрождающей и обновляющей	2	1
те особенности которые	1	1
выраженный карнавальный характер	1	1
на народных языках	5	1
первых мест в	1	1
и прежде всего	3	3
в частности и	1	1
и обновляющий момент	1	1
акцент лежит на	1	1
в связи с	1	4
и в области	1	1
и в более	1	1
средневековья и прежде	1	1
по отношению к	1	2
с другой стороны	1	1
в приведенном нами	1	1
именно эта сторона	1	1
немецкого ученого шнееганса	1	1
в отличие от	4	3
как бы к	1	1
на весь мир	1	1
его образов и	1	1
имея в виду	1	1
мы уже сказали	3	1
у рабле в	3	2
точки зрения этих	1	1
резкий статический контраст	1	1
в новое время	3	1
но несмотря на	1	1
лег в основу	1	1
в эпоху рабле	1	6
вовсе не в	2	1
средние века и	2	1
в одном из	1	1
смехового аспекта мира	3	3
языка но и	1	1
но все же	2	1
в этом мотиве	1	1
в основе своей	2	1
дураков праздник осла	1	1
всех классиков мировой	1	1
смехового начала в	1	1
в общей сложности	1	1
это вовсе не	1	2
в значительной мере	2	1
в узком смысле	2	1
или иной степени	1	1
во всех этих	2	1
века и в	3	2
можно сказать что	1	2
большей или меньшей	4	3
материально-телесного низа и	1	1
или иной форме	4	1
в применении к	3	1
возрождающий и обновляющий	1	1
том числе и	7	2
он в сущности	1	1
низа все это	1	1
его связь с	2	3
в обычном смысле	1	1
до нас дошли	1	1
в то же	1	6
в этом отношении	3	2
в романе рабле	2	15
отрицательные явления действительности	1	1
в книге о	2	1
гротескного реализма и	1	1
прежде всего необходимо	1	3
и обновляющей силы	2	1
прежде всего на	2	1
смеховой аспект мира	1	2
в xvii веке	2	1
переходят друг в	1	2
некоторые из них	1	1
нового времени и	3	1
в собственном смысле	1	1
дальнейшем по ходу	2	1
вполне понятно что	2	1
в области литературы	2	1
связь с временем	1	1
это конечно не	1	1
и до сих	1	1
в отрыве от	2	1
имеем в виду	1	1
тех или иных	1	1
видения и понимания	1	1
жизни и смерти	1	2
возрождением и обновлением	2	1
до сих пор	4	4
в сущности только	1	3
в году вышла	1	1
в своем роде	1	1
в тех или	1	1
связаны со смехом	1	1
рабле его творчество	1	1
смеховой литературы средневековья	1	1
образов рабле и	1	1
говорит об этом	1	2
образов и его	1	1
дело в том	2	1
с точки зрения	3	1
средневековья и возрождения	2	2
и в духе	1	1
из всех классиков	1	1
не понимает в	1	1
мы уже говорили	7	3
может быть только	1	1
но как раз	1	1
сбрасывается в телесный	1	1
сих пор еще	3	1
всегда в той	2	1
и т.п все	2	2
xvi века и	1	2
в образах еды	1	1
остановимся прежде всего	1	1
определяющее влияние на	2	1
рабле рядом с	1	1
или меньшей степени	4	2
смеха и его	2	2
материально-телесный низ гротескного	1	1
во всей мировой	1	1
имеет существенное отношение	1	1
проклятий и божбы	1	1
книге о шекспире	2	1
эпохи и в	1	1
и в других	2	2
низ гротескного реализма	2	1
но в то	1	4
не подлежит никакому	1	2
в телесный низ	1	1
и не к	1	1
в вопросе о	1	1
снижение то есть	1	1
употребленные в ласковом	1	1
писателей мировой литературы	1	1
книга эта в	1	1
площадной речи и	1	1
и др на	1	1
имеет в виду	1	2
в своей книге	2	2
в значительной степени	2	2
классиков мировой литературы	1	1
по ходу нашего	2	1
остается почти вовсе	1	1
был уже утерян	1	1
в настоящее время	1	1
в дальнейшем по	2	1
в особенности в	1	1
материально-телесного низа все	1	1
в мировой литературе	1	3
не может быть	1	2
средневековья и ренессанса	1	1
связи с народной	1	1
и др в	2	1
по ту сторону	1	1
это как бы	1	1
и далеко не	1	1
в эпоху ренессанса	1	1
сложное и противоречивое	1	1
в произведении рабле	1	1
всей мировой литературе	1	1
мы уже указывали	1	1
мы видим что	1	1
в средние века	4	1
встречаемся с ним	1	1
т.п все эти	1	1
ни к какому	2	1
особый тип общения	1	1
мир и на	1	1
в xix веке	1	1
все эти три	1	1
ругательства и проклятия	1	1
жизни со смертью	1	1
рабле у нас	1	1
даже и в	3	1
в ряду этих	1	1
