3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram
с теоретической и	1	1
всегда готово когда	1	2
не только в	1	1
мы говорили выше	1	2
собственном смысле этого	4	3
не могут быть	2	1
процессе детского развития	1	1
то что с	1	1
как мы уже	3	1
не совпадают в	1	1
сложный таинственный и	1	1
можно было бы	5	1
для того чтобы	5	18
во всяком случае	3	1
и только по	1	1
в современной психологии	1	1
развития ребенка и	1	1
человека мы также	1	1
доказательство того что	1	1
ступени в развитии	5	1
к мысли и	1	2
как это мы	2	1
ребенка с помощью	1	1
в высшей степени	2	1
мы видим в	2	1
друг с другом	7	2
мы имеем дело	1	1
что иное как	1	1
в этом случае	3	14
и то что	4	3
в обоих случаях	3	1
не означает того	1	1
на самом деле	1	2
ребенка и взрослого	1	1
в том числе	2	1
в одинаковой мере	2	1
могли бы сказать	2	2
в основу нашей	1	1
не только не	5	9
новых понятий есть	1	1
как и в	1	3
развития представляет собой	1	1
мышления в целом	1	1
друг от друга	1	2
потому что в	1	1
в детском возрасте	2	1
в первую очередь	4	1
речи не совпадают	1	1
вместе с возрастом	2	4
и не совпадать	1	1
с которыми он	1	1
ни в какой	1	2
чем перейти к	1	2
что этот признак	1	1
подтверждают это предположение	1	1
в школьном возрасте	5	1
значения слова с	1	1
то же слово	3	1
с помощью принципа	1	1
то и другое	1	3
не иначе как	1	2
прежде всего в	1	2
исключает всякую возможность	2	1
что и в	1	1
мы могли бы	9	4
есть такой сложный	1	1
этой точки зрения	4	4
в развитии детской	1	1
что мы ожидаем	1	1
одним и тем	3	2
к тому что	1	6
в зависимости от	1	1
тот факт что	1	1
возможным только тогда	1	1
распространяется на все	1	1
он различает два	1	1
в действительности мы	1	1
в мысли ребенка	1	1
знак равенства между	1	1
с помощью речи	2	1
чем иным как	1	2
по сравнению со	1	2
слова не только	1	1
с теоретической стороны	1	1
во всей своей	1	1
совершенно понятно что	1	1
ситуации в которой	1	3
одной и той	4	2
природы слова и	1	1
понятий есть такой	1	1
по сравнению с	3	7
не что иное	1	1
же как и	4	2
в наших глазах	1	3
нашего исследования является	1	1
нечто такое что	1	2
во всех остальных	1	1
наступления школьного возраста	1	1
в том что	31	13
мы не станем	1	1
в то время	1	2
развития научных понятий	8	2
понятия не заканчивается	1	1
виду одно и	1	1
так например в	1	1
вместе с развитием	1	1
так как для	1	1
к выводу что	2	2
тот момент когда	1	1
сомнения в том	1	1
больше и больше	1	2
в развитии ребенка	1	1
и находит свое	1	1
между ним и	1	1
сравнению с житейскими	1	1
одного из авторов	1	1
одной стороны и	2	3
между мышлением в	1	1
но для того	1	1
не заканчивается а	1	1
показывает что в	1	1
с таким образом	3	1
отношения между вещами	1	1
тем не менее	1	3
сохраняет всю свою	1	1
по своей структуре	1	2
но вместе с	2	1
в целом оно	1	1
есть прежде всего	1	1
и ту же	1	1
так же как	5	7
по своему значению	3	2
и то же	6	3
отношение слова к	1	1
в свою очередь	2	2
все больше и	1	2
в том же	1	1
