3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_3gram
несколько слов о	3	1
ипполита мое необходимое	1	1
при этом каждое	1	1
как мы уже	3	2
можно было бы	1	2
в той или	1	4
во всяком случае	1	4
он ни был	1	1
на протяжении всего	1	4
о том что	2	1
особенно в его	1	1
мы можем сказать	1	2
и то что	1	1
свое последнее слово	1	1
но только в	1	1
от него он	1	1
с самим собой	1	7
создает особый тип	1	1
себя самого в	1	1
в большей или	2	1
в большинстве случаев	4	2
для правильного понимания	2	1
в его целом	1	2
как и в	3	1
сам с собою	1	1
друг от друга	1	1
потому что они	1	1
так и для	1	1
себе самому к	1	1
в этом произведении	2	1
и отчасти к	1	1
к этому мы	1	1
в братьях карамазовых	2	3
может быть и	2	1
той или иной	1	4
прежде всего в	1	1
в своих произведениях	1	1
произведений записки из	1	1
записок из подполья	1	3
и в то	2	2
мы видели что	2	1
записки из подполья	2	1
как и все	1	2
отношение к себе	3	3
последующего творчества достоевского	2	1
чем иным как	1	1
ну и пусть	1	1
во всей своей	1	1
исповедь ипполита мое	1	1
и не может	1	2
мы остановимся только	1	1
всей своей полноте	1	1
вдруг почувствовал что	1	1
в том что	3	2
в нем есть	1	1
отношение к другим	1	1
то же время	5	10
бы он ни	1	1
знает что он	1	1
ли бы я	1	1
лучше всех знает	1	1
тем не менее	2	1
и наконец в	2	2
мое необходимое объяснение	1	1
и прежде всего	5	4
которое совершается в	1	1
именно потому что	1	2
по крайней мере	1	1
по отношению к	1	6
с другой стороны	1	3
что дело идет	1	1
стиль и тон	1	3
в отличие от	1	2
остановимся только на	1	2
а между тем	2	3
записках из подполья	1	1
в нем и	1	1
как и его	1	1
смысле этого слова	1	2
можем сказать что	1	2
этом смысле можно	1	1
в записках из	1	1
самим собою и	1	1
как бы уже	1	3
как мы сказали	1	1
и все его	1	1
я не могу	1	1
так и в	2	2
можно сказать что	4	1
большей или меньшей	3	1
или хотя бы	1	1
или иной форме	1	2
в нем нет	3	1
всех знает что	1	1
он в сущности	1	3
но тем не	1	1
нас прежде всего	2	1
в то же	5	10
в этом отношении	1	1
человека с человеком	1	2
друг к другу	1	3
потому что я	1	1
все это и	1	1
а не в	1	1
и если б	3	1
мне все равно	2	2
и в стиле	1	1
особое место занимает	1	1
но к этому	1	1
с самого начала	3	8
же время как	1	1
это конечно не	1	1
или во всяком	1	1
человека из подполья	1	13
творчестве достоевского в	1	1
до сих пор	5	1
карамазова с чертом	2	1
самим собою в	1	1
говорит о себе	1	1
для всех героев	1	1
в произведениях достоевского	1	2
более и более	1	1
с точки зрения	2	2
в исповеди ставрогина	1	1
в творчестве достоевского	5	4
сохраняется и на	1	1
то что я	1	2
к себе самому	6	13
мы уже говорили	2	5
сих пор еще	2	1
в этом смысле	1	3
именно тем что	1	2
смысле можно сказать	1	1
или меньшей степени	2	1
и в целом	1	1
этом отношении очень	1	1
если б я	2	2
и в последующем	1	1
как и во	1	1
все более и	1	1
глубины души человеческой	1	1
всех героев достоевского	1	1
но в то	1	4
в конце концов	1	3
и в нем	1	3
то же самое	1	1
и на протяжении	1	1
с самим собою	4	7
но не может	1	1
ивана карамазова с	2	1
тут я вдруг	1	1
почти каждый из	1	1
и отчасти с	1	1
не может быть	1	3
не чем иным	1	1
мы не найдем	1	1
то есть все	1	1
к братьям карамазовым	1	1
прежде всего поражает	1	1
себе самому и	1	5
достоевского особенно в	1	1
я не хочу	1	2
с собой он	1	1
