3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram
речи у школьника	1	1
всей теории пиаже	1	1
функций между собой	1	2
в том чтобы	3	1
одного предмета на	1	1
ребенка сопровождается известной	1	1
для того чтобы	15	14
но с точки	1	1
умственном развитии ребенка	1	2
о том что	6	4
этой точки зрения	1	4
на первый план	2	1
всего учения о	1	1
на самом деле	1	1
в одинаковой мере	1	2
могли бы сказать	2	2
не только не	1	3
в наших опытах	2	1
нет другого пути	1	1
и вместе с	1	1
ответ на этот	2	2
социальных форм мышления	1	1
мысль ребенка более	1	1
корни этой логики	1	1
той или иной	1	1
не иначе как	1	2
мы могли бы	5	6
и не является	1	1
и на все	1	1
на первом месте	1	1
в зависимости от	2	2
мы только что	2	1
от того что	2	2
к логике отношений	1	2
ребенка до лет	2	1
на то как	1	1
которое опирается и	1	1
и в частности	2	2
эту проблему и	1	1
так же точно	9	1
в том что	15	11
оказывается не в	1	2
ко всем остальным	1	1
ступень в развитии	1	2
представляет собой единое	2	1
положительный ответ на	1	1
вещи к самой	1	1
так же как	5	7
того чтобы сделать	1	2
и то же	2	1
имели в виду	1	1
и в бессознательности	1	1
в отличие от	1	2
к моменту начала	1	3
есть все основания	2	1
как известно ребенок	1	1
в тех случаях	1	1
кроме того что	1	1
с памятью и	1	1
при этом она	1	1
мы должны наметить	1	1
же точно как	1	1
но все же	1	2
мы видим таким	3	1
и на их	1	1
как процесс подчиненный	1	1
является переход от	1	1
исследования мы не	1	1
наши исследования показали	1	1
том числе и	1	1
в этой связи	1	1
обучении и развитии	1	1
в то же	2	1
детской мысли в	1	1
в собственном смысле	5	1
что мы знаем	1	1
таким образом мы	1	1
с самого начала	8	5
в самом деле	2	2
и в какой	1	1
сама по себе	1	4
то же что	1	1
что в действительности	1	1
более и более	2	1
с точки зрения	18	9
в целом в	2	1
мы не можем	1	1
в этом смысле	1	1
в настоящей книге	1	1
если мы хотим	2	1
порождает этот эгоцентризм	1	1
его вовсе не	1	1
совершенно то же	1	1
в силу этого	3	1
речи таким образом	1	1
что сознание представляет	1	1
первом школьном возрасте	1	1
нас к выводу	1	1
для современной психологии	3	2
в теории пиаже	3	2
в умственном развитии	1	2
само по себе	1	2
развития научных и	1	1
не станем излагать	1	1
заключается в том	6	5
эгоцентризм ребенка сопровождается	1	1
лет и в	1	1
можно так выразиться	1	1
не приниматься в	1	1
которую порождает этот	1	1
предмета на другой	1	1
в расчет при	1	1
показали что в	1	1
и тем более	1	2
является то что	2	2
того чтобы выяснить	2	1
и спонтанных понятий	1	1
только в заключение	1	1
и потому что	1	1
привел к тому	1	1
тех случаях когда	1	1
логики и причины	1	1
психологической точки зрения	1	1
отличаются друг от	1	1
собой разумеется что	1	1
опирается и пиаже	1	1
же как и	4	1
этом вопросе и	1	1
развития научных понятий	2	2
не может возникнуть	1	1
что мысль ребенка	1	1
предметов в силу	1	1
этот вопрос который	1	1
в свою очередь	3	3
по отношению к	7	12
с другой стороны	9	2
мы имели в	1	1
собой единое целое	1	1
до логического предела	1	1
к вопросу о	1	1
и развития их	1	1
целый ряд особенностей	1	1
детского мышления и	8	1
вместо того чтобы	2	3
в известной мере	1	1
бы сказать что	2	1
друг к другу	1	1
того что оно	1	1
детского мышления как	2	1
развития понятий в	1	1
в известном смысле	2	7
если можно так	1	1
в другом месте	6	4
и той же	2	1
двумя причинами во-первых	1	1
в том виде	1	1
ребенок не имеет	1	1
то что обычно	1	1
такой же мере	3	3
мысли ребенка до	1	1
на этом вопросе	1	2
том что в	2	2
его значение в	1	1
означает в то	1	1
на которое опирается	1	1
на этот вопрос	2	4
вопроса об отношении	2	1
развития значений слов	1	1
в первом школьном	1	1
по своей природе	2	1
об отношении между	2	1
мы и должны	1	1
мышления потому что	1	1
только в этой	1	1
не столько в	1	1
и в известном	2	1
отношение вещи к	1	1
мере как и	1	2
в сущности это	1	2
которые не имеют	1	1
надо сказать что	1	1
результате этого исследования	1	1
развития в целом	1	1
из того что	5	4
интересующего нас вопроса	1	1
что он является	1	1
во всяком случае	3	1
как мы это	1	1
письменной речи и	1	2
между обоими видами	1	1
друг с другом	4	7
в высшей степени	4	2
и то что	1	2
в том числе	1	1
к самой себе	1	1
таким образом и	2	1
друг от друга	3	4
потому что в	1	2
в основе этого	1	1
между двумя крайними	1	1
стороны речи и	1	2
межфункциональных связей и	1	3
что у ребенка	1	2
к тому что	3	1
не способен к	1	1
в эгоцентризме мысли	1	1
одной и той	2	1
и не может	1	2
по сравнению с	5	5
проистекает из того	1	4
мы думаем что	1	1
мы не станем	4	2
мы хотели бы	2	1
бессознательности которую порождает	1	1
но тем самым	1	1
это вопрос о	1	1
тем и другим	2	1
в детской речи	1	1
в их развитии	1	1
мы должны были	1	1
но вместе с	4	1
и в известной	1	1
сопровождается известной бессознательностью	1	1
того что нам	1	2
сам по себе	3	1
связей и отношений	2	3
связи с развитием	1	1
эти же самые	1	1
на всем протяжении	2	2
благодаря тому что	2	1
