3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_3gram
у нас в	1	1
ту мысль что	1	5
удивительно поэтому что	1	4
из того что	3	4
автономной детской речи	3	1
опытах над шимпанзе	1	1
не могут быть	2	1
установить что в	1	1
можно было бы	5	5
стоит ближе к	1	1
мы снова должны	1	1
особенности детского мышления	1	3
помощью которого он	1	1
что мы не	1	1
не может не	1	1
первостепенное значение для	1	1
в современной психологии	1	1
рядом друг с	1	1
все равно что	1	1
для того чтобы	8	10
этой точки зрения	1	1
на то что	4	6
друг с другом	5	2
условием для того	1	1
было бы невозможно	1	1
мы видим в	2	2
бы показать что	1	1
и то что	2	1
на каждом шагу	1	1
на первый план	1	1
является то что	1	2
если мы примем	1	1
на самом деле	1	2
в том числе	1	3
вопрос о том	1	2
в сущности и	1	1
не только не	2	1
умственного развития ребенка	2	1
мышления в частности	1	1
зависимости от этого	1	2
и мышления и	1	1
но все это	1	1
как и в	1	1
друг от друга	1	2
те же самые	3	1
ответить на этот	1	1
объяснения того как	1	1
с помощью которого	1	2
в мышлении ребенка	2	1
то и другое	1	1
скажем только что	2	1
той или иной	1	1
мы видели что	3	3
мы могли бы	9	4
что у ребенка	1	1
что как бы	1	1
пиаже как известно	1	1
только в силу	2	1
того факта что	1	1
в этом пункте	1	2
включает в себя	1	1
своем развитии и	1	1
весь ход развития	1	1
в зависимости от	5	6
тот факт что	1	1
как раз в	2	2
и связи с	1	1
как и все	1	1
в том смысле	2	1
необходимым условием для	1	2
является необходимым условием	1	2
и теперь но	1	1
несмотря на то	2	1
основе ее лежит	1	1
то обстоятельство что	1	1
рассматривается как нечто	1	2
детской речи как	1	1
сделать то что	1	1
как одна из	1	1
по своей психологической	1	3
не отдает себе	1	2
по сравнению с	14	5
пиаже в этом	1	1
и т.д то	1	1
из тех отношений	1	1
когда мы говорим	2	1
в том и	1	1
себе отчета в	1	2
в том что	19	21
мы не станем	2	2
ребенка а не	1	1
не потому что	1	2
к выводу что	1	1
и все же	1	1
в развитии ребенка	1	3
на известной стадии	1	1
ступень в развитии	4	3
что переход от	1	2
он не способен	1	1
прямо противоположным тому	1	1
связаны между собой	1	1
проблемы развития понятия	1	1
у ребенка в	1	2
но вместе с	1	1
так же как	6	1
в связи с	2	6
эта точка зрения	1	1
приводит к тому	1	1
именно потому что	2	1
в том же	2	2
по отношению к	10	5
с другой стороны	2	1
раньше чем он	1	1
в отличие от	1	3
но в ином	1	1
сам по себе	1	1
связи с этим	1	1
мы можем установить	1	1
того что ребенок	1	2
в процессе развития	1	5
он не может	1	1
просто потому что	1	1
проб и ошибок	1	5
функции не только	1	1
так и по	2	1
обратным путем от	1	1
что представляет собой	1	1
на всем протяжении	1	2
в наших опытах	1	1
том что отношение	1	1
смысле этого слова	1	3
в целом мы	1	1
в приведенном выше	1	1
как в опытах	1	1
в данном случае	1	3
того как в	1	1
об одном и	2	1
мы видим таким	1	1
ребенок никогда не	1	1
именно в этом	2	1
нам думается что	5	2
находится в зависимости	1	1
но так как	1	1
можно сказать что	6	1
с одной стороны	1	7
он утверждает что	1	1
том числе и	1	3
и тот же	1	1
раз в этой	1	1
вместо того чтобы	2	1
в этом отношении	3	3
собственном смысле слова	1	3
бы сказать что	2	1
как мы видели	4	1
точно так же	1	1
друг к другу	3	1
сравнению с развитием	1	1
одно и другое	1	1
приведенном выше отрывке	1	1
и т.д и	1	2
потому что эта	1	1
том смысле что	2	1
зависимости от того	1	1
он делает это	1	1
в собственном смысле	1	3
с самого начала	7	1
в самом деле	1	4
потому что он	4	2
на этот раз	1	1
с тем что	2	1
по себе является	1	1
до сих пор	3	1
на одной плоскости	1	1
ничего общего с	1	1
по самому своему	1	1
потому что его	1	1
в последнее время	2	4
отдает себе отчета	1	2
том что в	1	2
с точки зрения	10	18
думается что все	1	1
нечто принципиально иное	1	1
развития мышления и	1	2
мы не можем	1	3
в этом смысле	2	2
видим таким образом	1	1
оно не может	2	1
детских слов это	1	1
после того как	1	1
что ребенок в	3	1
развития детской речи	1	1
сам пиаже склонен	1	1
к мысли взрослого	1	1
один и тот	1	1
в сущности говоря	4	1
в силу этого	1	1
что он не	1	2
тогда когда ребенок	1	1
как увидим ниже	2	2
в совершенно ином	1	1
пункт в развитии	1	1
и не могут	1	1
на этот вопрос	2	5
в своем развитии	4	2
только в том	1	1
если верно что	2	1
совершенно так же	1	1
то же самое	6	2
ребенка вместе с	1	1
подобно тому как	1	2
мысль что с	1	1
речи в самом	1	1
могут привести к	1	1
не может быть	2	6
этого процесса с	1	1
и подлежит объяснению	1	1
и переход к	1	1
самом деле не	1	1
точки зрения этой	1	1
том что всякое	1	1
сами по себе	1	1
на этой ступени	1	1
состоит в том	2	3
о том как	1	1
привело нас к	3	1
и тогда когда	1	1
остается в силе	2	1
заключается в том	5	7
же самое что	1	2
только тогда когда	1	2
говорили что в	1	1
и тем самым	5	1
сам пиаже как	1	1
то что он	2	2
в развитии мышления	1	4
выше в сущности	1	1
не удивительно поэтому	1	4
только то что	2	1
то что в	1	1
но мы должны	1	1
