4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_4gram
теперь мы должны перейти	1	1
как мы уже говорили	1	2
в творчестве достоевского мы	1	1
то есть все то	1	1
как мы уже отмечали	1	1
к себе самому и	1	1
как бы он ни	1	1
можно даже сказать что	1	1
дело идет именно об	1	1
той линии развития европейской	1	1
есть все то что	1	1
можно было бы дать	1	1
и в то же	3	2
в то же время	7	5
бы он ни был	1	1
но в то же	2	1
позиции по отношению к	1	1
о том что все	1	1
во всех произведениях достоевского	1	1
мы должны перейти к	1	1
