2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
сказке он	1	4
все же	5	9
его в	3	9
одну особенность	1	1
в царство	4	2
роль при	1	1
особом помещении	1	1
выходит из	1	1
отвоевывает себе	1	1
неи итак	1	1
связь с	6	12
теперь к	2	1
старших в	1	1
не следует	1	1
этих случаях	7	8
в одну	1	2
так например	1	2
подобно тому	1	1
ли такие	1	1
иван купеческий	2	1
русской и	1	1
общего с	1	1
за него	2	1
некоторых случаях	3	4
второй раз	1	1
или службы	1	1
эти материалы	2	1
даже в	2	4
что им	2	1
одним из	4	1
а от	1	1
из него	1	1
как нет	1	1
в иное	1	7
право на	1	2
и к	3	1
мы имеем	19	7
время обряда	1	2
получает от	1	1
в северной	3	2
но здесь	1	1
в могилу	2	2
одной сказке	3	2
независимо от	2	1
он по	2	1
является и	1	3
чтобы заставить	1	1
мы читаем	1	2
волшебного средства	2	1
и всей	1	1
что при	1	1
мы здесь	4	2
и постится	1	1
то мы	2	2
вынула из-под	1	1
его и	4	2
связан с	2	3
так и	2	10
в другой	4	3
и спроси	1	1
коня на	1	1
частный случай	2	4
уже давно	2	1
и т	16	27
животное которое	1	1
с тотемными	1	2
они имеют	1	2
и у	3	5
говорит если	1	1
д в	1	1
то что	7	16
но как	1	1
не как	1	1
его своей	1	1
с дарителем	1	1
имеем и	3	2
о благодарных	3	1
не один	1	1
к службе	1	1
умираю и	1	1
в особенности	2	2
случай показывает	1	2
бы думать	1	1
чтобы дать	1	1
должна быть	1	2
в русских	3	2
в одном	2	5
эту куклу	1	1
иное как	3	3
можно найти	4	2
попадают в	2	1
который уже	1	1
той же	2	1
берет на	1	1
береги ее	1	1
если бы	6	2
прочим и	1	1
это уже	1	2
оставляю тебе	1	1
связи с	6	3
когда ты	1	1
ни в	2	2
то время	2	1
между собой	1	1
как не	1	1
что в	15	14
герой попадает	3	1
нас в	1	1
в сказке	50	47
волшебного помощника	1	2
это слишком	1	1
однако в	1	2
в фольклоре	1	2
в начале	1	1
и они	4	2
а как	1	2
и и	2	3
в своей	1	4
хотя он	1	1
у племени	1	3
ниже в	1	2
женской линии	1	1
но если	1	1
под землю	1	2
герой возвращается	1	1
о василисе	1	1
также то	1	1
наоборот так	1	1
на острове	3	2
образом я	1	1
конем но	1	1
предметы которые	1	1
этом случае	5	3
что дело	1	1
что она	5	3
как правило	2	1
эти мотивы	1	1
очень часто	3	1
о чем	1	3
шаман часто	1	1
и что	2	5
этом мы	1	1
братья и	1	1
верно если	1	1
еще одну	2	1
и все	3	2
на голове	1	1
наблюдать что	1	1
что представление	1	1
перед мертвецами	1	1
на этот	1	2
могилу матери	4	1
здесь фигурирует	1	1
указать на	2	3
что мертвец	1	1
переносится на	2	1
что на	4	2
жизни и	2	1
ты не	2	1
после того	2	2
для чего	1	1
уже видели	3	1
указать что	3	2
становится понятным	1	2
стоит на	3	2
в них	6	1
или нет	1	1
я умираю	1	1
можно возразить	1	1
не есть	1	2
шли шли	1	1
и так	2	1
с миром	2	3
а он	5	1
очень мало	1	1
не может	4	6
могут быть	5	6
о связи	4	1
и за	1	2
то чего	1	3
из которого	2	1
связано с	4	1
там где	7	3
они показывают	1	2
мы видели	13	6
древнейшая форма	1	2
имеются в	2	1
здесь еще	1	1
касается самой	1	1
существовании обряда	1	1
дарит герою	1	1
аф вар	1	3
пребывание в	4	1
вместе с	9	6
можно заметить	1	1
говорит ему	1	1
в лесу	26	12
мертвых и	1	1
в том	9	3
в лесной	4	1
мы знаем	2	8
матери и	2	1
в человека	2	1
женится на	6	1
происходит в	2	2
в его	3	5
родительским благословением	1	1
животный вид	2	1
ему путь	1	1
но раньше	1	1
речь будет	1	2
животных как	1	1
она может	1	1
много примеров	2	1
от того	1	2
о том	3	4
меня не	1	3
русских сказках	2	2
см в	2	1
живет в	5	2
лесу на	1	1
отношение к	4	2
месяцев и	1	1
возможно что	6	2
сказки в	4	1
есть ли	2	1
этот мотив	5	4
хотят его	1	1
не сохранила	2	3
или птицу	1	1
на то	1	3
происходит иначе	1	1
показывай а	1	1
в животное	3	5
хозяйка зверей	1	1
большинстве случаев	2	1
случаи когда	4	2
и вебстер	1	1
ей поесть	1	1
материалов по	1	1
имеется в	1	2
есть некоторые	2	1
есть только	2	3
мы и	1	1
и наоборот	1	2
в некоторых	5	5
дочку вынула	1	1
главным образом	1	2
как мы	8	5
эта фигура	1	2
не все	6	1
по мере	1	1
относится к	2	3
известно что	2	2
может быть	11	14
случаях когда	1	3
и его	4	10
в одной	3	3
не можем	1	1
куклу отдала	1	1
на ту	1	1
однако мы	1	1
спроси у	1	1
что как	1	1
его тело	1	1
отдельные случаи	1	1
сказке можно	2	1
вовсе не	2	4
она не	4	3
нашей сказке	2	1
в верованиях	1	2
есть не	1	1
к ним	1	2
его от	1	2
поставить вопрос	2	2
в тех	2	4
по голове	1	1
этого мотива	4	3
пока не	1	1
что герой	3	2
с тем	2	2
на смену	4	3
это показывает	1	1
он приобретает	1	2
в виде	2	2
животное и	1	3
в особом	2	1
по всему	1	1
