2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
когда они	1	1
во сне	5	2
элементов карнавализации	1	1
его в	2	1
так себе	1	2
речи и	1	5
старость верх	1	1
времени и	2	2
эпоху в	1	1
от всех	1	1
себе не	1	1
обычного хода	1	1
всюду где	1	1
в собственном	2	1
следует отметить	1	1
менее всего	2	1
слова и	3	7
даже в	1	1
диалога так	1	1
не хочу	1	1
они играют	1	1
этот диалог	1	2
мы имеем	1	3
и к	5	9
но здесь	2	3
из главных	1	1
кроме того	3	4
в диалогической	1	1
наличие карнавализации	1	1
которую они	1	1
даже когда	1	1
мы здесь	3	2
самое это	1	1
будем говорить	1	1
от автора	1	2
так и	6	4
всего его	1	2
вовлекается в	1	1
рассказа у	1	1
пожалуй и	1	2
в средневековой	1	1
мы наблюдаем	3	1
влияние на	12	2
еще и	1	4
и у	7	1
за пределы	1	5
один и	1	1
сне смешного	5	1
в последнем	1	1
тон и	1	3
большой внешней	3	1
поэтому все	1	2
последнее слово	1	1
тем самым	1	1
на весь	1	1
на всех	1	1
то что	9	4
не как	1	3
своей жанровой	1	1
достоевского можно	2	1
в более	4	1
достоевский так	1	1
часто и	1	1
и жизни	2	1
его как	1	2
быть еще	1	1
напомним что	1	1
эти мгновения	1	1
развития европейской	2	1
дух и	1	1
в увенчании	1	1
обычной жизни	3	3
и останавливаешься	1	1
все его	2	1
а главное	2	1
перескакивает через	1	1
тому же	2	1
и различные	1	2
или на	2	1
отрешиться от	1	1
степана трофимовича	1	1
той же	5	3
карнавализации на	1	1
несмотря на	2	1
здесь о	1	1
мы найдем	3	1
с первым	1	1
от себя	1	1
прозы в	1	1
связи с	1	1
же деле	1	1
находится на	1	1
типа в	3	1
к одному	2	6
что в	2	4
менипповой сатире	1	1
всеми ее	1	1
при всех	2	1
ивана карамазова	4	1
а у	2	1
друг от	1	1
что их	1	1
и они	2	2
в своей	3	3
но если	1	3
полемики с	2	1
произведения достоевского	3	1
все в	1	2
и самая	1	1
с его	2	5
вовсе нет	1	1
этих двух	2	4
освободиться от	1	1
рождение и	1	1
и социальной	1	1
что она	1	1
все более	1	1
слово языка	1	3
внешней наглядностью	1	2
очень часто	1	4
в той	2	3
в коридоре	1	1
что если	1	1
и что	1	3
направлениях и	1	1
этом мы	1	2
и все	10	9
в карнавальную	1	2
мы говорим	1	1
сон смешного	6	1
или менее	3	3
важно было	1	1
специфической логикой	1	1
к достоевскому	1	2
что достоевский	1	1
в сне	7	2
уж не	1	1
они все	1	1
которого здесь	1	1
смеха в	1	1
жизненной колеи	1	1
что на	1	1
в жизнь	1	1
жизни и	9	5
совершается кризис	1	1
мировой литературе	2	1
художественная концепция	1	1
себя и	2	3
и существенно	1	1
после того	1	1
и притом	1	1
этого он	1	1
античной мениппее	2	1
в них	2	1
всеми своими	1	1
место в	2	1
для понимания	2	2
этого романа	1	2
и внутренней	1	1
что все	1	1
и так	3	2
на лестнице	1	3
элементы карнавализации	1	1
не может	2	19
могут быть	4	2
в несколько	1	1
последней авторской	1	1
там где	1	2
связано с	1	1
сказать что	10	2
то есть	48	40
здесь еще	2	1
диалоге или	1	1
со смехом	1	1
он ничего	1	2
вместе с	2	2
через законы	1	1
у дверей	1	1
сознания и	1	2
братьев карамазовых	1	1
иногда прямо	2	1
нас интересуют	1	1
и одновременно	4	2
в братьях	2	2
в том	14	9
из своей	1	1
условиях и	1	1
рассказ и	1	2
раз подчеркнуть	1	1
в его	8	9
все равно	4	2
на почве	1	2
и т.п	31	14
здесь они	1	1
даже прямо	1	1
этот образ	1	1
оттенки в	1	1
известной мере	2	1
очень существенное	1	1
достоевского этот	1	1
произведений достоевского	2	6
карнавализации для	3	2
совершенно невозможно	1	1
мы конечно	1	2
о том	2	5
чистота и	1	1
между тем	2	2
xix веков	2	1
совершается в	1	1
живет в	2	2
отношение к	6	3
бы сразу	1	1
на некоторых	2	2
карнавальные пары	1	1
еще одного	2	1
достоевского его	1	1
в самой	1	5
к самому	4	2
да и	2	4
с помощью	1	3
отношений к	1	1
которых он	1	1
точках о	1	1
данная нами	1	1
большинстве случаев	4	8
которых грезит	1	1
должны быть	1	1
мы и	2	3
сократическом диалоге	6	1
художественной прозы	4	1
в некоторых	4	1
как мы	5	12
только они	1	1
т.п все	1	1
в духе	8	2
по мере	1	4
князя мышкина	1	3
может быть	12	23
на точках	1	1
находим в	1	2
и его	10	6
в средние	10	1
в одной	2	2
тон рассказа	2	1
органически сочетаются	1	1
правда в	2	3
в сфере	1	1
этой почве	1	1
как его	1	1
процессе его	1	1
сознании и	1	2
с очень	1	1
мгновений сознания	1	1
вовсе не	3	9
они могут	1	1
всего на	1	1
площади и	1	1
произведениях достоевского	3	3
тема в	1	1
между двумя	1	3
достоевского почти	2	1
себя самого	3	1
на площади	2	5
к ним	1	4
можно назвать	2	1
в бесах	2	1
или наоборот	2	1
обычной жизненной	1	3
и иногда	1	1
в тех	1	1
отдельных образов	2	1
здесь нет	1	3
средние века	11	1
отношением к	1	1
только один	1	1
какой-то мере	4	1
в особом	1	2
главное в	1	1
достоевского мы	4	1
типа и	1	1
становятся все	1	1
здесь не	4	4
линии развития	3	1
друг в	1	3
во многих	1	1
о себе	2	5
той или	1	2
достоевского начиная	1	1
и тон	2	1
эти два	2	1
эпохи возрождения	5	2
отличие от	1	3
углами зрения	1	1
сравнению с	4	1
на пороге	10	12
выраженный карнавальный	1	1
достоевского и	6	2
увенчаний развенчаний	4	1
и самое	1	1
пор почти	1	1
можно в	1	1
это конечно	2	1
и других	9	4
разновидностей в	1	1
по тону	1	1
но там	1	1
как он	2	3
бедных людей	1	1
уже на	2	1
его слова	1	3
и тонко	1	2
достоевского как	1	1
и мысли	2	2
в таком	2	1
пороге у	1	1
именно как	1	2
что вы	1	1
нет ничего	2	1
и непосредственной	1	1
могли быть	1	1
мистерийной сцены	1	1
приравнивается к	1	2
в каждой	1	1
источником карнавализации	4	1
на этой	1	1
не будем	3	1
не было	4	2
и даже	2	3
к слову	1	2
вопроса о	1	1
но ведь	1	2
сознание о	1	1
еще раз	5	1
xix веке	1	1
менипповой сатиры	9	1
например у	3	2
смерть в	1	1
карнавальные мистификации	1	1
то это	1	3
в своих	2	1
стремятся к	1	2
только в	4	6
в произведениях	1	2
и брань	1	1
в этой	1	3
другой стороны	1	3
так сказать	5	5
достоевского с	3	1
отношению к	1	5
ну а	2	1
хорошо и	1	1
подходе к	2	1
в роли	1	1
всяком случае	1	1
карнавальный смех	5	4
героев достоевского	2	3
самим собою	4	3
с большой	2	1
к этому	4	1
видеть в	1	1
и время	1	4
вот это	1	1
литературы и	2	1
карнавализации в	4	3
и развенчания	1	1
есть свой	1	2
в античности	4	2
они и	2	1
как в	7	4
лишь на	1	1
во всяком	1	2
односторонней и	1	1
и не	15	27
в кости	1	1
мы уже	5	3
от своей	1	1
со всеми	8	1
форме на	1	1
с высоты	2	1
и вообще	3	1
меньшей степени	2	2
таким образом	6	4
речь его	1	1
жизни в	3	1
если же	1	5
достоевского более	1	1
века и	5	1
всеми остальными	1	1
он как	1	2
к некоторым	1	1
тем что	2	3
уже в	2	4
можем говорить	1	1
в жизни	8	5
в плане	1	1
не только	4	14
он не	3	4
который как	1	1
его жизнь	1	2
в односторонней	1	1
наконец в	2	1
в самых	1	1
все эти	9	4
и идеи	4	3
особенно в	4	5
в атмосфере	1	2
в обычной	1	1
развенчаний и	2	1
рассказ о	1	1
смысле и	2	1
пародия как	1	1
рядом с	1	5
в литературе	5	1
и потому	5	1
есть и	2	2
карнавализованной преисподней	2	1
в литературу	4	1
в их	2	4
с самого	3	1
здесь конечно	4	2
себе оба	1	1
и элементы	2	2
особого типа	1	1
одного произведения	1	1
относится и	1	1
мы находим	2	5
из самых	2	1
внимание достоевского	1	1
мира и	2	1
в себе	5	7
между ними	2	10
в большей	2	2
и он	1	6
только люди	1	1
в рассказе	2	2
на его	3	1
как на	1	1
как своего	1	1
начала в	1	1
с их	2	1
в направлении	1	4
проявляется и	2	1
человека по	1	1
карнавальные обертоны	2	1
вводится именно	1	1
все творчество	2	1
можно это	1	1
перед нами	5	12
в соответствии	2	1
а лишь	1	1
ничем не	1	1
и для	4	3
творчества достоевского	10	2
в осуществлении	1	1
в области	3	1
мы в	1	1
оба полюса	2	2
образов а	1	1
карнавальный характер	3	1
и уже	2	1
и пространства	1	1
и перемен	1	1
возможности и	2	1
иногда в	1	1
для достоевского	3	2
оба этих	1	2
и брани	1	1
авторской позиции	2	1
подчеркнуть что	3	1
даже и	2	1
не менее	3	2
еще не	5	7
знает что	1	1
он сам	4	2
низ лицо	1	1
целый ряд	1	2
с ним	2	2
со смертью	2	1
которая до	1	1
по типу	1	1
карнавального типа	15	2
но на	1	2
в условиях	4	3
в конце	3	3
на все	2	2
все еще	3	1
а в	2	2
и этим	1	3
сюжетные ситуации	1	1
карнавализации у	2	1
всего в	1	1
видеть и	1	4
только с	1	1
резко усиливается	1	1
в каждом	4	6
и тогда	1	1
из обычной	1	2
к биллиону	1	1
здесь также	1	1
своей природе	1	2
глубже и	1	1
с самим	5	5
положений и	2	1
приходит на	1	1
хотя они	1	1
ведь я	1	1
односторонней серьезности	1	2
действие в	2	1
с карнавальным	2	1
своей жизни	1	1
хочу и	1	1
о влиянии	1	1
в своем	1	3
романа но	1	1
основные особенности	2	1
на которой	1	1
карнавализации и	1	1
и без	3	1
но с	1	2
но она	1	2
люди и	2	1
с человеком	1	1
и на	18	11
карнавальной символики	2	1
вплоть до	4	1
самый дурной	1	1
образы карнавала	1	1
в различных	1	3
которые в	1	2
от друга	1	1
достоевского в	3	8
и живой	1	1
сократического диалога	10	1
от него	3	1
в друга	1	1
смех в	2	3
и дидро	3	1
эта позиция	1	1
с которыми	1	1
жанр но	2	1
достоевский был	4	1
так или	1	1
в двух	2	1
рассказа и	1	1
и характер	1	1
есть из	1	1
говорили в	1	1
его внутренне	1	1
как и	11	12
вступают в	2	1
должен был	1	1
потому что	5	4
числе и	10	3
друг друга	1	6
конечно и	4	3
жизненных положений	1	2
что для	1	1
в самом	2	9
при всем	1	2
в бобке	2	1
это последнее	1	1
же время	5	5
в то	5	5
так называемой	1	1
поэтому в	1	1
по отношению	2	5
никогда не	2	6
и то	1	1
жизнь которую	1	1
речь рассказчика	1	1
достоевского но	1	3
им в	1	1
ровно ничего	1	1
это беседа	1	1
и в	53	46
все время	1	2
в эпоху	10	1
в последних	1	1
застыть в	1	2
отметить что	2	1
других людей	1	1
в мире	5	3
настасьи филипповны	2	6
они еще	1	1
и самый	5	1
так что	1	2
но наиболее	1	1
все они	1	1
так как	7	5
средневековой мистерии	2	1
значение в	4	2
но не	5	4
художественного постижения	1	1
и смерти	2	1
необходимо указать	1	1
не в	2	10
как будто	2	1
даже не	1	1
мир наизнанку	3	2
полифонического романа	1	1
редуцированной форме	1	1
творчестве достоевского	5	2
от своих	1	1
есть в	3	6
зрения и	1	2
и рассудка	1	1
на этом	1	3
и через	3	2
а между	2	2
не была	1	2
и во	4	3
гончарова и	1	1
своего собственного	1	1
по существу	5	3
мы сказали	1	3
и порядок	1	1
бы он	1	1
им и	1	1
смерть и	1	1
и до	5	3
в известной	2	2
xviii и	2	1
в сгущенной	1	1
же она	1	1
вольтера и	3	1
как это	2	1
еще довольно	1	2
человеческой мысли	2	1
с этим	2	2
словом и	1	3
оказываются здесь	1	1
скрытой полемикой	1	1
не исчерпали	1	1
у вольтера	2	1
и с	6	7
в предшествующих	1	1
я и	1	1
дело и	1	1
несколько упрощенной	1	1
но это	3	6
говорить здесь	1	1
особенно на	1	1
все слова	1	1
он остается	1	1
не боится	2	1
последовательная карнавализация	1	1
все остальные	1	1
это в	1	1
мировоззрения и	1	1
когда он	1	2
иногда же	1	2
говорим здесь	1	1
диалог как	1	1
смен и	5	3
человек не	1	1
конечно не	4	8
является одним	1	1
и самые	1	1
здесь гораздо	1	1
ибо все	1	1
замыслов в	1	1
для этого	1	2
и т.д	2	3
также и	4	3
это все	1	1
в заключение	2	2
это не	6	5
античности в	2	1
отношений между	1	1
именно на	1	1
слово в	2	6
кости в	1	1
между людьми	3	1
образом и	1	3
с другой	2	3
о тропах	1	1
поэтому мы	1	1
и др	14	1
он все	1	1
здесь в	10	2
но он	2	3
и откровенное	1	1
далеко не	2	3
амбивалентность и	1	1
того как	1	2
было бы	5	3
значение становится	1	1
здесь и	4	3
как бы	14	19
большое значение	1	1
в процессе	1	4
более или	3	3
последних мгновений	1	1
карнавализованной мениппеи	3	1
смешного человека	18	3
я знаю	1	1
внешний характер	1	1
прежде всего	15	9
сулье и	2	1
точки зрения	4	11
направление и	1	1
себе и	1	3
диалогический подход	1	1
редуцированного смеха	1	2
есть авторского	1	1
него как	1	2
без другого	1	1
звучит по-площадному	1	1
и сервантеса	2	1
мы остановимся	2	1
человека с	1	1
но и	7	12
эти явления	1	3
к своему	1	3
в диалогах	1	2
в ее	3	1
определяет особый	1	1
именно в	2	1
диалогическое отношение	3	1
нет и	1	2
в очень	1	1
а затем	4	1
до сих	5	8
неуместности и	3	1
не знает	4	4
время в	1	1
остановимся на	1	2
типа не	1	1
проявляется прежде	1	1
в большинстве	4	9
но именно	1	3
форме и	1	1
самим собой	1	2
мы не	4	4
чем в	1	1
биллиону лет	1	1
по одному	1	1
играют в	1	1
так можно	1	1
и полное	1	1
мы можем	5	4
у шекспира	1	1
быть даже	1	1
во всем	2	4
разными углами	1	1
себя на	1	2
этом не	1	1
здесь мы	2	1
в результате	1	2
достоевского особенно	1	1
и порядка	1	1
на самом	1	1
или точнее	1	1
и наконец	2	4
не к	1	3
всех его	1	3
произведение это	2	1
но эта	1	1
в целом	1	1
одновременно и	3	1
в преступлении	2	2
что не	1	1
в строгом	1	2
но во	1	1
реальности и	1	1
широком смысле	1	2
пространство и	1	1
а не	11	11
сущности произведение	1	1
с ненавистью	1	1
здесь перед	2	1
живут в	1	1
карнавальная логика	1	1
силы и	2	1
смех это	1	1
и другой	3	1
в этом	8	16
пиковой дамы	1	2
от которых	1	1
превращается в	1	4
знаю что	1	4
со своей	1	1
человека но	1	1
об этом	1	2
он дан	1	1
быть и	2	1
скандалов и	2	1
типа это	1	1
его жизни	1	1
одним из	3	3
носит еще	1	1
людей и	1	4
а во	1	1
амбивалентный карнавальный	1	2
диалога с	2	1
здесь с	1	2
художественного образа	1	1
образов и	4	2
рассудка и	1	1
и под	3	1
автора он	1	1
которую можно	3	1
нашей работы	1	1
жанровой сущности	3	1
на него	1	3
а только	1	1
достоевский почти	1	1
одна из	7	2
пороге в	3	2
vii все	1	1
дан в	1	1
