3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram
мы показали что	1	1
иного т е	1	1
что она есть	3	4
о том что	5	1
этой точки зрения	2	2
на то что	3	3
что иное как	6	8
есть по крайней	1	1
не есть бытие	2	1
на первый план	4	1
я уже имел	1	2
легко заметить что	1	1
в одинаковой мере	2	1
не только не	7	1
и тем не	2	1
есть догмат но	2	1
той или иной	2	1
т д личность	1	1
в зависимости от	2	1
от того что	1	2
как и все	2	2
т е нечто	1	1
и притом чисто	2	1
и так как	1	1
закон природы ровно	1	1
которая хотя и	1	1
и в частности	1	2
предмет в который	1	1
что не есть	2	1
он всегда есть	1	1
в том что	3	9
как же вы	1	1
в словах данная	1	2
по себе –	1	1
диалектика не может	1	1
тогда нет и	4	1
души и тела	1	1
иметь в виду	2	2
и утвердить его	1	1
более не наука	1	1
уже о том	1	2
связи с этим	1	1
не имеет никакого	1	2
сознания и бытия	1	2
но что это	2	1
он не может	2	1
а это значит	1	1
но – история	1	1
уже не просто	1	1
есть дерево и	1	1
каком смысле не	1	1
того что не	1	1
из всего этого	1	1
в то же	1	6
она есть нечто	3	1
миф сказали мы	1	2
за пределы этой	1	1
сказали мы есть	1	1
без знания это	1	1
нет и ничего	2	1
сама по себе	4	5
и не только	3	1
конечно не есть	2	1
с точки зрения	14	9
то тем самым	1	1
но это значит	2	1
эти две сферы	2	2
в силу этого	2	1
тут перед нами	1	1
ровно ничего не	3	6
ни в чем	1	1
и ни в	1	1
никакого отношения к	1	2
одна и та	1	1
все на свете	1	3
и пр –	1	1
само по себе	5	4
и значит что	1	1
младенцу ясно что	1	1
так что если	1	1
знание без веры	1	1
нет и никакого	1	1
механистическое мировоззрение есть	1	1
т д и	6	3
миф есть слово	1	1
тут нет ничего	1	1
не есть ни	3	9
ничего не говорит	3	4
не в силах	1	1
vii свобода и	1	1
в мифе как	1	1
что чудо есть	4	2
от всего иного	1	2
о чуде как	1	2
ни в коем	3	2
слово слово –	1	1
сущность и явление	1	1
за пределы мира	1	2
ни на что	1	2
и в то	1	2
действительно не есть	1	1
тех или других	1	3
того что он	3	4
что такое чудо	2	3
что было есть	1	1
все живое и	1	1
т е как-то	1	1
же как и	1	1
чудо не есть	2	7
отрешенность от вещей	1	1
в каком смысле	3	1
то же время	1	6
знания это –	1	1
он есть объект	1	1
я думаю что	1	2
нет ровно никакого	1	1
и это –	1	1
с другой стороны	2	1
не более как	1	1
точки зрения чисто	1	1
таковое но он	1	1
словах данная личностная	1	1
свобода и необходимость	1	1
того и другого	1	1
есть не что	3	5
всегда есть слово	1	1
миф сам по	2	1
и смерть человека	1	1
точно так же	2	2
как раз показывает	1	1
только потому не	1	1
для мифического субъекта	1	2
и той же	1	3
личности и ее	1	2
быть не просто	1	1
не значит что	1	1
есть и будет	1	1
есть историческое событие	2	1
так или иначе	2	1
в сущности своей	2	1
то одно что	1	1
субъект и объект	2	1
когда оказывается что	1	2
своей и есть	2	1
в процессе всего	1	1
которая бы охватила	1	1
было бы равносильно	1	1
не есть само	1	1
что он есть	3	4
полное логическое право	2	1
коем случае не	3	2
– все это	1	1
мира или мир	1	1
а не просто	6	1
и есть то	1	1
и даже не	1	1
вы говорите что	1	1
подобно тому как	4	4
что это –	1	1
который хотя и	1	1
прежде всего сама	1	1
так же невозможно	1	1
все что было	1	1
д и т	5	2
и т д	23	15
такую категорию которая	1	1
что мифическое сознание	1	1
самого мифического субъекта	1	1
нем нет никакого	1	1
на этом примере	1	1
т е что	6	2
было есть и	1	1
имел случай указать	1	2
из того что	2	1
она не есть	1	3
данная личностная история	1	1
и если наконец	1	1
по себе ничего	1	1
на основании знания	1	1
в виду что	1	1
и для этого	1	1
это есть то	1	1
где же тут	2	1
и будет и	1	1
от чего не	3	2
и в этом	2	3
не имеет права	2	2
вовсе не есть	5	1
одной и той	1	3
не только о	2	1
так тотчас же	1	1
и не может	1	1
сущности своей и	2	1
не что иное	6	8
то что мы	3	2
есть в словах	1	2
что миф есть	3	2
случае не есть	2	2
можно только тогда	2	1
что это не	2	1
личность история слово	1	1
и как бы	1	1
в связи с	1	1
по крайней мере	5	7
сам по себе	5	2
как только мы	1	2
должна быть и	1	1
нет ничего и	1	1
вовсе не в	1	2
веры и знания	2	4
и что же	1	1
что в мифе	1	1
в основу бытия	1	1
уже имел случай	1	2
зависимости от этих	1	1
я не могу	1	1
от вещей как	1	1
не так уже	1	1
от всего прочего	5	1
процессе всего изменения	1	1
только потому что	1	1
как чистое мышление	1	1
себе не содержит	1	1
не есть историческое	2	1
категорию которая бы	1	1
по себе есть	1	1
себе ничего не	1	1
имеет полное логическое	1	1
быть выражена и	1	1
есть в сущности	2	2
а не абсолютная	1	1
событие как таковое	2	1
т е не	4	2
только лишь как	1	1
тогда когда есть	1	1
не есть мифология	1	1
догмат но –	2	1
содержит в себе	1	1
мы отнюдь не	1	1
что же такое	2	1
поскольку речь идет	1	1
в лучшем случае	1	1
нет ничего специфически	1	1
отца и сына	2	1
субъекта и объекта	3	4
и нет ничего	2	2
раз показывает что	1	1
именно чудо есть	1	1
и есть подлинная	2	1
это значит что	21	7
высших сил и	1	1
о нарушении законов	1	1
того что называется	1	1
с этой точки	2	2
и та же	1	1
не может быть	6	6
не в том	1	4
итак личность есть	1	1
тем или другим	1	2
но только не	1	2
и тут мы	1	1
не есть и	2	1
чего не зависящего	1	1
природы ровно ничего	1	1
нарушение законов природы	8	1
все это не	1	1
этой границы и	1	1
диалектический материализм есть	1	1
имеет никакого отношения	1	2
по себе до	1	1
теми или другими	1	1
всего прочего то	1	1
но он всегда	1	1
и вот когда	1	1
не есть догмат	5	1
что все в	1	1
его брать как	1	1
явно что жизнь	1	1
это и есть	2	4
законы природы суть	1	1
что законы природы	2	1
в мифе о	1	1
не говоря уже	2	3
историческое событие как	2	1
точки зрения в	1	1
в коем случае	3	2
очень и очень	1	1
до степени самосознания	1	1
ну а что	2	1
вы не знаете	1	1
это – история	1	1
оказывается что это	1	1
что это есть	2	3
так как мы	1	1
своим собственным внутренним	1	1
имеется в виду	3	3
но вот мы	1	1
так миф о	1	1
оно и не	1	1
тем не менее	10	2
и прежде всего	3	1
т е чисто	1	1
научной точки зрения	1	1
ни в каком	3	4
и веры и	1	1
объект а объект	1	1
но когда оказывается	1	1
тем более не	2	3
свободы и необходимости	1	3
в данном случае	1	1
чудо вовсе не	1	1
выйти за пределы	2	3
если так то	1	2
не есть конечно	1	1
как таковое но	1	1
в нем нет	1	1
миф есть в	1	2
мифа с точки	1	1
история это –	1	1
или по крайней	1	3
я утверждаю что	4	4
и с этой	2	1
миф говорили мы	1	1
т е в	4	2
это учение о	1	2
оценивается с точки	1	1
только от себя	1	1
не говорит о	2	3
в себе не	1	1
тех или иных	1	1
это было бы	2	1
что существуют только	1	1
должна быть не	2	1
что же будет	1	1
если бы мы	1	1
не есть просто	4	3
перед нами не	1	1
речь идет о	1	1
это и значит	1	1
говоря уже о	2	3
может быть только	1	1
если его брать	1	1
ни от чего	3	2
есть то что	5	5
и в чем	2	1
значит что оно	1	1
с той или	1	1
что с точки	1	1
только тогда когда	3	4
миф не есть	5	8
и стало быть	1	4
нарушении законов природы	1	1
того или другого	1	2
в сравнении с	3	2
