3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram
дело так что	1	1
не только в	5	4
мы выделим только	1	1
можно было бы	1	3
то что она	1	1
на три года	1	2
то же можно	1	1
об этом очень	1	1
о том что	5	2
в другой сказке	1	1
вместе с тем	1	5
еще не все	3	1
и может быть	1	2
в этом случае	1	5
итак и здесь	1	2
уже очень рано	1	2
образом мы видим	2	1
в обряде и	1	1
неи все это	1	1
до наших дней	1	1
у других народов	1	1
а то не	1	2
дело не в	3	2
герой уходит на	1	1
как в сказке	1	1
вот несколько случаев	1	1
сих пор мы	1	2
так как это	1	1
в мифе о	1	1
мы знаем об	1	1
того родового объединения	1	1
здесь мы видим	1	2
и др все	1	1
обряде инициации в	1	1
как видно будет	1	1
в сказке в	1	1
ж ст в	1	2
герой все это	2	1
мы видели что	1	1
тех случаях когда	3	1
только после этого	1	1
мы имеем в	4	5
как мы увидим	1	1
мертвые не видят	1	1
в зависимости от	1	1
в тридесятое царство	3	3
в заупокойном культе	1	1
но и в	2	2
в лесном доме	1	1
здесь мальчик научается	1	1
аф и т	1	1
и в сказке	6	2
при посвящении в	1	1
передавался по наследству	1	1
не все ясно	2	1
она дает ему	1	1
при вступлении в	1	1
мы видим и	3	1
т д то	1	1
здесь можно усмотреть	1	1
и здесь мы	2	1
выделим только одну	1	1
и другие исследователи	1	1
в том что	4	5
т д но	1	2
но если предположить	1	1
но это не	2	1
имеет право на	1	1
этого не может	1	1
неидо сих пор	1	1
как женщина она	1	1
такой случай мы	1	1
в иное царство	1	4
уже знаем что	2	2
тем не менее	4	1
в русской сказке	5	5
в таких случаях	1	2
мере того как	1	2
показывает что он	3	1
главе о помощниках	1	1
в связи с	1	4
есть случаи когда	1	1
так же как	4	4
дело происходит иначе	1	1
мы увидим ниже	1	4
не видят мертвых	1	1
в эту ночь	1	1
этого мотива с	1	1
по отношению к	1	3
с другой стороны	8	2
и когда он	1	1
не видят живых	1	1
за собой смерть	1	1
по его мнению	1	1
только тот кто	1	1
в тех случаях	4	1
что и здесь	3	1
в сказке о	1	1
необходимо указать что	1	1
но все эти	1	1
в котором живет	1	1
долганский фольклор неи	1	2
если предположить что	1	2
в другой версии	1	1
связь героя с	1	1
эти случаи показывают	1	1
в этих случаях	10	8
но все же	2	4
мы можем наблюдать	1	1
более поздние случаи	1	1
с этой стороны	3	1
что у него	4	1
мы здесь имеем	2	3
всех этих случаях	6	2
во всех этих	6	2
но так как	1	1
д и наконец	1	1
с одной стороны	4	3
и герой должен	2	1
в этой связи	1	1
мы увидим что	2	3
т е в	2	1
точно так же	2	6
помощник передавался по	1	1
в сказке герой	1	1
мы знаем что	1	10
не просто как	1	1
одной из версий	3	1
что он на	1	1
он делает это	1	1
что мы знаем	1	1
в другом месте	1	2
таким образом мы	2	1
в русских сказках	2	2
видно будет ниже	1	1
здесь нет необходимости	1	2
одной стороны она	1	1
до сих пор	2	6
так что он	1	1
герой иногда возвращается	1	1
происходит в обстановке	1	1
к заключению что	1	1
на вопрос о	1	1
в главе о	1	1
то же происходит	1	2
очень много но	1	2
случай мы имеем	3	2
мы не можем	2	1
почти никогда не	1	1
что под этим	1	1
после того как	2	2
но уже в	1	1
в заупокойных текстах	1	1
но по мере	1	2
т е с	1	1
совершенно то же	2	1
и есть момент	1	1
народов у которых	1	1
выше мы видели	1	1
что он не	1	4
поможет нам понять	1	2
знаем что мифы	1	1
для наших целей	1	2
живые не видят	1	1
что эти задачи	1	1
не только у	1	1
отца к сыну	3	1
в сказках о	1	2
в сказках типа	1	2
задавание трудных задач	1	1
далеко еще не	1	1
не в этом	1	1
в одной из	2	1
не в состоянии	1	1
но есть еще	1	1
и другие авторы	1	1
т е мы	1	1
в том мире	1	1
по мере того	1	2
таких случаев можно	1	4
нет необходимости повторять	1	1
и в русской	2	1
встречается не только	2	1
ни один из	1	1
это значит что	1	1
было бы проследить	1	1
не может быть	3	2
мы уже знаем	3	3
другой стороны с	2	1
выше указывалось что	1	1
не вяжется с	1	1
интересный случай мы	1	1
в пермской сказке	1	2
дело не только	1	1
он приходит в	1	1
здесь вспоминается и	1	1
но дело не	1	1
по женской линии	1	1
не только на	1	1
о том как	1	1
и т д	16	18
приобретает власть над	1	1
в некоторых случаях	1	2
мы видим что	3	5
и здесь нет	1	2
в связи со	1	1
один из них	1	1
то что он	1	1
в иной мир	1	4
что в сказке	2	1
представления о том	1	1
ничего не говорится	1	1
надо сказать что	1	1
т д и	1	2
то это значит	1	1
