4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_4gram
и этого мотива с	1	1
голову на колени царевны	1	1
но тем не менее	1	2
связь и этого мотива	1	1
и в русской сказке	1	2
с этой точки зрения	1	3
может быть сделан вывод	1	1
совершенно так же как	1	1
в то время как	1	2
основана на том что	1	1
но для наших целей	1	1
что мы здесь имеем	1	1
состоит в том что	1	1
и т д то	1	1
и т д и	1	1
по мере того как	1	1
что он побывал там	1	1
с другой стороны с	1	2
уже выше указывалось что	1	1
таким образом мы видим	1	2
выводы можно сделать из	1	1
точно так же как	1	1
приходит к заключению что	1	1
и т д или	2	2
так же как и	2	1
мы здесь имеем отражение	1	1
к этому же циклу	1	1
во время посвящения и	1	1
во всех этих случаях	1	6
уже выше мы видели	1	1
приведем еще один аналогичный	1	1
как мы увидим ниже	2	1
в своей работе о	1	1
мы уже знаем что	1	2
быть сделан вывод что	1	1
материалы показывают что мотив	1	1
что он погибнет от	1	1
в варианте этой сказки	1	1
нет тем не менее	1	1
неи эти примеры показывают	1	1
у него нет отца	1	1
