3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram
ощущаемая и творимая	1	1
не только в	2	1
себя себе же	1	1
она не есть	2	3
необходимая категория сознания	2	1
не есть ни	6	9
будет содержать в	1	1
т е как	1	1
есть всегда то	1	2
не может не	3	1
что она есть	1	4
не есть специально	2	3
той или другой	3	3
ни аллегория но	1	1
не есть сама	2	1
не есть догмат	4	1
но он всегда	1	1
и то что	1	1
о том что	4	1
с научной точки	1	1
мы можем сказать	1	1
поэзия и искусство	1	1
что иное как	3	8
выдумка или фикция	1	1
в вечности хотя	1	1
не есть бытие	1	1
диалектически необходимая категория	2	1
мы должны сказать	1	1
а не только	1	1
нет ни чисто	1	1
в обоих случаях	1	1
в виду что	2	1
в одинаковой мере	1	1
утверждение в вечности	1	1
вопрос о том	1	1
кто же не	1	1
это и есть	1	4
она есть всегда	2	1
и вместе с	1	1
есть бытие идеальное	1	1
прежде всего это	1	1
и это нисколько	1	1
самого по себе	1	1
не говоря уже	2	3
которые могут быть	1	1
может быть без	1	2
то и другое	1	2
за пределы мира	2	2
не есть выдумка	1	1
той или иной	1	1
ни на что	1	2
не только его	1	1
и в то	1	2
содержать в себе	4	1
не входя в	1	1
хода явлений и	1	1
на самом же	1	1
в жизни и	1	1
потому что здесь	1	2
в зависимости от	2	1
мы только что	1	1
есть метафизическое построение	1	1
по себе а	1	1
путем отграничения от	1	1
в себе черты	1	1
совершенно не ставится	1	1
вовсе не есть	2	1
ни с чем	1	1
личности в ее	1	1
как и все	2	2
говорить не о	1	1
тех или других	2	3
в это время	1	1
и есть мифология	1	1
личность сама по	1	1
в подлинном смысле	1	1
и бытия вообще	1	1
не только о	1	1
просто вещь или	1	1
в себе и	1	1
сказать что миф	1	1
и не может	1	1
по сравнению с	1	2
и в частности	2	2
жизненно ощущаемая и	1	1
не что иное	3	8
же как и	1	1
то что мы	1	2
на своем месте	1	1
что не есть	1	1
в том что	6	9
но это не	2	1
себе не есть	1	1
себе свою собственную	1	1
имеется в виду	2	3
то же время	4	6
и тех же	1	2
и творимая вещественная	1	1
в каком смысле	1	1
что это только	2	1
в душе и	1	1
уже в предыдущем	1	1
таким образом есть	1	1
можно только тогда	1	1
только так и	1	1
одних и тех	1	2
тем не менее	2	2
я думаю что	1	2
и прежде всего	2	1
души и тела	1	1
есть прежде всего	1	3
схема ни аллегория	1	1
и как бы	1	1
в связи с	4	1
иметь в виду	2	2
между мифологией и	5	2
содержащая в себе	1	1
по крайней мере	9	7
научной точки зрения	1	1
есть все что	1	1
равно как и	1	2
она еще не	1	1
с другой стороны	4	1
ни в каком	3	4
энергийное феноменальное самоутверждение	1	1
же и вообще	1	1
сам по себе	3	2
личность миф есть	1	1
связи с этим	1	1
т д в	1	1
сознания и бытия	3	2
точки зрения чисто	1	1
никогда не будет	1	1
так что уже	1	1
я же утверждаю	1	1
и все на	2	2
разных планов действительности	1	1
сам не может	1	1
как только мы	1	2
я не стану	2	1
являющаяся в то	1	1
она есть по	1	1
можем сказать что	1	1
вовсе не в	3	2
в данном случае	2	1
в нем не	1	1
во внимание что	1	1
что в мифе	1	1
т е прежде	1	1
но все же	1	1
выйти за пределы	1	3
аллегория но символ	1	1
как и вообще	1	1
в вечности в	1	1
есть не что	2	5
того и другого	1	1
не есть религия	2	2
всегда есть слово	1	1
личности в вечности	2	1
каком смысле не	1	1
не есть поэтическое	2	1
не есть только	3	1
мешает тому чтобы	1	1
и все его	1	1
и то и	1	1
я не могу	1	1
можно сказать что	3	1
изолированных функциях и	1	1
в некоем неделимом	1	1
может и не	1	1
от всего прочего	1	1
или по крайней	2	3
что именно становится	1	3
в то же	3	6
вызывает никаких сомнений	1	1
т д тут	1	2
разную степень иерархийности	1	1
т е в	3	2
и при этом	1	1
ни схема ни	1	1
совершенно не зависит	1	1
точно так же	1	2
в предыдущем изложении	1	1
и можно сказать	2	2
только потому что	1	1
но жизненно ощущаемая	1	1
как бы только	1	1
это нисколько не	1	1
то в чем	1	1
в каком случае	2	1
ни чувство ни	1	1
всякому ясно что	1	1
категория сознания и	2	1
и личность есть	1	1
это не мешает	1	1
есть сама личность	3	1
не значит что	3	1
и вообще искусство	2	1
это и понятно	1	1
это было бы	1	1
д все это	1	1
в своем инобытийном	1	1
по себе не	3	1
не есть метафизическое	1	1
сама по себе	7	5
обычного хода явлений	1	1
не было и	1	1
что же будет	1	1
и не только	5	1
так или иначе	2	1
осуществленность интеллигенции и	2	1
субстанциальное самоутверждение личности	3	1
стало быть если	1	1
не есть просто	1	3
новой точки зрения	1	1
в себе свою	1	1
с точки зрения	8	9
конечно не есть	1	1
речь идет о	1	1
только лишь как	1	1
как бы ни	2	1
эти два плана	1	1
может быть в	3	1
то или иное	4	3
творимая вещественная реальность	1	1
говоря уже о	2	3
может быть только	2	1
или другой ее	1	1
есть мифология но	1	1
тогда когда есть	1	1
в этом смысле	1	4
субъект и объект	1	1
не есть мифология	1	1
е прежде всего	1	1
что она не	1	1
же утверждаю что	1	1
но это значит	1	1
мифологии и поэзии	2	1
содержит в себе	3	1
метафизическое построение но	1	1
и с ними	1	1
есть поэтическое произведение	2	1
отрешенной от обычного	1	1
и его границу	1	1
специально религиозное создание	1	2
есть ни схема	1	1
мы отнюдь не	1	1
есть выдумка или	1	1
ни с какой	1	1
что он есть	1	4
что одна и	1	1
– вовсе не	1	1
личности и –	1	1
субъекта и объекта	4	4
в конце концов	1	1
– все это	1	1
ни воля ни	1	1
могут быть в	1	1
а не просто	1	1
и что же?	1	1
и даже не	1	1
та или иная	2	2
личности с ее	1	3
и в этом	1	3
что личность есть	1	1
без религии но	1	1
мифологии и религии	3	1
одна и та	4	1
подобно тому как	1	4
о котором неизвестно	1	1
личности т е	1	1
логически т е	1	1
миф есть не	1	1
это значит что	8	7
все на свете	4	3
с какой стороны	1	1
и их и	1	1
не вызывает никаких	1	1
что лучше говорить	1	1
и та же	4	1
не может быть	3	6
не в том	1	4
самом же деле	1	1
у достоевского в	1	1
идеальное но жизненно	1	1
само по себе	2	4
самоутверждение личности она	1	1
не имеет значения	1	1
построение но –	2	1
от того что	2	2
д и т	2	2
о том как	1	2
и т д	15	15
итак личность есть	1	1
тем или другим	2	2
по смыслу своему	1	2
но только не	1	2
начинаем говорить о	1	1
есть специально религиозное	1	2
или иная степень	1	1
ту или иную	1	2
религия не есть	1	1
в сущности это	1	1
только тогда когда	4	4
бытие идеальное но	1	1
от обычного хода	1	1
миф не есть	19	8
т д все	1	2
быть так но	1	1
все это не	1	1
и стало быть	4	4
т е что	1	2
всегда то или	1	2
мы будем говорить	1	1
т д и	2	3
того или другого	1	2
и это значит	1	1
