3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_3gram
у нас в	1	1
всадника у пушкина	1	1
литературе и искусстве	3	1
здесь прежде всего	1	1
в том чтобы	1	2
также и то	2	1
для того чтобы	8	2
в других областях	1	1
необходимо сказать что	2	3
а также и	2	2
на то что	8	1
о том что	5	3
на одном примере	1	1
между собою и	1	1
что иное как	2	2
в вечном муже	1	2
на самом деле	4	3
не только не	3	4
как и в	1	1
отчет в том	1	3
с другими соседними	2	1
и тем не	8	3
сих пор мы	2	1
более или менее	3	2
которые как будто	1	1
однако тут же	1	1
в братьях карамазовых	1	1
нельзя сказать потому	1	1
сливаются в одно	2	1
той или иной	4	11
но ясно что	1	1
всех подобного рода	1	1
иным как именно	1	1
в символе и	1	1
чем иным как	1	2
как функцию действительности	1	1
как говорят математики	1	1
в том что	5	8
нам представляется что	1	2
хотя и не	2	2
буквальном смысле слова	1	2
у нас еще	1	1
так же как	2	1
иметь в виду	3	1
даже больше того	1	1
а иной раз	1	1
не менее он	1	1
в смысловом отношении	1	2
не имеет ничего	2	2
всего то что	1	1
символ есть принцип	1	1
символ потому что	2	1
или лучше сказать	1	1
идейная образность в	2	1
это нужно сказать	1	1
как мы сказали	1	1
и сливаются в	1	2
и это будет	1	1
в то же	4	2
это не просто	1	2
не сам по	1	2
нет никакой возможности	1	2
вовсе не являются	4	2
самой же действительности	1	1
ли кто-нибудь станет	1	1
здесь не просто	1	1
образа петра i	1	1
сама по себе	4	2
есть символ потому	1	1
в таком случае	6	1
вообще не существует	1	1
только на одном	1	1
с точки зрения	3	11
в логике но	1	1
тоже являются символами	1	2
в этом смысле	6	3
или иной общности	1	1
как будто бы	1	2
тут перед нами	1	2
в развернутом виде	1	1
и в других	3	2
взятый сам по	1	2
является не просто	2	1
здесь не только	2	1
единства и борьбы	1	1
и разные другие	1	1
есть символ что	1	1
себе но как	2	1
и с точки	1	3
сами по себе	3	2
о том как	2	1
не то что	1	1
заключается в том	1	2
он не является	1	1
чем сам он	1	1
уже во всяком	1	1
вовсе не обязательно	2	1
себя не только	1	1
что символ вещи	7	1
т д и	4	1
не только в	1	4
не есть ни	5	2
ничего не говорит	1	1
настолько глубоко и	1	1
нужно сказать о	1	1
и может быть	1	1
и тем более	1	2
все подобного рода	1	3
и начала xx	2	1
вещи есть такая	1	1
объему тем беднее	1	1
как раз и	7	1
тоже не есть	2	1
говоря уже об	1	1
обратить внимание на	1	1
никак не может	1	1
должны сказать что	1	1
окружность круга есть	1	1
символа именно в	1	1
как символ в	1	1
и потому что	1	1
и в то	1	1
количества десятичных знаков	2	1
в литературе и	4	1
имеющих ничего общего	1	1
тех или других	1	1
то есть чисто	1	1
весьма насыщенным и	1	1
в это время	1	1
заходящее солнце и	1	1
этого никак нельзя	1	1
не есть символ	5	1
же как и	1	1
а следовательно и	1	1
может быть даже	2	1
но в виде	1	1
сказать и о	3	1
и если мы	3	1
символа и его	1	3
только в самом	1	1
в буквальном смысле	3	2
настоящее время уже	1	1
но даже и	1	4
функции в бесконечный	4	2
с другой стороны	3	6
всегда есть нечто	1	1
то что здесь	1	1
не сказано и	1	1
и даже вообще	2	1
несет с собой	2	1
прочих структурно-семантических категорий	1	1
есть не что	2	2
это вовсе не	2	1
понятие символа как	1	1
к тому же	1	2
и только в	1	2
прежде всего как	1	1
точно так же	4	3
мы сказали выше	1	1
в каком случае	3	3
того или иного	2	3
не всякое отражение	2	1
в известном смысле	1	1
прежде всего символ	1	1
не значит что	1	1
свидетельствует о том	2	1
уже по одному	1	2
xix и начала	2	1
дело в том	3	1
даже сказать что	1	1
не к его	1	1
символ как функцию	1	1
