2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_2gram
все же	4	3
затрагивает целый	1	1
по нашему	1	1
от действительности	5	1
между которыми	2	1
у пиаже	3	2
лет на	1	1
характер с	1	1
в развитии	26	12
мышлением и	7	3
прямо говорит	1	3
не является	9	9
и логическое	1	1
до лет	2	8
часть характерных	1	1
в известном	2	2
то что	20	17
рассматривается как	3	2
основной вывод	1	1
выразительных движений	1	2
своих исследованиях	1	1
наряду с	2	1
другой своей	1	1
возникает вопрос	1	1
что первичной	1	2
несмотря на	4	2
мышления и	16	40
связи с	9	3
и той	2	2
между собой	1	5
речи к	7	1
он является	2	1
и социальным	1	1
пиаже в	8	6
ум ребенка	5	1
сказал бы	1	1
на первый	1	2
что можно	3	1
представляется с	1	1
речь есть	1	1
проблемы речи	1	2
все более	1	3
мы говорим	1	1
и речи	13	38
нашей мысли	1	1
и онтогенетического	1	1
в жизнь	1	2
переходные формы	1	1
из которых	3	3
действия и	3	2
могут быть	2	3
с психологической	1	2
из которого	1	1
связано с	1	2
деятельности ребенка	4	7
к пониманию	1	2
не слово	2	1
сознания и	1	3
создает сама	1	1
о языке	2	1
в его	2	14
и мышлением	1	1
заключительных словах	1	1
бывает у	1	1
который мы	1	2
другом месте	2	6
во всей	5	4
сходных с	1	1
развития детского	7	2
говоря словами	2	3
она по	1	1
к которым	4	1
по мере	1	4
эти влияния	1	1
не можем	3	1
т.е деформируются	1	2
внутренняя речь	3	4
речью в	2	2
вовсе не	6	3
который является	1	1
в филогенетическом	1	3
к ним	1	1
пиаже сознательно	1	1
совершенно последовательно	1	1
за собой	2	2
из этого	1	5
практической деятельности	2	1
решения вопроса	1	1
мысли с	4	1
наступает лишь	1	1
бы в	1	5
в мышлении	2	1
от речи	4	2
сравнению с	5	5
этом в	1	1
ребенку извне	1	1
а вместе	1	1
уже сказано	3	6
мы встречаемся	1	1
может интересовать	1	1
связаны между	1	1
этих обеих	1	1
но до	1	2
как говорит	2	2
учения о	2	6
как процесс	2	1
с генетической	1	4
ответ на	1	3
вывод который	1	1
другой стороны	1	9
дела не	1	1
отношению к	5	7
к выводу	6	4
идет о	3	2
то и	1	3
к этому	4	4
но для	2	1
нас проблемы	1	2
и не	7	9
мн др	1	1
