2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
в экспериментальных	1	4
когда они	1	1
развития понятий	6	5
в последнее	2	3
все же	2	6
его в	6	3
центральным для	1	1
приводят нас	1	3
речи и	5	8
основных результатов	1	1
как функционирует	1	1
другое слово	1	1
общего к	2	3
понятие и	1	2
из основных	1	3
новое понятие	1	2
и непосредственно	2	1
в собственном	1	6
подобно тому	1	1
слово к	1	1
цели и	1	2
в значительной	2	1
что развитие	6	3
интеллекта ребенка	1	1
общего с	1	1
в состоянии	4	1
ребенком в	3	1
связанный с	1	1
мысли о	1	1
даже в	1	1
так точно	2	1
мы имеем	4	4
и к	6	5
это или	1	1
к другому	4	2
научного исследования	1	1
от этих	1	2
процесса образования	1	14
понятиям это	2	1
независимо от	3	4
и мыслей	1	1
до последнего	1	1
в развитии	24	24
сфере развития	1	2
кроме того	1	1
ребенок так	1	1
достижения в	1	1
это понятие	1	1
что при	4	1
иначе как	5	1
понятия следовательно	1	1
отношении такого	1	1
с более	2	1
до этого	1	1
в исследовании	4	1
нашего исследования	5	1
так и	6	5
показали выше	1	1
к проблеме	1	2
в другой	3	1
медленно и	1	1
мы наблюдаем	1	1
и у	1	6
за пределы	1	1
новых и	2	2
оно позволяет	1	1
находящихся в	2	1
может усвоить	1	1
есть нечто	1	1
означает что	2	1
в известном	1	4
различен и	1	1
то что	28	15
на всех	1	1
но как	3	3
тем самым	8	2
не как	1	3
в каком	1	2
исследования в	3	1
раннего возраста	1	7
и от	2	2
есть обобщение	4	1
является достаточным	1	1
из того	5	2
синкретических связей	1	2
новая ступень	3	1
и высшим	1	1
обозначаем как	1	1
с понятием	2	3
сейчас мы	3	1
понятия его	1	1
имеет в	1	1
результата что	1	1
раннем возрасте	2	1
принципиально нового	1	1
этой ступени	1	5
переходе от	5	1
все его	1	1
ребенка все	1	1
а главное	1	1
в свою	1	3
их образования	1	2
котором в	1	1
тот факт	1	5
иное как	1	1
бы ребенок	1	1
в чисто	1	2
возможным только	1	1
в высшей	2	6
на отдельные	1	1
в гораздо	1	1
языка у	2	1
той же	4	4
чем к	1	1
мышления и	7	23
несмотря на	2	1
иначе говоря	3	2
развития значения	1	1
к которому	2	3
если бы	7	5
прийти к	1	1
своих интеллектуальных	1	1
связи с	3	9
понятиям но	2	1
ни в	1	9
же точно	3	3
к одному	2	5
они будут	1	1
между собой	9	13
и той	3	2
то время	6	4
лежат в	2	1
что в	17	17
является необходимым	1	1
для объяснения	2	1
общности между	15	1
друг от	1	1
в начале	1	2
что их	3	1
за ним	2	1
в своей	2	2
как раз	6	1
но если	4	1
нового по	2	1
как возникает	1	1
друг с	5	5
на первый	1	2
в основе	3	16
с понятиями	1	4
с его	3	2
чем понятия	2	1
что понятие	1	4
мы пытались	2	1
процессе развития	1	1
этом случае	2	1
понятий только	2	1
что она	1	5
все более	2	2
в той	4	1
очень часто	1	2
зависимости от	5	6
и что	6	10
вещи не	1	1
показал что	4	3
потребности в	1	1
возраста и	1	3
ребенка то	1	1
от понятий	1	1
и все	5	4
по принципу	3	1
содержания и	1	1
сливается с	1	1
проб и	1	1
ребенок не	3	9
которое мы	2	1
на этот	4	2
и заключается	1	2
мышления чем	1	1
прежде уже	2	1
обобщение и	1	1
помощью которого	1	2
