2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
сказке он	1	1
все же	8	5
его в	5	3
зп в	1	3
в царство	11	4
выходит из	1	1
так например	3	1
связь с	11	6
этих случаях	1	7
никого не	2	3
в одну	1	1
сейчас увидим	1	1
подобно тому	1	1
здесь может	1	2
меняется с	1	1
есть условие	2	1
у земледельческих	2	1
некоторых случаях	2	3
из приведенных	1	3
даже в	2	2
эти материалы	6	2
ни один	1	2
уступает место	1	1
от обряда	1	2
а от	1	1
из него	2	1
в иное	5	1
и к	1	3
мы имеем	14	19
к одной	1	1
герой возвращается	1	1
получает от	1	1
в северной	2	3
но здесь	4	1
независимо от	3	2
своего дома	1	2
является и	3	1
мы читаем	1	1
таком случае	1	1
кроме того	3	1
смерти в	2	3
волшебного средства	1	2
настолько типичная	1	1
что при	2	1
от нее	2	1
то мы	1	2
его и	1	4
связан с	6	2
так и	5	2
часто этот	1	1
книге мертвых	2	2
частный случай	1	2
уже давно	2	2
и т	10	16
это очевидно	2	1
эти вопросы	1	1
всем что	1	1
означает что	1	1
д в	1	1
то что	6	7
стороны он	3	1
но как	4	1
на землю	4	2
не как	1	1
с царевной	1	1
и от	3	3
имеем и	3	3
никак не	1	1
на смерть	1	3
ничего специфически	1	1
в особенности	1	2
не единственный	1	3
случай показывает	1	1
должна быть	3	1
об одном	2	1
в русских	1	3
сохранена сказкой	1	1
в одном	3	2
в свою	1	4
каждый год	3	1
примеров этому	1	2
во дворце	1	1
иное как	1	3
можно найти	1	4
заключению что	3	1
который уже	1	1
тот свет	2	2
мы найдем	2	2
если бы	3	6
и психея	1	3
связана со	1	1
паркинсон сообщает	1	1
к детям	1	1
ни в	2	2
то время	3	2
что в	12	15
могут дать	1	1
того света	1	1
лесного дома	1	1
случаях мы	1	2
в сказке	23	50
однако в	2	1
в фольклоре	2	1
и они	2	4
а как	1	1
в жены	1	1
в своей	3	1
отправляется ее	1	1
можно встретить	1	1
у австралийцев	1	1
женщин и	1	1
уже и	1	1
но если	1	1
вход в	4	1
случаев в	2	1
друг с	1	1
в меланезийском	1	1
на острове	1	3
царства живых	1	1
предметы которые	1	1
и думает	1	1
же эта	2	1
как только	3	2
этом случае	6	5
можно усмотреть	1	1
что она	3	5
как правило	1	2
ее дом	1	1
очень часто	5	3
после смерти	2	2
о чем	2	1
себе в	4	2
и что	5	2
пермской сказке	1	6
жизнь ее	1	1
еще одну	2	2
и застает	1	1
в стране	1	2
что души	1	1
на голове	1	1
что представление	1	1
можем указать	1	1
на этот	1	1
перед мертвецами	1	1
никто не	2	2
указать на	1	2
детей в	1	2
переносится на	1	2
что на	1	4
и о	1	2
жизни и	2	2
могли не	1	1
ты не	1	2
после того	2	2
уже видели	3	3
показывает нам	1	2
этого он	1	1
стоит на	2	3
в них	3	6
есть своего	1	1
можно возразить	1	1
сказка только	1	1
и русская	1	1
не есть	2	1
это то	2	1
более позднюю	1	1
не доказывают	1	1
с обрядом	1	2
не может	6	4
посвящения мы	1	4
выше таким	1	1
могут быть	3	5
о связи	1	4
она сохранила	1	1
интересный случай	2	1
из которого	1	2
связано с	4	4
там где	5	7
в пермской	1	6
мы видели	11	13
имеются в	2	2
здесь еще	4	1
пор не	1	1
сказать что	3	3
пребывание в	1	4
но тут	1	1
в бывшей	1	1
аф вар	4	1
вместе с	8	9
можно заметить	1	1
души человеческой	1	1
это всегда	1	1
по тому	1	1
сказать о	1	1
в лесу	1	26
мертвых и	3	1
в том	12	9
мы знаем	2	2
здесь говорится	1	1
сказки о	1	2
такие случаи	1	1
во-первых как	1	1
в его	5	3
только у	1	1
речь будет	2	1
как они	1	1
животный облик	1	1
не существует	1	1
много примеров	1	2
надо сказать	1	1
от того	3	1
о том	7	3
меня не	1	1
между тем	1	2
русских сказках	1	2
см в	1	2
живет в	2	5
на месте	1	2
отношение к	1	4
девушек которые	1	1
этот мотив	5	5
сказки в	1	4
его не	2	3
есть ли	1	2
не сохранила	1	2
на то	2	1
в животное	1	3
вышел из	1	1
случаи когда	2	4
есть только	1	2
имеется в	3	1
свою старую	1	1
у фрэзера	1	1
и наоборот	1	1
для этой	1	1
в некоторых	2	5
frazer неи	1	1
главным образом	3	1
он сделал	1	1
как мы	4	8
не все	1	6
также в	1	1
по мере	1	1
относится к	2	2
известно что	2	2
может быть	11	11
случаях когда	3	1
и его	7	4
в одной	2	3
правда в	1	1
отражен сказкой	1	1
что как	1	1
уже говорили	1	1
где уже	1	1
его тело	1	1
его находит	1	1
новой гвинеи	1	1
это место	2	1
он состоит	1	1
эта сторона	2	1
обнаружить что	1	1
здесь слишком	1	1
нельзя провести	1	2
