3gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_3gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_3gram
и в этой	1	2
из того что	1	1
е вовсе не	1	1
понимают формалисты и	1	1
все без исключения	3	2
в поэтическом произведении	1	1
и пр и	1	4
у формалистов в	1	1
тема фабула и	1	1
т е именно	1	1
они исходили из	1	1
но при этом	1	1
и теперь эта	1	1
для создания нового	1	1
во всяком случае	6	5
внеположной сознанию данности	2	1
линии т е	1	1
в пределах индивидуального	1	1
мы полагаем что	1	1
материал и прием	2	3
ничего не останется	2	1
в других областях	1	1
как данность внеположная	1	1
времени исполнения и	2	1
метод в истории	1	1
вместе с тем	3	4
в высшей степени	2	4
для того чтобы	4	3
а не как	1	1
в этом случае	1	1
их учения о	1	1
более того можно	1	1
на первый план	1	2
в большинстве случаев	4	3
на самом деле	12	3
при этом не	1	1
в виду что	1	1
что тристрам шенди	1	1
подвести под эту	1	1
процессе этого становления	1	1
общем можно сказать	1	1
в его целом	1	1
как и в	1	1
установка на выражение	1	1
учением формалистов о	1	1
как сделана шинель	1	4
в этом романе	3	1
а вовсе не	4	1
социального общения произведение	1	1
не была бы	1	1
он был бы	1	1
в одной плоскости	3	1
язык как система	1	1
и в то	2	3
в руках эпигонов	1	1
мы имеем в	1	1
к тому что	2	2
в зависимости от	5	3
вот как определяет	2	3
иметь место в	1	1
в истории формального	1	1
элемент художественной конструкции	1	1
реальном времени исполнения	2	1
только в целом	1	1
в его первоначальном	1	1
неразрывной связи с	1	1
первый период развития	1	1
в противном случае	1	1
точки зрения его	3	1
пр и пр	1	4
слово как таковое	1	1
фабула и сюжет	2	1
и не может	4	3
поэтическую конструкцию не	1	1
поэтической конструкции но	1	1
и прием как	1	1
здесь и теперь	6	4
в конкретном единстве	1	1
и поэтическое произведение	1	1
конструкции поэтического произведения	1	1
не могла быть	1	1
с тем же	3	1
это не так	1	1
нам кажется что	2	1
в том что	3	2
лежит в основе	1	1
конструкции и в	1	1
как мотивировка приема	3	1
смысл и звук	1	1
и с помощью	1	1
в художественном произведении	3	1
в нем должна	1	1
но отсюда отнюдь	1	2
формального метода основным	1	1
произведении в его	1	1
в конструкции поэтического	1	1
художественного произведения в	1	2
