3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram
нашей гипотезы мы	1	1
в первом случае	3	1
доказательство того что	1	1
для того чтобы	18	14
но с точки	2	1
о том что	4	4
этой точки зрения	4	4
синтаксис внутренней речи	1	2
речи то что	1	1
что иное как	1	1
на самом деле	2	1
для структурной психологии	1	1
к внутренней речи	3	2
в одинаковой мере	1	2
могли бы сказать	2	2
известные нам факты	1	1
не только не	9	3
и вместе с	2	1
с помощью этого	1	1
этом и заключается	1	1
меру того в	1	1
языка так же	1	1
не иначе как	2	2
той или иной	1	1
мы могли бы	4	6
мы необходимо должны	1	1
на первом месте	1	1
в зависимости от	1	2
сущности говоря это	1	1
так что в	1	2
изучения экспериментальных понятий	1	1
можно было выразить	1	1
в мысли ребенка	1	2
зрения развиваемой нами	1	1
а не произносится	1	1
своей звучащей стороны	1	1
по своей психологической	3	2
письменной речи находятся	1	1
так же точно	3	1
речи для себя	10	1
в том что	13	11
интересующий нас вопрос	2	1
только по отношению	1	1
вообще отношения между	1	1
тем что оно	2	1
сравнению с устной	1	1
показывает что в	1	1
того чтобы понять	1	1
то что ребенок	1	3
вещи к самой	1	1
так же как	7	7
того чтобы сделать	2	2
по своему значению	2	1
и то же	3	1
в отличие от	2	2
кроме того что	1	1
уже в силу	1	1
протяжении школьного возраста	1	2
но все же	1	2
всем протяжении школьного	1	1
осознания и произвольности	1	1
том числе и	1	1
в то же	1	1
большей мере чем	1	1
то что эта	1	1
в собственном смысле	3	1
таким образом мы	1	1
с самого начала	7	5
в самом деле	4	2
относящиеся к нему	1	1
сама по себе	1	4
с точки зрения	21	9
речи находятся в	1	1
мы не можем	3	1
в этом смысле	1	1
совершенно то же	1	1
в силу этого	1	1
речи таким образом	2	1
что в этом	2	1
подлежащее и относящиеся	1	1
в самой постановке	1	1
мере в какой	2	3
мы нашли что	3	2
речь в этом	2	1
но не может	1	1
строению и способу	1	1
не совпадает с	3	1
само по себе	1	2
и связанное с	1	1
всего школьного возраста	1	1
заключается в том	4	5
по нашему мнению	1	1
уже один этот	1	1
как два независимых	1	1
оба эти вопроса	1	1
но при этом	1	2
внутренняя речь есть	4	1
то положение что	1	1
в обоих случаях	1	1
высших психических функций	1	5
развитие есть не	1	2
от до лет	1	1
у нас на	1	1
больше кроме того	1	1
никак не может	1	1
привел к тому	1	1
и что мы	1	1
от внутренней речи	1	1
по своему строению	5	1
того что он	1	1
нас на глазах	1	1
но он еще	1	1
в момент усвоения	1	1
же как и	2	1
этого метода мы	1	1
развития научных понятий	2	2
не может возникнуть	1	1
что мысль ребенка	1	1
развитие смысловой стороны	3	1
ничего больше кроме	1	1
в устной речи	3	3
речи внутренняя речь	1	1
в меру чего	1	1
в свою очередь	2	3
в виду только	1	1
