2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_2gram
независимое от	1	1
все же	6	6
его в	2	3
основных результатов	2	1
ко всей	1	1
подобно тому	1	1
что развитие	1	3
развития человеческого	1	1
связанных между	2	1
так точно	1	1
в развитии	10	24
кроме того	1	1
мышлением и	2	1
с необходимостью	2	2
иначе как	6	1
интеллектуальную операцию	1	1
выражается в	2	1
взрослого таким	1	1
нашего исследования	5	1
отнести к	1	1
ключом к	2	1
не является	3	8
друга как	1	1
в известном	2	4
то что	24	15
наряду с	2	3
структурном отношении	3	2
для развития	1	3
лишь по	1	1
речи тем	1	1
и ослаблению	1	1
тому же	1	1
раньше овладевает	1	1
или на	1	1
так много	1	1
несмотря на	2	1
мышления и	9	23
связи с	4	9
и которые	2	3
впереди его	1	1
между собой	6	13
то время	2	4
и той	2	2
или отсутствие	1	1
речи к	5	1
психологической природы	5	2
того почему	2	1
эта ассоциативная	1	1
которые являются	1	2
этом случае	14	1
все более	1	2
отношению ко	1	1
всего этого	1	1
этом мы	1	1
речи нет	1	1
возраста и	2	3
и речи	19	20
что внутренняя	5	1
из которых	2	5
эта особенность	1	1
не есть	4	3
человека мы	1	2
понятно что	1	1
могут быть	2	5
со значением	1	1
связано с	1	1
позволяет нам	2	1
области речевого	1	1
в его	4	15
все равно	1	1
той и	3	1
и может	1	2
на цилиндре	1	1
будут служить	1	1
слова тот	1	1
отношение к	2	1
который мы	2	2
еще в	1	2
во всей	2	1
но сама	1	1
противоречие между	2	1
к которым	1	4
по мере	7	1
не можем	4	3
так мы	1	2
наличие или	1	1
однако мы	1	1
наконец третьим	1	1
были бы	3	3
внутренняя речь	15	5
речью в	3	1
между ребенком	1	2
вовсе не	2	1
на путь	1	1
между двумя	3	2
переход к	1	1
за собой	1	1
ребенка развитие	1	1
даже если	2	1
по степени	1	1
бы в	5	2
т.е по	1	1
в мышлении	2	11
от речи	8	3
функциональное значение	3	5
сравнению с	8	3
слова которые	1	1
связаны между	3	1
перед ним	1	3
как говорит	5	5
совершенны и	1	1
слово входит	1	3
могут не	2	1
другой стороны	1	3
отношению к	5	2
быть так	1	1
что уже	1	1
к выводу	3	2
его развития	1	3
то и	4	4
к этому	2	3
для социальных	1	1
но для	2	1
записать их	1	1
и не	18	10
со всеми	2	6
таким образом	23	17
по своему	9	11
и речью	2	1
ребенок должен	1	1
тогда когда	5	4
сравнению со	2	1
тем что	9	8
интеллектуальных операций	1	4
с теми	1	2
и мышления	1	2
окружающими его	1	2
функциональном отношении	1	6
смысле этого	3	4
что каждая	1	1
области развития	1	1
все эти	6	7
для всего	1	2
этот процесс	1	3
в данном	5	1
мы ниже	1	1
целого ряда	1	1
с самого	7	6
этим последним	1	2
мы находим	3	1
что является	1	2
на его	2	2
как известно	2	3
вопрос можно	1	1
и этот	1	1
перед нами	2	10
и иначе	1	1
говорили выше	2	2
слова для	1	1
общего закона	1	1
быть может	1	1
до конца	5	1
отличается от	3	3
исследование в	1	1
стоит не	1	1
развернуть все	1	1
слов и	2	5
помощью этого	1	2
своей природе	4	1
мышлению как	1	1
как ни	1	1
и отношение	1	2
от низших	1	1
в поведении	1	5
в своем	1	4
развития по	1	1
одного из	2	2
структуру как	1	1
замыканий и	1	2
станем останавливаться	1	1
к области	1	2
эгоцентрическая речь	28	4
не по	4	1
именно благодаря	1	2
речи с	7	1
в психологии	2	1
детского мышления	4	8
как и	15	15
на котором	3	2
значения слов	3	5
проблему с	1	1
речи или	3	1
поэтому в	1	2
индивидуальных но	1	1
на более	1	1
от более	1	1
этого нового	1	2
и в	26	25
взятое вместе	1	1
экспериментальному исследованию	1	1
развития внутренней	3	1
и экономии	1	2
которых складывается	1	1
но не	3	6
развитии детской	1	1
одновременно с	1	1
экономии что	1	1
речи то	4	1
для нас	2	2
этого понимания	1	1
их конечной	1	1
и след	1	1
по существу	1	1
если попытаться	2	1
с этим	2	4
речи представляется	2	1
но это	3	5
самое существенное	1	1
не проследить	1	1
процесс развития	2	2
слов не	1	1
же в	1	2
в ряду	1	1
возникающая на	1	1
по сходству	1	1
неузнаваемы если	1	1
между людьми	1	1
некоторое время	1	2
поэтому мы	2	1
здесь в	1	1
связь может	1	2
должно быть	2	2
функции и	4	2
это значит	1	4
того как	2	3
они совершенны	1	1
нам остается	1	1
прежде всего	7	4
и записать	1	1
эти момента	2	2
к овладению	1	4
включает в	1	2
внутренней в	1	1
ребенка есть	2	1
основных чертах	1	1
ребенок раньше	1	1
в зависимости	1	5
как свойство	1	1
что наконец	1	1
мысль что	1	1
в образовании	1	7
в результате	1	3
речи уже	1	1
когда ребенок	2	2
к шепоту	1	2
стадии где	1	1
исключительно к	1	1
структуру вещи	1	3
не что	1	1
если это	1	1
все что	6	2
с этой	5	3
об этом	3	2
поэтому с	1	1
значения и	3	5
в совершенно	1	2
развитие и	1	1
функционального и	1	2
а только	1	1
совпадает с	3	6
эта гипотеза	1	1
мы называем	1	2
что ребенок	5	7
проникнуть в	1	1
едва ли	4	2
именно что	1	1
хотя и	1	2
самом начале	3	1
глухонемых детей	1	1
представляется в	2	2
слова еще	1	1
например в	1	1
то же	8	2
если только	1	1
этот факт	2	1
другими словами	1	1
мы могли	6	9
своего развития	1	3
эта связь	2	1
он для	1	1
в свете	4	2
в опытах	1	1
мы таким	1	1
мы видим	3	3
но мы	3	1
но при	1	1
почти не	1	1
во внешней	4	1
отдельными предметами	1	1
поведении и	1	1
основные группы	1	1
в единую	1	1
не совпадает	3	1
один из	2	6
в действительности	2	1
экспериментального исследования	1	2
ясно что	1	2
отношения к	2	1
и судьбу	2	1
с точки	21	1
степени и	1	1
в сотрудничестве	1	1
ходе развития	7	1
представляя собой	1	1
принципиально ничем	1	1
мышления это	2	2
на каждой	1	2
но в	4	1
вещей в	1	1
благодаря этому	2	6
это мы	2	2
не имеет	2	1
этот метод	1	2
чем слово	2	1
сих пор	3	1
у детей	1	2
между словом	8	1
всей нашей	1	1
тем не	3	5
о которых	2	1
все процессы	1	1
в другом	1	1
речь ребенка	8	1
коротких замыканий	1	2
образования понятий	1	45
в котором	4	3
они были	1	1
для него	3	5
к высшим	1	1
ребенок начинает	1	2
нового слова	1	1
свою очередь	2	2
совсем не	1	1
