2gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_2gram
свою силу	4	1
т.е от	1	1
все же	2	3
его в	6	2
приводят нас	1	1
или понятия	1	1
вопрос как	1	3
вне системы	3	3
попытаться кратко	1	1
подобно тому	1	4
что развитие	6	8
одной точке	1	1
памяти в	1	1
так точно	2	4
отношении которых	1	1
ниже к	1	1
работы над	1	1
он усваивает	1	2
тех и	5	1
в развитии	24	28
обучения которые	1	2
кроме того	1	1
отчета в	1	2
иначе как	5	2
от звучащей	1	1
нашего исследования	5	1
к проблеме	1	1
частный случай	5	3
медленно и	1	1
до лет	2	3
в известном	1	8
то что	28	26
развития родного	2	5
родного и	2	3
с понятием	2	1
для развития	5	6
все его	1	1
не прав	1	1
брат это	1	1
языка так	1	1
взрослого которая	1	1
на отдельные	1	2
несмотря на	2	1
мышления и	7	4
развитие иностранного	4	1
переносятся в	1	1
связи с	3	3
вида деятельности	1	1
эти вопроса	2	1
в определенной	1	2
новообразований школьного	1	1
кто не	1	1
более частное	2	1
между собой	9	13
и той	3	1
то время	6	4
совершенно очевидно	3	2
пиаже в	1	3
меру общности	4	1
на первый	1	1
что можно	1	1
развитие родного	3	1
с понятиями	1	1
трудно допустить	1	1
совершенно иначе	1	1
особенностей детской	1	2
этом случае	2	3
определенной системы	1	1
все более	2	1
этот закон	2	3
не путем	1	1
возраста и	1	2
являются по	1	1
мы говорим	2	2
операции с	1	1
так ребенок	1	1
из которых	1	3
было известно	1	1
из действия	1	1
процессов совершенно	1	1
мы приходим	1	1
те же	3	2
действия и	3	1
чтобы ответить	1	1
могут быть	5	4
позволяет нам	1	1
этом вопросе	2	2
понятия по	1	1
и значит	1	1
отдельного понятия	2	1
обучения системе	1	2
с устной	1	2
или воспроизведения	1	1
в его	3	11
все равно	1	2
и произвольно	2	4
прежде чем	1	1
и может	1	3
арифметике и	1	2
отношение к	7	11
родной речи	1	1
с велосипеда	2	2
осознанные и	1	1
иностранный язык	6	5
речи еще	1	1
путем проб	1	1
который мы	4	2
еще в	2	3
есть только	1	1
понятие о	2	1
и спрягает	1	2
особого рода	1	1
по мере	3	2
не можем	1	1
в лет	1	1
мы получаем	1	1
ибо она	1	1
были бы	2	1
слова или	1	1
вовсе не	1	2
убеждает нас	2	1
всего на	1	1
и образования	1	1
между двумя	2	3
произвольные функции	1	1
момент когда	1	2
обоими процессами	1	3
говоря мысль	1	1
ребенка эта	1	1
никакие отношения	1	1
переход к	3	3
за собой	3	1
ребенка развитие	1	1
из этого	2	2
образом что	1	2
оси основных	1	1
нам факты	1	1
бы в	3	4
объясняет нам	1	2
сравнению с	14	5
уже наличие	1	1
иначе чем	1	1
на высшую	3	5
уже сказано	1	1
понятий является	1	1
другие в	1	1
связаны между	1	3
пиаже поэтому	1	1
входят в	2	1
ответ на	1	3
другой стороны	2	2
мысли он	1	1
отношению к	10	12
уровню развития	1	1
об обучении	1	1
если верно	2	2
что уже	2	1
к выводу	1	1
то и	1	2
которые он	2	1
к этому	1	3
развитии понятий	5	1
сохраняет свою	2	1
ход развития	3	1
и не	11	12
обучения когда	1	1
понятий но	2	1
величайшее значение	1	1
обучать письму	1	1
лежит в	3	2
на велосипеде	1	1
таким образом	18	19
по своему	2	3
понятий школьника	2	2
ребенок должен	4	1
тесным образом	1	1
связанные с	3	6
тогда когда	6	5
имеет свою	1	3
тем что	8	5
одно и	1	1
единство в	1	1
спонтанное понятие	2	1
с теми	1	1
увидим в	1	1
и мышления	1	1
высший план	2	1
как частный	3	3
смысле этого	1	1
все эти	2	4
в данном	2	1
мышления а	1	3
факта что	1	2
исходила из	1	1
этого взгляда	1	1
оказывается не	2	2
детских понятий	5	12
общее чем	1	1
в прошлом	1	1
с самого	7	5
можем установить	1	1
что является	1	2
основе этого	2	2
случае и	1	1
и того	4	3
проистекает из	1	4
на примере	3	3
на его	3	2
как известно	7	4
языка в	2	1
перед нами	1	1
своем развитии	4	5
пиаже он	1	1
он оказывается	1	2
начала что	2	2
выражением этого	1	1
до конца	3	3
понятия брат	1	1
отличается от	3	1
психических функций	2	13
в первом	4	3
первого осмысленного	1	1
осознания клапареда	1	1
по типу	2	2
без всяких	1	2
мы выяснили	1	1
им на	1	1
бы оно	2	1
развития исследование	1	1
слов и	3	2
и научные	3	1
своей природе	4	3
слово цветок	1	1
общую основу	1	1
экспериментальных понятий	2	1
мысль которая	1	1
с первого	1	1
внутреннюю структуру	1	1
в своем	7	5
стороны и	1	2
в нашем	4	1
решение вопроса	1	1
часть своего	1	1
пиаже но	2	1
анализа и	1	1
чего я	1	1
не являются	2	1
состоянии выполнить	1	1
в психологии	3	1
в несистематичности	1	1
и своего	2	1
первом случае	3	1
детского мышления	2	4
как и	6	8
должен был	3	1
на сегодняшний	2	1
возникают в	1	3
на котором	2	1
между понятиями	21	3
реальным понятиям	2	1
звуки он	1	1
лучшем случае	1	4
и в	28	16
обоих этих	1	5
спонтанных понятий	15	7
его актуального	1	1
для овладения	3	1
с этими	1	1
но не	10	10
нее и	1	1
частности научных	1	2
для нас	2	1
всю совокупность	1	1
понятий вообще	1	1
относится всецело	1	1
в ином	3	1
высшего понятия	3	2
показывают исследования	1	2
поэтому он	2	2
зрения и	1	1
самые особенности	1	1
по существу	2	3
если попытаться	1	1
только два	1	2
в житейском	1	1
структура обобщения	5	1
отношении понятий	1	3
рабочей гипотезы	1	1
с этим	4	3
было ожидать	1	1
но это	2	3
самое существенное	1	1
операции и	1	1
его собственными	1	1
различие в	1	1
смысле является	1	1
друг другу	2	2
когда он	2	2
педагогика должна	1	1
ее в	2	3
расхождение между	1	1
знаем что	4	1
и развитием	5	14
просто как	1	1
понятие должно	1	1
спонтанно и	1	1
ребенка но	1	4
одновременно из	1	1
в заключение	1	1
это не	5	4
поэтому мы	2	1
здесь в	1	1
понятий от	1	2
в равной	1	1
для выяснения	1	1
но он	2	7
слов так	1	1
понятия в	6	3
развития развитие	1	2
к объяснению	1	2
того как	5	5
будут различаться	1	1
нам остается	2	1
для мышления	1	1
казалось бы	2	4
прежде всего	2	3
развития устной	1	4
известного к	1	1
понятия к	11	2
принимает за	1	2
тем и	3	1
к овладению	1	4
что усвоение	3	2
усваивает в	1	1
ступень в	5	3
включает в	1	3
над ним	1	1
ребенок раньше	2	3
сдвига или	1	1
родной язык	4	3
в зависимости	5	2
развития они	1	1
совершенно так	1	1
мысль что	2	4
психологического развития	1	2
в образовании	1	2
этой сфере	1	1
можем заключить	1	1
в результате	1	4
что происходит	1	1
когда ребенок	3	3
и наконец	2	1
житейскими понятиями	2	2
зависит от	3	4
ином отношении	1	1
другим понятиям	7	1
что за	1	1
обучением и	5	12
усваивает иностранный	1	1
развитие обучение	2	1
большей степени	1	1
наоборот в	1	1
не что	1	1
того факта	1	2
все что	1	2
с этой	2	4
одного того	1	1
тому чего	3	1
мы попытались	1	1
и овладению	1	1
на высшем	1	1
об этом	1	1
в скрытом	2	1
в лучшем	1	3
деятельности и	1	1
этого вопроса	2	3
упал и	1	1
в совершенно	2	2
он мыслит	1	1
а только	2	4
умственное развитие	1	2
совпадает с	4	2
значение для	3	2
в первую	3	1
оба понятия	2	1
между развитием	4	6
что ребенок	13	11
развития именно	1	1
различия в	2	1
самом деле	2	3
исследование является	1	1
что представляет	1	2
например в	4	1
то же	7	8
этот факт	2	1
всякое понятие	4	1
не повторяет	1	2
роль обучения	1	1
развития это	1	2
нельзя сказать	1	1
мы могли	12	7
своего развития	4	6
это с	1	1
что нам	2	2
в свете	5	4
в опытах	4	1
и произвольности	4	2
действия в	1	2
обучении и	2	2
в обратном	2	1
всем протяжении	1	2
мы видим	7	4
поэтому что	1	1
но мы	3	5
понятий возможно	1	1
развития мышления	1	1
точку зрения	2	1
пунктом уже	1	1
осмысленного слова	1	1
в хвосте	1	2
высшее понятие	2	3
не идет	1	1
установить что	4	2
для структурной	1	1
в научном	1	3
сегодня в	1	1
эти процесса	1	1
не совпадает	2	2
один из	3	1
в действительности	1	3
экспериментального исследования	1	3
ясно что	4	1
истории развития	1	1
с точки	10	9
отношения к	3	2
сделать то	1	1
нам как	1	1
мышления вообще	1	1
чем перейти	1	1
к этим	1	1
другом но	1	1
может означать	1	1
проблема обучения	1	1
этой последней	1	2
школьное обучение	1	3
понятия и	10	2
при установлении	1	1
к совокупности	1	1
вопроса об	1	1
но в	5	6
благодаря этому	1	2
это мы	3	2
с низшим	1	1
не имеет	6	4
мыслью взрослого	1	2
он упал	1	2
чем слово	1	2
эта точка	1	2
сих пор	3	3
у детей	1	2
возможны в	1	1
и составляет	3	4
тем не	1	1
удалось установить	3	1
собственной мысли	2	5
которого он	1	1
с порога	1	1
этому возрасту	1	1
и овладеть	1	1
аналогичные отношения	1	1
в другом	2	6
эти последние	2	1
все основания	1	1
для своего	1	1
образования понятий	2	1
в котором	2	2
по данному	1	1
для него	6	5
прежде образованных	1	1
пиаже и	1	2
к высшим	3	2
т.д и	1	2
оказать свое	2	1
он имеет	2	3
ребенок умеет	3	2
свою очередь	1	3
кривая развития	2	2
факт установленный	1	2
пишущей машинке	1	1
языка но	1	1
житейские понятия	14	1
должен усвоить	1	1
можно было	7	5
и это	1	1
в тот	1	2
феноменов и	1	1
предметом психологического	1	1
не с	2	2
ничего общего	1	3
развития понятий	6	1
и непосредственно	2	1
ребенку ребенок	1	1
