4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_4gram
в иное царство и	2	1
здесь можно было бы	1	1
часть церемонии состояла в	1	1
и в русской сказке	1	1
если это так то	1	1
т е мы имеем	1	1
или по английской терминологии	1	1
в тех случаях когда	1	1
есть не что иное	1	1
мать и хозяйка зверей	1	1
но вместе с тем	1	1
и т д здесь	1	1
случай мы имеем в	2	2
посвящаемого который таким образом	1	1
главная часть церемонии состояла	1	1
образом мы видим что	1	1
сказках типа синяя борода	1	1
ему и говорит если	1	1
составить предмет особого исследования	1	1
таким образом мы видим	1	1
мы можем предположить что	1	4
то же имеем и	1	1
то что происходило с	1	1
не что иное как	2	3
выше мы видели что	1	1
в пермской сказке зп	1	1
точно так же как	1	1
его на мелкие части	1	1
однако надо сказать что	1	1
на одной и той	1	1
церемонии состояла в умерщвлении	1	1
мы имеем и в	1	2
в русской сказке в	1	1
одной и той же	1	1
изрубил его на мелкие	1	1
в египетской книге мертвых	1	1
встречается в сказках типа	1	1
где-то в другом царстве	1	1
если это наблюдение верно	1	1
уже видели выше таким	1	1
мы не будем здесь	1	1
как мы увидим ниже	1	1
мы уже знаем что	2	1
бы составить предмет особого	1	1
мы уже видели выше	1	2
подробнее мы это увидим	1	1
видели выше таким образом	1	1
в связи с изучением	1	2
можно установить что она	1	1
в сказках типа синяя	1	1
