4gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_4gram
заключается в том что	13	4
не только не исключает	1	2
в том что в	1	1
с теоретической и практической	1	1
с этой точки зрения	4	4
в том числе и	2	1
слова к мысли и	1	1
собственном смысле этого слова	4	3
слово почти всегда готово	1	1
мы могли бы сказать	2	2
быть не чем иным	1	1
в то время как	1	2
сомнения в том что	1	1
не содержит в себе	1	1
состоит в том что	3	3
но вместе с тем	2	1
если мы обратимся к	4	1
прежде чем перейти к	1	2
не чем иным как	1	2
в самом деле если	1	1
и нежный процесс души	1	1
как мы уже говорили	2	1
только в том что	2	1
все больше и больше	1	2
в процессе детского развития	1	1
в собственном смысле этого	4	3
новых понятий есть такой	1	1
точно так же как	1	2
образование новых понятий есть	1	1
понятия не заканчивается а	1	1
не что иное как	1	1
совершенно понятно что в	1	1
в меньшей мере чем	1	1
в процессе образования понятий	1	1
заканчивается а только начинается	1	1
с одной стороны и	2	3
к мысли и образование	1	1
такой сложный таинственный и	1	1
в том что они	2	1
в том что это	1	1
почти всегда готово когда	1	2
одну и ту же	1	1
со всеми присущими ему	1	1
таинственный и нежный процесс	1	1
в этом случае в	1	2
одной и той же	4	2
одном и том же	1	1
мысли и образование новых	1	1
но для того чтобы	1	1
так же как и	4	1
слова не только не	1	1
есть такой сложный таинственный	1	1
может быть так же	1	1
одно и то же	6	3
слова и его значения	1	2
понятий есть такой сложный	1	1
отношение слова к мысли	1	1
что с точки зрения	1	1
готово когда готово понятие	1	1
виду одно и то	1	1
не в меньшей мере	1	1
природы слова и его	1	1
развития в школьном возрасте	1	1
внимание на то что	1	1
в такой же мере	1	3
тот момент когда ребенок	1	1
с точки зрения нашей	1	1
в том же самом	1	1
заключается только в том	1	1
и образование новых понятий	1	1
всегда готово когда готово	1	2
в виду одно и	1	1
возможным только тогда когда	1	1
и то же слово	3	1
не заканчивается а только	1	1
в том что он	1	2
одним и тем же	3	2
сложный таинственный и нежный	1	1
могли бы сказать что	2	2
может быть не чем	1	1
мы могли бы в	1	1
