4gram	Tiupa_AnalitikaHudozhestvennogo_partition_part1_wordlist_4gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_4gram
в литературе нового времени	1	1
обращает на себя внимание	3	1
мы имеем дело с	1	3
о том что случилось	1	1
с этой точки зрения	1	1
субъектная организация литературного произведения	1	1
убийца заперся в пустой	1	1
судьба человека написана на	1	1
во времени и пространстве	1	3
повествователя или лирического героя	1	1
есть не что иное	1	3
в казачьей станице на	1	1
затворил за собою дверь	2	1
произведения архитектоника эстетического объекта	1	1
скоро все разошлись по	1	1
состоит в том что	4	3
станице на левом фланге	1	1
все разошлись по домам	1	1
том что случилось однажды	1	1
двух проекциях в проекции	1	1
зачем же нам дана	1	1
казачьей станице на левом	1	1
раз случилось прожить две	1	1
как-то раз случилось прожить	1	1
в двух проекциях в	1	1
одни и те же	1	1
не что иное как	1	4
система факторов художественного впечатления	1	1
внутреннего я во внешнем	1	1
как ценностного центра этого	1	1
равнопротяженности предмета анализа тексту	1	1
литературного произведения архитектоника эстетического	1	1
вокруг я героя как	1	1
ценностного центра этого мира	1	1
я один понимал темное	1	1
строение литературного произведения архитектоника	1	1
наскучив бостоном и бросив	1	1
случилось прожить две недели	1	1
один понимал темное значение	1	1
той или иной эстетической	1	1
и романа в целом	2	1
я героя как ценностного	1	1
архитектоника эстетического объекта муза	1	1
в четыре часа утра	1	1
героя как ценностного центра	1	1
бросив карты под стол	1	1
оно в то же	1	1
одно и то же	1	1
две недели в казачьей	1	1
и во вставном эпизоде	1	1
в то же время	2	6
сотворческого сопереживания актуализация смысла	1	1
между волюнтаризмом и фатализмом	1	1
в том или ином	2	2
фаталиста и романа в	1	1
и бросив карты под	1	1
прожить две недели в	1	1
заперся в пустой хате	2	1
эстетического объекта муза ахматовой	1	1
второй строение литературного произведения	1	1
с той или иной	2	1
но о том что	1	1
не о том что	1	1
мне как-то раз случилось	2	2
недели в казачьей станице	1	1
как единого высказывания в	1	1
объектной организации литературного произведения	1	1
я затворил за собою	2	1
раздел второй строение литературного	1	1
субъекта объекта и адресата	2	1
мира вокруг я героя	1	1
излагается с чужих слов	1	1
человека написана на небесах	1	1
бостоном и бросив карты	1	1
