2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part1_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_2gram
свою силу	1	1
теоретической поэтики	1	3
и сами	1	1
особое место	1	1
самой литературы	2	6
все же	8	3
его в	3	3
на поэтику	1	1
два сборника	1	1
основные тенденции	2	1
и хорошо	1	1
п одним	1	1
от всех	2	3
конструктивный элемент	1	1
от действительности	1	2
не следует	4	1
и непосредственно	1	3
из возможных	1	2
метода но	1	1
вся эта	1	1
формалисты не	4	1
работы его	1	1
основных понятий	3	1
не лучше	1	1
не от	1	2
общего с	1	1
менее всего	3	2
одного без	1	1
к какому	1	1
научное направление	1	1
литературного факта	1	1
только теперь	1	1
произведение определяется	1	1
а от	1	1
и к	4	4
поэтического звука	4	1
виду что	1	2
самое понятие	2	2
самостоятельность и	1	1
независимо от	4	4
как о	4	4
а непосредственно	1	1
обычного типа	1	1
до последнего	1	1
материал для	1	1
тенденций и	1	1
кроме того	2	1
сложился в	1	3
с необходимостью	1	1
литературные произведения	1	2
как целого	1	1
словами в	1	1
на язык	2	3
от нее	4	2
художественную конструкцию	3	2
только технически	1	1
так и	8	18
конструкции в	1	2
лишь технически	1	1
другими областями	1	2
дело идет	4	3
и т	14	12
не является	3	1
языком в	1	1
при таком	1	4
для формалистов	5	1
эти вопросы	1	1
период развития	3	1
др однако	1	1
за пределы	1	2
один и	1	1
в последнем	1	1
или другой	1	1
предисловии к	2	1
тем самым	2	3
то что	6	8
в науку	2	1
не как	4	4
могло не	1	2
произведения то	1	1
в более	1	1
и от	2	7
не останется	2	1
поэтики на	2	1
как для	1	1
элементы художественной	2	3
на литературу	2	6
его как	2	3
в особенности	4	3
всего может	1	1
он действительно	1	1
должна быть	5	7
бы то	1	3
в свою	1	8
творчества и	1	1
теории поэтического	2	1
занимает очень	1	1
пр т	1	1
в высшей	4	1
на отдельные	1	1
произведения а	3	2
несмотря на	1	1
той же	1	1
мышления и	1	1
лишь для	4	2
они в	1	1
та же	2	1
специфичность искусства	1	1
к которому	1	2
внешние факторы	1	1
в сборнике	1	1
в самую	1	2
связи с	13	3
если бы	5	4
уже как	1	2
что перед	1	1
ни в	2	2
к одному	1	1
в годы	3	1
нигде не	2	1
что в	7	4
некоторых художественных	1	2
этих основных	1	1
были выработаны	2	1
орудию производства	1	1
он является	1	1
как средство	1	1
и методы	2	2
формалистов не	3	3
а как	3	2
же является	2	1
об особенностях	1	1
в своей	7	11
пункте как	1	1
наука она	1	1
понят и	1	1
как раз	6	2
форм и	1	6
или же	2	3
все в	1	2
в основе	5	3
на материале	1	1
не должно	1	1
с его	11	4
к основным	1	1
с позитивизмом	1	6
из ее	1	1
отдельных его	1	1
все более	2	2
в той	2	1
что если	1	1
себе в	1	1
зависимости от	3	3
всего этого	5	2
взяли мы	1	1
