3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_3gram
это означает что	1	1
приведем еще один	1	1
несмотря на всю	1	1
не только в	1	2
мы имеем и	1	1
в том чтобы	1	2
для того чтобы	1	3
фигурирует в обрядах	1	1
всем афанасьевском сборнике	1	1
о том что	3	4
что наряду с	1	1
друг с другом	3	2
на то что	4	2
вместе с тем	2	6
сад и т	1	1
в этом случае	1	7
должны быть рассмотрены	1	1
с представлением о	1	2
видим что в	1	1
видим в сказке	1	1
и что он	1	1
образом мы видим	1	1
вопрос о том	2	1
неи с этим	1	1
здесь мы имеем	2	3
дело не в	1	1
и тем не	2	1
царстве в некотором	1	1
видим что герой	3	1
рассказывается что герой	1	1
никак не может	1	1
в загробный мир	3	1
здесь мы видим	1	1
в сказке в	3	3
имеется и в	1	2
мы должны прежде	1	1
очень разнообразных формах	1	1
но и здесь	1	1
к сожалению однако	2	1
непременная черта его	1	1
мы видели что	2	2
наряду с этим	1	2
что и в	1	2
д все эти	1	1
как мы увидим	2	3
в зависимости от	2	1
что в обряде	1	1
что для того	1	1
в это время	1	2
не мертвец а	1	1
эти материалы позволяют	1	1
а именно на	1	1
что здесь мы	1	1
выдает себя за	1	1
но и в	2	2
и т д.<неи	2	2
и в сказке	1	1
чтобы попасть в	2	1
по себе но	1	1
на съедение в	1	1
в иной мир.<неи	1	1
же как и	1	2
т д то	1	1
более позднего происхождения	1	1
не мешает ему	1	1
в том что	4	2
в то время	3	1
на основе которого	1	1
материалы показывают что	2	2
тот момент когда	1	1
во время посвящения	1	2
одной стороны и	1	1
эти материалы показывают	1	1
случае мы видим	1	1
а сам герой	1	1
в иное царство	4	4
должны прежде всего	1	1
тем не менее	6	4
в русской сказке	2	3
в таких случаях	2	2
только тем что	1	1
мере того как	2	1
в соответствии с	1	1
наравне со своими	1	1
так же как	2	3
в связи с	3	4
ясно что это	1	1
бы мы не	1	1
иметь в виду	1	1
работ по отдельным	1	1
это не совсем	1	1
мы увидим ниже	2	3
во время обряда	1	2
в тех же	1	1
по отношению к	3	2
с другой стороны	5	8
таким образом в	1	1
нет необходимости приводить	1	1
некоторое время в	1	1
в некотором царстве	1	1
еще ничего не	1	1
в отличие от	2	1
для нас же	1	1
нам нет необходимости	1	1
же относится и	1	1
в подземный мир	1	1
в избушке и	1	1
в современной сказке	1	1
этих народов мы	1	1
в нем и	1	3
за тридевять земель	2	3
неи все эти	2	1
у наиболее примитивных	1	2
все эти материалы	1	3
сказке никогда не	1	1
и многие другие	1	1
но все же	3	4
что в жизни	1	1
в этих случаях	2	6
сказке в шкуру	1	1
к сказке и	1	1
в античности и	1	1
о том чем	1	1
и на них	1	1
в карман не	1	1
в царство мертвых	5	1
но так как	1	2
с одной стороны	4	7
он попадает в	2	1
зашивание в шкуру	1	3
на которой он	1	1
но тем не	1	1
словом в карман	1	1
мы увидим что	5	1
все же и	1	1
может быть рассмотрено	1	1
и требует специального	1	1
в ту же	1	1
точно так же	3	1
уже выше мы	1	1
мы должны будем	4	1
более позднее явление	1	1
своих детей и	1	1
мы увидим это	1	1
мы знаем что	1	4
но уже сейчас	1	1
которые приводят к	1	1
он живет в	1	2
таким образом мы	2	2
мы уже видели	1	1
связь с обрядами	1	1
с самого начала	2	1
это было бы	1	1
что там где	1	1
не будем здесь	1	2
по себе не	1	1
а иногда и	1	1
до сих пор	5	2
постоянная непременная черта	1	1
имеющимся в сказке	1	1
то же что	1	1
если бы мы	2	2
хотя бы в	1	1
часто может быть	1	1
прежде всего мы	1	1
в некотором государстве	1	1
никто не видел	1	1
после того как	1	3
выше мы видели	2	1
но не всегда	2	1
в репертуаре сказки	1	1
существует огромная литература	1	1
за словом в	1	1
в одном случае	1	1
во всем афанасьевском	1	1
это может быть	1	1
из самой сказки	1	1
обряда и мифа	1	1
прежде всего есть	1	1
в тот момент	1	1
в мифе часто	1	1
так много что	1	1
вслед за ней	1	1
то время как	3	1
мы еще не	1	1
по мере того	2	1
мы не будем	3	2
русская сказка и	1	1
примеры показывают как	1	1
и в русской	1	1
подобно тому как	1	1
таких примеров можно	1	2
в американских мифах	1	1
в очень разнообразных	1	1
на курьих ножках	5	1
как уже указано	2	1
не может быть	7	3
его сейчас же	1	1
не в том	1	1
некотором царстве в	1	1
выше указывалось что	1	1
само по себе	2	1
герой попадает в	1	1
не может считаться	1	1
о том как	1	2
иное царство или	1	1
но и для	1	1
и т д	22	18
карман не лезет	1	1
там где уже	1	2
мы видим что	8	4
в желудке чудовища	1	2
зашивает себя в	1	2
эти примеры показывают	1	1
только тогда когда	1	1
в некоторых местах	1	1
т д все	3	1
в иной мир	3	6
не только для	1	1
уже довольно рано	1	1
