2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
и сами	1	1
все же	4	4
его в	1	3
учитывает и	1	1
следовательно происходит	1	1
выходит из	1	1
себе не	1	1
к слиянию	1	1
о мире	1	5
он теперь	1	1
менее всего	1	1
сферу бытия	1	1
слова и	7	1
даже в	1	6
это вовсе	2	2
не хочу	1	2
за пределами	1	1
делая его	2	1
и старается	2	1
романа который	1	1
мы имеем	3	2
и к	9	2
и возможности	1	1
я вам	1	1
есть слова	1	1
последнего затем	1	1
но здесь	3	1
того и	2	1
кроме того	4	1
устах других	1	1
друг мой	1	1
зрения своей	1	1
его влиянием	1	1
даже когда	1	1
от нее	1	1
до этого	1	1
его и	1	3
от автора	2	4
так и	4	3
достоевского это	2	2
сознание и	1	4
ведь он	1	2
в другой	1	1
вовлекается в	1	1
только еще	1	1
словесного стиля	1	1
своими собственными	1	1
и у	1	2
за пределы	5	5
каждом новом	1	1
имеет как	1	1
последнее слово	1	1
тем самым	1	2
то что	4	5
но как	1	2
не как	3	6
в более	1	1
как слово	2	5
им в	1	4
из того	1	1
никак не	3	1
к различным	2	1
этого диалога	1	2
не укладывается	1	2
его как	2	1
одном замкнутом	1	1
в пределы	1	3
художественном творчестве	1	1
чужих слов	4	2
последнего слова	1	3
весь роман	1	1
напомним что	1	1
отношений они	3	1
должна быть	2	3
все его	1	3
в одном	11	6
в свою	1	1
катерины ивановны	1	1
тому же	1	1
мы обратимся	1	1
в высшей	1	1
степана трофимовича	1	1
и петербург	1	1
той же	3	1
несмотря на	1	1
от себя	1	1
они в	1	1
та же	1	1
в обычном	1	1
его тон	1	1
прозы в	1	1
ее истоков	1	1
самосознания и	2	2
может иметь	1	1
связи с	1	1
его личность	1	1
ни в	6	2
типа в	1	1
между собой	1	1
лежат в	1	1
как не	1	5
что в	4	6
бы сказали	1	1
всякий спор	1	1
ивана карамазова	1	4
нам важна	1	5
он является	1	1
друг от	1	2
и они	2	1
а как	2	4
в своей	3	6
как раз	7	6
по всей	1	1
но если	3	1
полемики с	1	1
случаев в	1	1
друг с	5	2
все в	2	1
диалогическое общение	2	1
авторского слова	2	2
на материале	1	3
со словом	2	1
с его	5	8
с сестрой	1	1
художественного замысла	1	2
этом случае	1	1
что она	1	4
бы и	2	3
в той	3	3
внешней наглядностью	2	1
очень часто	4	1
что если	1	3
знают и	1	1
и что	3	2
ощущаться как	1	1
это позволяет	1	1
эти типы	1	1
определить и	1	1
и выходит	1	2
этом мы	2	1
ставрогин иван	1	1
и все	9	1
сливается с	1	4
монологического романа	1	3
или менее	3	1
на этот	2	1
к достоевскому	2	3
и речи	1	1
в авторском	1	1
уж не	1	1
нам кажется	5	1
они все	1	1
всем этим	1	2
что на	1	1
в жизнь	1	1
точке зрения	1	3
и о	3	2
таковы три	1	1
жизни и	5	15
авторской речи	2	2
ему и	1	1
себя и	3	2
и притом	1	1
него в	3	1
в них	1	4
кажется что	3	2
их взаимоотношения	1	1
место в	1	1
незавершенного и	1	1
в замысле	1	2
на одном	1	1
может стать	2	2
образом как	1	1
не есть	1	2
диалогические отношения	15	3
те же	2	2
и так	2	1
для понимания	2	2
собою а	1	1
что все	1	3
сознания с	1	1
одном голосе	1	1
не может	19	24
могут быть	2	4
которого мы	1	1
в чужих	1	2
но лишь	1	1
из которого	1	2
там где	2	6
большом диалоге	1	3
сказать что	2	5
функции в	1	1
то есть	40	50
авторское отношение	1	1
вместе с	2	1
ней в	1	1
сознания и	2	6
братьев карамазовых	1	1
сказать о	1	1
установок и	1	1
и одновременно	2	2
в братьях	2	2
в том	9	8
из своей	1	1
раз подчеркнуть	1	2
в его	9	22
все равно	2	1
его уже	1	1
на почве	2	4
в научной	1	1
художественного видения	2	1
и т.п	14	6
разобранные нами	3	1
даже прямо	1	1
этот образ	1	1
есть если	2	1
мы бы	1	1
не входит	2	2
очень существенное	1	1
произведений достоевского	6	3
и оценки	1	1
с нею	2	1
в диалоге	3	3
ведения рассказа	1	1
приводит к	4	1
под его	1	1
о том	5	3
у тургенева	4	1
словам о	1	1
живет в	2	1
отношение к	3	8
которые сами	1	1
именно эти	1	1
речи как	2	1
в виду	4	2
на некоторых	2	1
на то	3	2
который мы	1	1
ценности жизни	1	1
бы с	1	1
еще в	1	1
да и	4	1
к самому	2	1
в самой	5	3
с помощью	3	1
большинстве случаев	8	2
мире достоевского	2	6
смысловой позиции	1	1
должны быть	1	1
мы и	3	3
с порфирием	1	2
и функции	1	1
сократическом диалоге	1	1
художественной прозы	1	4
в некоторых	1	2
становления в	1	1
от своего	1	1
как мы	12	8
так чтобы	3	2
т.п все	1	1
чужой голос	2	1
может быть	23	18
это я	1	1
в каких	1	1
и его	6	8
в одной	2	5
себе его	1	1
может показаться	1	1
роман но	1	1
правда в	3	2
для ведения	1	1
и дуни	1	1
в сфере	1	2
вы в	1	1
как его	1	2
в отношении	3	1
возможный ответ	1	1
сознании и	2	2
в устах	1	1
и могут	1	2
вовсе не	9	7
мысли не	1	1
они могут	1	3
она не	3	5
произведениях достоевского	3	4
себя самого	1	1
повести но	1	1
была бы	1	3
к ним	4	3
всякое иное	1	1
в бесах	1	1
не на	1	4
здесь нет	3	2
только один	1	1
обращено к	1	3
что ли?	2	1
всего как	1	1
в особом	2	2
жизнь не	2	1
человек никогда	1	1
достоевского мы	1	1
здесь не	4	2
его художественного	1	4
о предмете	1	1
в простую	1	1
о себе	5	3
друг в	3	3
и голос	1	2
к лицу	1	1
той или	2	3
бы в	3	5
и жизнь	2	1
и нет	4	1
нас здесь	2	1
и ему	1	1
отличие от	3	1
сравнению с	1	2
герои романов	1	1
у толстого	1	1
романе и	1	1
на пороге	12	4
