4gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_4gram
заключается в том что	2	2
если иметь в виду	1	1
также и то что	2	4
не может быть никакого	1	1
то же самое время	4	4
получается таким образом что	1	1
есть нечто более общее	1	1
взятое само по себе	1	2
здесь имеется в виду	1	1
между знаком и символом	2	2
а не что-нибудь другое	1	1
настоящем пункте нашего исследования	1	1
не что иное как	3	4
в той или иной	1	2
вовсе не есть ни	1	1
на самом же деле	1	4
ни в каком случае	3	2
тоже никуда не годится	1	1
как будто бы и	2	1
определения того что такое	1	1
уже во всяком случае	1	1
в том что всякое	1	1
во всяком случае не	2	1
является не чем иным	1	1
но уже во всяком	1	1
в настоящем пункте нашего	1	1
мы должны сказать что	1	2
в одно нераздельное целое	1	1
если мы скажем что	3	1
и в этом случае	3	3
в настоящее время для	1	1
точно так же и	1	1
есть не что иное	3	4
в то время как	1	4
тем не менее в	1	1
прийти к выводу что	1	1
не чем иным как	1	1
даже и в этом	1	1
мы можем даже и	1	1
вовсе не есть только	2	1
знак и что такое	2	1
говорить о том что	1	1
то это значит что	2	2
вовсе еще не есть	1	1
ничего не говорим о	1	1
в том или ином	1	2
взятые сами по себе	2	4
рассуждение относится и к	1	1
и вовсе не есть	1	1
огден и и ричардс	1	1
то что такое знак	1	1
одним и тем же	1	1
до сих пор мы	1	1
отличаются друг от друга	1	2
того что такое знак	2	1
в каком случае не	2	1
таком положении дела и	1	1
же как и вообще	1	1
знака и символа в	1	1
к огден и и	1	1
а может быть даже	1	1
всякий знак обязательно есть	1	1
что всякий знак есть	1	1
что всякий знак нечто	1	1
все указанные у нас	1	1
что бы то ни	1	1
же в таком случае	1	1
аксиоматики знаковой теории языка	1	1
так же как и	1	1
не имеет ничего общего	2	3
ничем не отличается от	1	1
значение в то время	1	1
только в связи с	2	1
может быть даже и	1	1
само собою ясно что	1	1
когда мы произносим слово	1	1
в ту или иную	1	1
уж во всяком случае	2	3
мы в то же	1	1
что все указанные у	1	1
в этом случае он	1	1
при таком положении дела	1	1
от знака к символу	1	2
что же такое в	2	1
теории знака и символа	1	1
такое знак и что	2	1
и тем не менее	1	3
или по крайней мере	3	4
но уж во всяком	1	1
пункте нашего исследования мы	1	1
в то же самое	4	4
предмета к самому предмету	1	1
бы то ни было	1	3
как бы мы ни	1	1
имеет ничего общего с	2	1
по крайней мере в	2	1
всякий знак нечто значит	1	1
той или иной мере	1	2
бы то ни стало	1	1
возможно только потому что	1	1
что такое знак и	3	1
во что бы то	1	1
